chr	Plot.start	Plot.end	ID_class	score	strand	start	end	class
chr9	22315022	22317414	ESCTE3046_REDE	0	-	22316022	22316414	ESC_REDE
chr9	25562771	25565136	ESCTE3048_REDE	0	-	25563771	25564136	ESC_REDE
chr9	25848838	25851267	ESCTE3050_REDE	0	-	25849838	25850267	ESC_REDE
chr9	25853680	25855846	ESCTE3051_REDE	0	-	25854680	25854846	ESC_REDE
chr9	38406244	38409121	ESCTE3077_REDE	0	+	38407244	38408121	ESC_REDE
chr9	38841777	38844098	ESCTE3086_REDE	0	-	38842777	38843098	ESC_REDE
chr9	38873828	38876151	ESCTE3087_REDE	0	-	38874828	38875151	ESC_REDE
chr9	39739702	39742013	ESCTE3097_REDE	0	-	39740702	39741013	ESC_REDE
chr9	48302502	48304908	ESCTE3101_REDE	0	-	48303502	48303908	ESC_REDE
chr9	64198037	64200423	ESCTE3118_REDE	0	+	64199037	64199423	ESC_REDE
chr9	68797237	68799485	ESCTE3122_REDE	0	-	68798237	68798485	ESC_REDE
chr9	73078746	73081106	ESCTE3127_REDE	0	-	73079746	73080106	ESC_REDE
chr9	75375461	75377854	ESCTE3129_REDE	0	+	75376461	75376854	ESC_REDE
chr9	76103118	76106101	ESCTE3130_REDE	0	-	76104118	76105101	ESC_REDE
chr9	76400628	76403501	ESCTE3133_REDE	0	-	76401628	76402501	ESC_REDE
chr9	79454234	79456628	ESCTE3135_REDE	0	-	79455234	79455628	ESC_REDE
chr9	86971461	86973863	ESCTE3146_REDE	0	-	86972461	86972863	ESC_REDE
chr9	105640341	105642745	ESCTE3164_REDE	0	-	105641341	105641745	ESC_REDE
chr9	105837858	105840235	ESCTE3166_REDE	0	+	105838858	105839235	ESC_REDE
chr9	109548622	109550964	ESCTE3180_REDE	0	-	109549622	109549964	ESC_REDE
chr10	3171664	3174530	ESCTE3207_REDE	0	+	3172664	3173530	ESC_REDE
chr10	6163384	6165779	ESCTE3217_REDE	0	+	6164384	6164779	ESC_REDE
chr10	6819456	6822321	ESCTE3220_REDE	0	-	6820456	6821321	ESC_REDE
chr10	7610593	7612929	ESCTE3224_REDE	0	-	7611593	7611929	ESC_REDE
chr10	7618775	7620962	ESCTE3228_REDE	0	-	7619775	7619962	ESC_REDE
chr10	8113944	8116335	ESCTE3230_REDE	0	+	8114944	8115335	ESC_REDE
chr10	11262749	11265150	ESCTE3237_REDE	0	-	11263749	11264150	ESC_REDE
chr10	11800509	11803299	ESCTE3243_REDE	0	+	11801509	11802299	ESC_REDE
chr10	14582230	14584890	ESCTE3250_REDE	0	+	14583230	14583890	ESC_REDE
chr10	14966765	14969104	ESCTE3255_REDE	0	+	14967765	14968104	ESC_REDE
chr10	15262103	15264967	ESCTE3257_REDE	0	-	15263103	15263967	ESC_REDE
chr10	15585122	15587542	ESCTE3258_REDE	0	+	15586122	15586542	ESC_REDE
chr10	17819335	17822164	ESCTE3263_REDE	0	-	17820335	17821164	ESC_REDE
chr10	18332558	18334901	ESCTE3265_REDE	0	-	18333558	18333901	ESC_REDE
chr10	26652212	26654505	ESCTE3279_REDE	0	+	26653212	26653505	ESC_REDE
chr10	26934859	26937688	ESCTE3280_REDE	0	-	26935859	26936688	ESC_REDE
chr10	30369638	30371961	ESCTE3293_REDE	0	+	30370638	30370961	ESC_REDE
chr10	31455826	31458087	ESCTE3298_REDE	0	-	31456826	31457087	ESC_REDE
chr10	33374396	33377243	ESCTE3303_REDE	0	-	33375396	33376243	ESC_REDE
chr10	35427076	35429871	ESCTE3318_REDE	0	+	35428076	35428871	ESC_REDE
chr10	35477711	35480140	ESCTE3320_REDE	0	-	35478711	35479140	ESC_REDE
chr10	35942107	35944982	ESCTE3321_REDE	0	-	35943107	35943982	ESC_REDE
chr10	36546449	36549381	ESCTE3330_REDE	0	+	36547449	36548381	ESC_REDE
chr10	36610339	36612724	ESCTE3332_REDE	0	-	36611339	36611724	ESC_REDE
chr10	38848985	38851368	ESCTE3346_REDE	0	-	38849985	38850368	ESC_REDE
chr10	39223558	39225913	ESCTE3348_REDE	0	+	39224558	39224913	ESC_REDE
chr10	46688736	46691140	ESCTE3376_REDE	0	-	46689736	46690140	ESC_REDE
chr10	46740016	46742421	ESCTE3377_REDE	0	-	46741016	46741421	ESC_REDE
chr10	46813234	46815606	ESCTE3378_REDE	0	-	46814234	46814606	ESC_REDE
chr10	47630324	47633002	ESCTE3384_REDE	0	+	47631324	47632002	ESC_REDE
chr10	49415989	49418860	ESCTE3401_REDE	0	+	49416989	49417860	ESC_REDE
chr10	51327749	51330106	ESCTE3407_REDE	0	-	51328749	51329106	ESC_REDE
chr10	51416474	51418820	ESCTE3410_REDE	0	-	51417474	51417820	ESC_REDE
chr10	51462639	51465496	ESCTE3411_REDE	0	-	51463639	51464496	ESC_REDE
chr10	64743009	64745886	ESCTE3437_REDE	0	-	64744009	64744886	ESC_REDE
chr10	70324462	70326798	ESCTE3441_REDE	0	-	70325462	70325798	ESC_REDE
chr10	77601925	77604311	ESCTE3452_REDE	0	-	77602925	77603311	ESC_REDE
chr10	79041278	79044148	ESCTE3456_REDE	0	-	79042278	79043148	ESC_REDE
chr10	79399007	79401513	ESCTE3460_REDE	0	-	79400007	79400513	ESC_REDE
chr10	85070851	85073257	ESCTE3470_REDE	0	+	85071851	85072257	ESC_REDE
chr10	87685046	87687436	ESCTE3472_REDE	0	+	87686046	87686436	ESC_REDE
chr10	91424393	91427267	ESCTE3475_REDE	0	-	91425393	91426267	ESC_REDE
chr10	95718360	95720773	ESCTE3477_REDE	0	-	95719360	95719773	ESC_REDE
chr10	105752799	105755182	ESCTE3490_REDE	0	-	105753799	105754182	ESC_REDE
chr10	109520823	109523137	ESCTE3494_REDE	0	+	109521823	109522137	ESC_REDE
chr10	110855056	110857167	ESCTE3496_REDE	0	+	110856056	110856167	ESC_REDE
chr10	110855219	110857478	ESCTE3497_REDE	0	+	110856219	110856478	ESC_REDE
chr10	127892175	127894530	ESCTE3522_REDE	0	-	127893175	127893530	ESC_REDE
chr10	130418749	130421628	ESCTE3541_REDE	0	-	130419749	130420628	ESC_REDE
chr11	7688599	7690994	ESCTE3556_REDE	0	-	7689599	7689994	ESC_REDE
chr11	9982075	9984414	ESCTE3567_REDE	0	+	9983075	9983414	ESC_REDE
chr11	10087007	10089404	ESCTE3568_REDE	0	+	10088007	10088404	ESC_REDE
chr11	13416777	13419160	ESCTE3583_REDE	0	-	13417777	13418160	ESC_REDE
chr11	13518286	13521239	ESCTE3584_REDE	0	+	13519286	13520239	ESC_REDE
chr11	13977273	13980158	ESCTE3585_REDE	0	-	13978273	13979158	ESC_REDE
chr11	16606688	16609559	ESCTE3598_REDE	0	-	16607688	16608559	ESC_REDE
chr11	20144283	20146699	ESCTE3603_REDE	0	-	20145283	20145699	ESC_REDE
chr11	26370824	26373126	ESCTE3629_REDE	0	-	26371824	26372126	ESC_REDE
chr11	26371149	26373257	ESCTE3630_REDE	0	-	26372149	26372257	ESC_REDE
chr11	29602447	29604882	ESCTE3657_REDE	0	-	29603447	29603882	ESC_REDE
chr11	30490668	30493577	ESCTE3661_REDE	0	+	30491668	30492577	ESC_REDE
chr11	40157857	40160806	ESCTE3680_REDE	0	+	40158857	40159806	ESC_REDE
chr11	41825200	41827541	ESCTE3688_REDE	0	-	41826200	41826541	ESC_REDE
chr11	47495009	47497338	ESCTE3694_REDE	0	+	47496009	47496338	ESC_REDE
chr11	69706996	69709375	ESCTE3714_REDE	0	+	69707996	69708375	ESC_REDE
chr11	73527731	73530677	ESCTE3717_REDE	0	-	73528731	73529677	ESC_REDE
chr11	88992833	88995216	ESCTE3734_REDE	0	+	88993833	88994216	ESC_REDE
chr12	3414103	3416399	ESCTE3787_REDE	0	+	3415103	3415399	ESC_REDE
chr12	4357273	4359665	ESCTE3791_REDE	0	+	4358273	4358665	ESC_REDE
chr12	4357670	4360077	ESCTE3792_REDE	0	+	4358670	4359077	ESC_REDE
chr12	4358057	4360135	ESCTE3793_REDE	0	+	4359057	4359135	ESC_REDE
chr12	5004718	5007126	ESCTE3794_REDE	0	-	5005718	5006126	ESC_REDE
chr12	6594502	6596915	ESCTE3795_REDE	0	+	6595502	6595915	ESC_REDE
chr12	10737372	10739776	ESCTE3798_REDE	0	-	10738372	10738776	ESC_REDE
chr12	11051740	11054140	ESCTE3799_REDE	0	+	11052740	11053140	ESC_REDE
chr12	24794777	24797185	ESCTE3927_REDE	0	-	24795777	24796185	ESC_REDE
chr12	31091599	31093928	ESCTE3933_REDE	0	+	31092599	31092928	ESC_REDE
chr12	35641257	35644116	ESCTE3934_REDE	0	-	35642257	35643116	ESC_REDE
chr12	37079080	37081484	ESCTE3936_REDE	0	+	37080080	37080484	ESC_REDE
chr12	45621951	45624333	ESCTE3950_REDE	0	+	45622951	45623333	ESC_REDE
chr12	62705925	62708787	ESCTE3973_REDE	0	+	62706925	62707787	ESC_REDE
chr12	63010027	63012372	ESCTE3974_REDE	0	+	63011027	63011372	ESC_REDE
chr12	65205335	65207707	ESCTE3981_REDE	0	-	65206335	65206707	ESC_REDE
chr12	65592400	65595263	ESCTE3982_REDE	0	-	65593400	65594263	ESC_REDE
chr12	67618874	67621740	ESCTE3987_REDE	0	-	67619874	67620740	ESC_REDE
chr12	83565880	83568272	ESCTE4009_REDE	0	+	83566880	83567272	ESC_REDE
chr12	87204721	87207096	ESCTE4013_REDE	0	-	87205721	87206096	ESC_REDE
chr12	88043955	88046824	ESCTE4015_REDE	0	+	88044955	88045824	ESC_REDE
chr12	88340020	88342903	ESCTE4017_REDE	0	+	88341020	88341903	ESC_REDE
chr12	98138715	98141573	ESCTE4031_REDE	0	-	98139715	98140573	ESC_REDE
chr12	101108539	101111426	ESCTE4034_REDE	0	-	101109539	101110426	ESC_REDE
chr12	105125531	105127937	ESCTE4038_REDE	0	+	105126531	105126937	ESC_REDE
chr12	119776729	119778850	ESCTE4056_REDE	0	-	119777729	119777850	ESC_REDE
chr13	4698461	4700864	ESCTE4076_REDE	0	-	4699461	4699864	ESC_REDE
chr13	4824532	4827404	ESCTE4078_REDE	0	-	4825532	4826404	ESC_REDE
chr13	5696230	5698626	ESCTE4083_REDE	0	-	5697230	5697626	ESC_REDE
chr13	11004481	11006869	ESCTE4100_REDE	0	+	11005481	11005869	ESC_REDE
chr13	13219261	13221662	ESCTE4112_REDE	0	-	13220261	13220662	ESC_REDE
chr13	13670700	13672900	ESCTE4113_REDE	0	-	13671700	13671900	ESC_REDE
chr13	16829121	16831941	ESCTE4120_REDE	0	+	16830121	16830941	ESC_REDE
chr13	17651496	17654329	ESCTE4124_REDE	0	+	17652496	17653329	ESC_REDE
chr13	18484927	18487311	ESCTE4127_REDE	0	+	18485927	18486311	ESC_REDE
chr13	19136907	19139228	ESCTE4129_REDE	0	-	19137907	19138228	ESC_REDE
chr13	19423684	19426053	ESCTE4130_REDE	0	+	19424684	19425053	ESC_REDE
chr13	19629977	19632150	ESCTE4132_REDE	0	-	19630977	19631150	ESC_REDE
chr13	19630153	19632272	ESCTE4133_REDE	0	-	19631153	19631272	ESC_REDE
chr13	22843433	22845663	ESCTE4151_REDE	0	+	22844433	22844663	ESC_REDE
chr13	22991815	22994145	ESCTE4154_REDE	0	+	22992815	22993145	ESC_REDE
chr13	25638761	25641052	ESCTE4162_REDE	0	-	25639761	25640052	ESC_REDE
chr13	26003531	26006418	ESCTE4164_REDE	0	-	26004531	26005418	ESC_REDE
chr13	26112453	26115332	ESCTE4165_REDE	0	-	26113453	26114332	ESC_REDE
chr13	27959455	27961856	ESCTE4172_REDE	0	+	27960455	27960856	ESC_REDE
chr13	33561824	33564545	ESCTE4176_REDE	0	-	33562824	33563545	ESC_REDE
chr13	41144308	41146705	ESCTE4188_REDE	0	-	41145308	41145705	ESC_REDE
chr13	50371666	50374535	ESCTE4194_REDE	0	-	50372666	50373535	ESC_REDE
chr13	50459564	50461964	ESCTE4196_REDE	0	+	50460564	50460964	ESC_REDE
chr13	50487570	50489912	ESCTE4197_REDE	0	+	50488570	50488912	ESC_REDE
chr13	51077366	51080231	ESCTE4200_REDE	0	-	51078366	51079231	ESC_REDE
chr13	58953664	58956057	ESCTE4213_REDE	0	-	58954664	58955057	ESC_REDE
chr13	62814631	62817025	ESCTE4219_REDE	0	-	62815631	62816025	ESC_REDE
chr13	72946156	72948989	ESCTE4291_REDE	0	-	72947156	72947989	ESC_REDE
chr13	75367310	75369802	ESCTE4295_REDE	0	+	75368310	75368802	ESC_REDE
chr13	75398583	75401305	ESCTE4296_REDE	0	+	75399583	75400305	ESC_REDE
chr13	75684273	75686755	ESCTE4300_REDE	0	-	75685273	75685755	ESC_REDE
chr13	79867328	79869804	ESCTE4308_REDE	0	+	79868328	79868804	ESC_REDE
chr13	79867878	79870285	ESCTE4309_REDE	0	+	79868878	79869285	ESC_REDE
chr13	82604833	82607237	ESCTE4320_REDE	0	-	82605833	82606237	ESC_REDE
chr13	82627793	82630193	ESCTE4321_REDE	0	+	82628793	82629193	ESC_REDE
chr13	83931715	83934093	ESCTE4322_REDE	0	-	83932715	83933093	ESC_REDE
chr13	85035048	85037392	ESCTE4323_REDE	0	+	85036048	85036392	ESC_REDE
chr13	85145599	85147895	ESCTE4326_REDE	0	+	85146599	85146895	ESC_REDE
chr13	86179183	86182113	ESCTE4332_REDE	0	-	86180183	86181113	ESC_REDE
chr13	86344356	86346786	ESCTE4335_REDE	0	+	86345356	86345786	ESC_REDE
chr13	87312786	87315725	ESCTE4343_REDE	0	+	87313786	87314725	ESC_REDE
chr13	90244784	90247662	ESCTE4367_REDE	0	-	90245784	90246662	ESC_REDE
chr13	90868266	90870661	ESCTE4375_REDE	0	+	90869266	90869661	ESC_REDE
chr13	94857229	94859634	ESCTE4381_REDE	0	+	94858229	94858634	ESC_REDE
chr13	97801312	97803701	ESCTE4393_REDE	0	-	97802312	97802701	ESC_REDE
chr13	98974995	98977393	ESCTE4398_REDE	0	-	98975995	98976393	ESC_REDE
chr13	114277454	114280213	ESCTE4413_REDE	0	+	114278454	114279213	ESC_REDE
chr13	114278238	114280404	ESCTE4414_REDE	0	+	114279238	114279404	ESC_REDE
chr13	118264728	118267102	ESCTE4420_REDE	0	-	118265728	118266102	ESC_REDE
chr14	9241157	9243485	ESCTE4436_REDE	0	+	9242157	9242485	ESC_REDE
chr14	11038307	11041127	ESCTE4441_REDE	0	-	11039307	11040127	ESC_REDE
chr14	12106332	12108718	ESCTE4444_REDE	0	-	12107332	12107718	ESC_REDE
chr14	13731107	13733502	ESCTE4452_REDE	0	-	13732107	13732502	ESC_REDE
chr14	13906249	13908688	ESCTE4453_REDE	0	+	13907249	13907688	ESC_REDE
chr14	15795997	15798346	ESCTE4463_REDE	0	-	15796997	15797346	ESC_REDE
chr14	16036725	16039075	ESCTE4464_REDE	0	-	16037725	16038075	ESC_REDE
chr14	16145618	16147775	ESCTE4469_REDE	0	+	16146618	16146775	ESC_REDE
chr14	16145852	16148251	ESCTE4470_REDE	0	+	16146852	16147251	ESC_REDE
chr14	16312198	16314564	ESCTE4471_REDE	0	+	16313198	16313564	ESC_REDE
chr14	27673002	27675401	ESCTE4513_REDE	0	-	27674002	27674401	ESC_REDE
chr14	32123379	32125740	ESCTE4515_REDE	0	+	32124379	32124740	ESC_REDE
chr14	37519652	37522056	ESCTE4519_REDE	0	+	37520652	37521056	ESC_REDE
chr14	37748601	37751002	ESCTE4522_REDE	0	-	37749601	37750002	ESC_REDE
chr14	38184358	38187258	ESCTE4523_REDE	0	-	38185358	38186258	ESC_REDE
chr14	40231190	40233546	ESCTE4526_REDE	0	+	40232190	40232546	ESC_REDE
chr14	49818600	49821082	ESCTE4540_REDE	0	+	49819600	49820082	ESC_REDE
chr14	52065045	52067466	ESCTE4557_REDE	0	-	52066045	52066466	ESC_REDE
chr14	57847271	57849660	ESCTE4579_REDE	0	+	57848271	57848660	ESC_REDE
chr14	84246782	84249742	ESCTE4602_REDE	0	-	84247782	84248742	ESC_REDE
chr14	89323935	89326793	ESCTE4608_REDE	0	-	89324935	89325793	ESC_REDE
chr14	91477176	91480023	ESCTE4611_REDE	0	+	91478176	91479023	ESC_REDE
chr14	91655146	91657557	ESCTE4612_REDE	0	+	91656146	91656557	ESC_REDE
chr14	91716340	91718780	ESCTE4613_REDE	0	-	91717340	91717780	ESC_REDE
chr14	92862093	92864482	ESCTE4617_REDE	0	+	92863093	92863482	ESC_REDE
chr14	94795616	94798438	ESCTE4620_REDE	0	-	94796616	94797438	ESC_REDE
chr14	104788347	104790659	ESCTE4636_REDE	0	-	104789347	104789659	ESC_REDE
chr15	5932499	5934873	ESCTE4688_REDE	0	-	5933499	5933873	ESC_REDE
chr15	8830861	8833258	ESCTE4690_REDE	0	-	8831861	8832258	ESC_REDE
chr15	16129786	16132477	ESCTE4720_REDE	0	+	16130786	16131477	ESC_REDE
chr15	16628672	16631322	ESCTE4724_REDE	0	-	16629672	16630322	ESC_REDE
chr15	17048330	17050645	ESCTE4727_REDE	0	+	17049330	17049645	ESC_REDE
chr15	19983870	19986617	ESCTE4747_REDE	0	-	19984870	19985617	ESC_REDE
chr15	21365199	21368012	ESCTE4749_REDE	0	+	21366199	21367012	ESC_REDE
chr15	22085947	22088343	ESCTE4753_REDE	0	+	22086947	22087343	ESC_REDE
chr15	30071381	30073741	ESCTE4764_REDE	0	+	30072381	30072741	ESC_REDE
chr15	34566274	34568576	ESCTE4777_REDE	0	-	34567274	34567576	ESC_REDE
chr15	41351213	41353521	ESCTE4801_REDE	0	+	41352213	41352521	ESC_REDE
chr15	41408366	41410730	ESCTE4803_REDE	0	-	41409366	41409730	ESC_REDE
chr15	47195078	47197434	ESCTE4827_REDE	0	-	47196078	47196434	ESC_REDE
chr15	49191618	49194046	ESCTE4836_REDE	0	+	49192618	49193046	ESC_REDE
chr15	59293266	59296136	ESCTE4864_REDE	0	-	59294266	59295136	ESC_REDE
chr15	65925075	65927946	ESCTE4875_REDE	0	+	65926075	65926946	ESC_REDE
chr15	90182117	90184509	ESCTE4909_REDE	0	+	90183117	90183509	ESC_REDE
chr15	91862923	91865803	ESCTE4911_REDE	0	-	91863923	91864803	ESC_REDE
chr15	96243786	96246139	ESCTE4919_REDE	0	+	96244786	96245139	ESC_REDE
chr16	3531084	3533490	ESCTE4940_REDE	0	+	3532084	3532490	ESC_REDE
chr16	11294465	11296883	ESCTE4960_REDE	0	-	11295465	11295883	ESC_REDE
chr16	11359460	11361861	ESCTE4961_REDE	0	-	11360460	11360861	ESC_REDE
chr16	13748984	13751345	ESCTE4976_REDE	0	+	13749984	13750345	ESC_REDE
chr16	13975328	13977730	ESCTE4977_REDE	0	-	13976328	13976730	ESC_REDE
chr16	14556124	14558526	ESCTE4980_REDE	0	-	14557124	14557526	ESC_REDE
chr16	16102265	16104615	ESCTE4994_REDE	0	+	16103265	16103615	ESC_REDE
chr16	16682929	16685288	ESCTE4998_REDE	0	-	16683929	16684288	ESC_REDE
chr16	16683835	16686273	ESCTE4999_REDE	0	-	16684835	16685273	ESC_REDE
chr16	19864997	19867341	ESCTE5015_REDE	0	+	19865997	19866341	ESC_REDE
chr16	20859509	20862394	ESCTE5020_REDE	0	-	20860509	20861394	ESC_REDE
chr16	27905089	27907432	ESCTE5045_REDE	0	-	27906089	27906432	ESC_REDE
chr16	31341933	31344264	ESCTE5051_REDE	0	-	31342933	31343264	ESC_REDE
chr16	40615774	40618154	ESCTE5068_REDE	0	+	40616774	40617154	ESC_REDE
chr16	53658483	53660867	ESCTE5082_REDE	0	+	53659483	53659867	ESC_REDE
chr16	74886835	74889248	ESCTE5116_REDE	0	+	74887835	74888248	ESC_REDE
chr16	82595505	82597895	ESCTE5125_REDE	0	+	82596505	82596895	ESC_REDE
chr16	83578119	83580528	ESCTE5127_REDE	0	+	83579119	83579528	ESC_REDE
chr17	3615365	3617745	ESCTE5146_REDE	0	+	3616365	3616745	ESC_REDE
chr17	7562045	7564424	ESCTE5148_REDE	0	+	7563045	7563424	ESC_REDE
chr17	11532804	11535117	ESCTE5155_REDE	0	-	11533804	11534117	ESC_REDE
chr17	14817079	14819439	ESCTE5159_REDE	0	+	14818079	14818439	ESC_REDE
chr17	17738245	17740650	ESCTE5164_REDE	0	-	17739245	17739650	ESC_REDE
chr17	21065828	21068406	ESCTE5188_REDE	0	+	21066828	21067406	ESC_REDE
chr17	22518820	22521666	ESCTE5195_REDE	0	-	22519820	22520666	ESC_REDE
chr17	37534244	37536445	ESCTE5243_REDE	0	-	37535244	37535445	ESC_REDE
chr17	40454828	40457231	ESCTE5260_REDE	0	-	40455828	40456231	ESC_REDE
chr17	41069817	41072101	ESCTE5264_REDE	0	-	41070817	41071101	ESC_REDE
chr17	41198297	41200692	ESCTE5266_REDE	0	-	41199297	41199692	ESC_REDE
chr17	62110766	62113178	ESCTE5308_REDE	0	+	62111766	62112178	ESC_REDE
chr17	63525387	63527659	ESCTE5309_REDE	0	-	63526387	63526659	ESC_REDE
chr17	66456176	66458551	ESCTE5315_REDE	0	-	66457176	66457551	ESC_REDE
chr17	70899808	70901977	ESCTE5327_REDE	0	-	70900808	70900977	ESC_REDE
chr17	74137089	74140029	ESCTE5333_REDE	0	+	74138089	74139029	ESC_REDE
chr17	76499002	76501355	ESCTE5335_REDE	0	-	76500002	76500355	ESC_REDE
chr17	76499346	76501730	ESCTE5336_REDE	0	-	76500346	76500730	ESC_REDE
chr17	78634590	78636900	ESCTE5339_REDE	0	-	78635590	78635900	ESC_REDE
chr17	82310815	82313696	ESCTE5348_REDE	0	+	82311815	82312696	ESC_REDE
chr17	87582714	87584820	ESCTE5357_REDE	0	-	87583714	87583820	ESC_REDE
chr17	87962297	87964418	ESCTE5363_REDE	0	+	87963297	87963418	ESC_REDE
chr17	91273239	91275670	ESCTE5375_REDE	0	-	91274239	91274670	ESC_REDE
chr17	93323316	93325597	ESCTE5379_REDE	0	+	93324316	93324597	ESC_REDE
chr17	93904443	93907038	ESCTE5384_REDE	0	-	93905443	93906038	ESC_REDE
chr17	94650255	94653134	ESCTE5387_REDE	0	-	94651255	94652134	ESC_REDE
chr18	3846617	3849019	ESCTE5402_REDE	0	+	3847617	3848019	ESC_REDE
chr18	6268679	6271551	ESCTE5409_REDE	0	+	6269679	6270551	ESC_REDE
chr18	8135605	8138327	ESCTE5425_REDE	0	+	8136605	8137327	ESC_REDE
chr18	8192852	8195727	ESCTE5427_REDE	0	+	8193852	8194727	ESC_REDE
chr18	9155894	9158230	ESCTE5437_REDE	0	+	9156894	9157230	ESC_REDE
chr18	11960755	11963095	ESCTE5450_REDE	0	+	11961755	11962095	ESC_REDE
chr18	14591449	14593859	ESCTE5459_REDE	0	+	14592449	14592859	ESC_REDE
chr18	17564364	17566703	ESCTE5470_REDE	0	+	17565364	17565703	ESC_REDE
chr18	17873499	17875868	ESCTE5472_REDE	0	-	17874499	17874868	ESC_REDE
chr18	19062136	19065084	ESCTE5486_REDE	0	+	19063136	19064084	ESC_REDE
chr18	21027481	21029637	ESCTE5505_REDE	0	-	21028481	21028637	ESC_REDE
chr18	21027665	21029873	ESCTE5506_REDE	0	-	21028665	21028873	ESC_REDE
chr18	21043692	21046030	ESCTE5507_REDE	0	+	21044692	21045030	ESC_REDE
chr18	21433897	21436236	ESCTE5513_REDE	0	+	21434897	21435236	ESC_REDE
chr18	25401329	25404273	ESCTE5528_REDE	0	-	25402329	25403273	ESC_REDE
chr18	26545331	26547720	ESCTE5531_REDE	0	-	26546331	26546720	ESC_REDE
chr18	27725371	27727740	ESCTE5534_REDE	0	-	27726371	27726740	ESC_REDE
chr18	30373834	30376249	ESCTE5541_REDE	0	-	30374834	30375249	ESC_REDE
chr18	30696703	30699566	ESCTE5542_REDE	0	+	30697703	30698566	ESC_REDE
chr18	31187949	31190346	ESCTE5544_REDE	0	+	31188949	31189346	ESC_REDE
chr18	44897091	44899980	ESCTE5561_REDE	0	-	44898091	44898980	ESC_REDE
chr18	50810908	50813293	ESCTE5569_REDE	0	+	50811908	50812293	ESC_REDE
chr18	51931405	51934234	ESCTE5571_REDE	0	+	51932405	51933234	ESC_REDE
chr18	51987343	51989712	ESCTE5572_REDE	0	+	51988343	51988712	ESC_REDE
chr18	56510289	56512609	ESCTE5577_REDE	0	+	56511289	56511609	ESC_REDE
chr18	70379587	70382447	ESCTE5594_REDE	0	-	70380587	70381447	ESC_REDE
chr18	82617313	82619691	ESCTE5612_REDE	0	+	82618313	82618691	ESC_REDE
chr18	82775747	82778167	ESCTE5613_REDE	0	-	82776747	82777167	ESC_REDE
chr18	82776749	82778787	ESCTE5614_REDE	0	-	82777749	82777787	ESC_REDE
chr18	82776828	82778981	ESCTE5615_REDE	0	-	82777828	82777981	ESC_REDE
chr18	85502318	85505176	ESCTE5616_REDE	0	+	85503318	85504176	ESC_REDE
chr18	89070175	89073098	ESCTE5619_REDE	0	-	89071175	89072098	ESC_REDE
chr19	7368500	7370877	ESCTE5629_REDE	0	+	7369500	7369877	ESC_REDE
chr19	10128502	10130918	ESCTE5652_REDE	0	-	10129502	10129918	ESC_REDE
chr19	10168621	10171038	ESCTE5653_REDE	0	-	10169621	10170038	ESC_REDE
chr19	11298623	11301004	ESCTE5655_REDE	0	+	11299623	11300004	ESC_REDE
chr19	12068408	12071276	ESCTE5657_REDE	0	-	12069408	12070276	ESC_REDE
chr19	12197940	12200752	ESCTE5658_REDE	0	-	12198940	12199752	ESC_REDE
chr19	13804292	13807152	ESCTE5666_REDE	0	-	13805292	13806152	ESC_REDE
chr19	14834685	14837110	ESCTE5668_REDE	0	+	14835685	14836110	ESC_REDE
chr19	32963097	32965423	ESCTE5688_REDE	0	+	32964097	32964423	ESC_REDE
chr19	39651139	39654075	ESCTE5704_REDE	0	+	39652139	39653075	ESC_REDE
chr19	39814844	39817784	ESCTE5710_REDE	0	+	39815844	39816784	ESC_REDE
chr19	39888781	39891717	ESCTE5713_REDE	0	+	39889781	39890717	ESC_REDE
chr19	61283601	61286006	ESCTE5746_REDE	0	-	61284601	61285006	ESC_REDE
chrX	9093882	9096759	ESCTE5787_REDE	0	-	9094882	9095759	ESC_REDE
chrX	17750331	17753173	ESCTE5806_REDE	0	-	17751331	17752173	ESC_REDE
chrX	23952951	23955820	ESCTE5846_REDE	0	-	23953951	23954820	ESC_REDE
chrX	61726419	61728749	ESCTE5983_REDE	0	-	61727419	61727749	ESC_REDE
chrX	68491079	68493336	ESCTE6021_REDE	0	+	68492079	68492336	ESC_REDE
chrX	70326596	70328958	ESCTE6024_REDE	0	-	70327596	70327958	ESC_REDE
chrX	76173590	76176464	ESCTE6030_REDE	0	-	76174590	76175464	ESC_REDE
chrX	80638271	80641139	ESCTE6063_REDE	0	+	80639271	80640139	ESC_REDE
chrX	80875028	80878010	ESCTE6065_REDE	0	-	80876028	80877010	ESC_REDE
chrX	88582321	88584704	ESCTE6103_REDE	0	+	88583321	88583704	ESC_REDE
chrX	88872085	88874953	ESCTE6105_REDE	0	-	88873085	88873953	ESC_REDE
chrX	90425269	90427678	ESCTE6122_REDE	0	+	90426269	90426678	ESC_REDE
chrX	117298865	117301177	ESCTE6196_REDE	0	-	117299865	117300177	ESC_REDE
chrX	118067400	118069807	ESCTE6199_REDE	0	-	118068400	118068807	ESC_REDE
chrX	119620699	119623274	ESCTE6212_REDE	0	-	119621699	119622274	ESC_REDE
chrX	120943473	120946191	ESCTE6221_REDE	0	+	120944473	120945191	ESC_REDE
chrX	151040144	151042528	ESCTE6296_REDE	0	-	151041144	151041528	ESC_REDE
chrX	153666990	153669892	ESCTE6300_REDE	0	+	153667990	153668892	ESC_REDE
chr1	3061676	3064061	ESCTE1_noclass	0	-	3062676	3063061	ESC_noclass
chr1	3227621	3229948	ESCTE2_noclass	0	+	3228621	3228948	ESC_noclass
