Refseq_ID	ENSMBL_ID	Gene_Name
NM_001011877	ENSMUSG00000059648	Rnase11
NM_001012236	ENSMUSG00000049734	Trex1
NM_001012265	ENSMUSG00000094678	Olfr857
NM_001012266	ENSMUSG00000045204	Olfr835
NM_001012269	ENSMUSG00000095030	Olfr1513
NM_001012273	ENSMUSG00000017716	Birc5
NM_001012305	ENSMUSG00000036949	Slc39a12
NM_001012306	ENSMUSG00000062410	Hsd3b3
NM_001012307	ENSMUSG00000074446	Defa23
NM_001012309	ENSMUSG00000037958	Nsrp1
NM_001012310	ENSMUSG00000048856	Slc25a47
NM_001012311	ENSMUSG00000055313	Pgbd1
NM_001012322	ENSMUSG00000026387	Sctr
NM_001012323	ENSMUSG00000078672	Mup20
NM_001012324	ENSMUSG00000043631	Ecm2
NM_001012325	ENSMUSG00000058883	Zfp708
NM_001012330	ENSMUSG00000063659	Zbtb18
NM_001012335	ENSMUSG00000027239	Mdk
NM_001012336	ENSMUSG00000027239	Mdk
NM_001012363	ENSMUSG00000005107	Slc2a9
NM_001012392	ENSMUSG00000027485	Bpifb1
NM_001012396	ENSMUSG00000063275	Hacd1
NM_001012400	ENSMUSG00000078584	AU022252
NM_001012401	ENSMUSG00000036854	Hspb6
NM_001012402	ENSMUSG00000039628	Hs3st6
NM_001012434	ENSMUSG00000051727	Kctd14
NM_001012448	ENSMUSG00000058883	Zfp708
NM_001012449	ENSMUSG00000058883	Zfp708
NM_001012450	ENSMUSG00000040183	Ankrd6
NM_001012451	ENSMUSG00000040183	Ankrd6
NM_001012477	ENSMUSG00000061353	Cxcl12
NM_001012517	ENSMUSG00000046152	Fut10
NM_001012518	ENSMUSG00000036893	Ehmt1
NM_001012520	ENSMUSG00000067610	Klri1
NM_001012623	ENSMUSG00000111628	Rims1
NM_001012623	ENSMUSG00000041670	Rims1
NM_001012624	ENSMUSG00000041670	Rims1
NM_001012624	ENSMUSG00000111628	Rims1
NM_001012625	ENSMUSG00000041670	Rims1
NM_001012625	ENSMUSG00000111628	Rims1
NM_001012638	ENSMUSG00000038000	Acd
NM_001012640	ENSMUSG00000079120	AY761185
NM_001012667	ENSMUSG00000031534	Smim19
NM_001012704	ENSMUSG00000067704	Wfdc13
NM_001012723	ENSMUSG00000070530	Wfdc16
NM_001012725	ENSMUSG00000070531	Wfdc6b
NM_001012726	ENSMUSG00000053873	Aym1
NM_001012765	ENSMUSG00000022840	Adcy5
NM_001013012	ENSMUSG00000046792	Zfp787
NM_001013013	ENSMUSG00000033044	Dhrs7c
NM_001013019	ENSMUSG00000071656	Lrrn4cl
NM_001013022	ENSMUSG00000047394	Odf3b
NM_001013023	ENSMUSG00000040429	Mterf1a
NM_001013024	ENSMUSG00000056900	Usp13
NM_001013025	ENSMUSG00000070939	Tgfbrap1
NM_001013026	ENSMUSG00000033222	Ttf2
NM_001013028	ENSMUSG00000060935	Tmem263
NM_001013256	ENSMUSG00000020898	Ctc1
NM_001013360	ENSMUSG00000089837	Npcd
NM_001013362	ENSMUSG00000089837	Npcd
NM_001013365	ENSMUSG00000058755	Osm
NM_001013366	ENSMUSG00000058486	Wdr91
NM_001013367	ENSMUSG00000050697	Prkaa1
NM_001013368	ENSMUSG00000046179	E2f8
NM_001013369	ENSMUSG00000052033	Pfdn4
NM_001013370	ENSMUSG00000038332	Sesn1
NM_001013371	ENSMUSG00000049502	Dtx3l
NM_001013372	ENSMUSG00000079036	Nrp
NM_001013373	ENSMUSG00000037129	Tmprss13
NM_001013374	ENSMUSG00000001143	Lman2l
NM_001013375	ENSMUSG00000054079	Utp18
NM_001013376	ENSMUSG00000049950	Rpp38
NM_001013377	ENSMUSG00000051517	Arhgef39
NM_001013378	ENSMUSG00000041264	Uspl1
NM_001013379	ENSMUSG00000059897	Zfp930
NM_001013380	ENSMUSG00000035770	Dync1li2
NM_001013381	ENSMUSG00000039096	Rsad1
NM_001013382	ENSMUSG00000040485	Lrrc52
NM_001013384	ENSMUSG00000012889	Podnl1
NM_001013385	ENSMUSG00000063239	Grm4
NM_001013386	ENSMUSG00000020684	Rasl10b
NM_001013387	ENSMUSG00000054737	Zfp182
NM_001013389	ENSMUSG00000021339	Mrs2
NM_001013390	ENSMUSG00000046480	Scn4b
NM_001013391	ENSMUSG00000055531	Cpsf6
NM_001013393	ENSMUSG00000066137	Gm11487
NM_001013405	ENSMUSG00000046603	Tcaim
NM_001013411	ENSMUSG00000069670	Nkain2
NM_001013412	ENSMUSG00000070464	Ccl26
NM_001013414	ENSMUSG00000047284	Neurl4
NM_001013441	ENSMUSG00000035620	Ric8b
NM_001013575	ENSMUSG00000051611	Olfr112
NM_001013577	ENSMUSG00000038544	Inip
NM_001013580	ENSMUSG00000025812	Pard3
NM_001013581	ENSMUSG00000025812	Pard3
NM_001013607	ENSMUSG00000020830	Vmo1
NM_001013608	ENSMUSG00000021470	Ercc6l2
NM_001013609	ENSMUSG00000071138	Tex24
NM_001013616	ENSMUSG00000072244	Trim6
NM_001013741	ENSMUSG00000059213	Ddn
NM_001013745	ENSMUSG00000036036	Zfp57
NM_001013749	ENSMUSG00000096847	Tmem151b
NM_001013750	ENSMUSG00000048411	Gm597
NM_001013751	ENSMUSG00000085957	Syna
NM_001013753	ENSMUSG00000035566	Pcdh17
NM_001013754	ENSMUSG00000054589	Gm9949
NM_001013755	ENSMUSG00000073755	5730409E04Rik
NM_001013756	ENSMUSG00000037188	Grhl3
NM_001013757	ENSMUSG00000079679	Vwde
NM_001013758	ENSMUSG00000051067	Lingo3
NM_001013759	ENSMUSG00000020686	Gas2l2
NM_001013760	ENSMUSG00000071738	Cldn34b3
NM_001013761	ENSMUSG00000068428	Gmnc
NM_001013762	ENSMUSG00000071633	Gm4952
NM_001013764	ENSMUSG00000071047	Ces1a
NM_001013765	ENSMUSG00000054272	Zscan4c
NM_001013766	ENSMUSG00000051354	Samd3
NM_001013767	ENSMUSG00000058626	Capn11
NM_001013769	ENSMUSG00000058900	Rsl1
NM_001013770	ENSMUSG00000024766	Lipo3
NM_001013771	ENSMUSG00000047361	Gm973
NM_001013773	ENSMUSG00000047592	Nxpe5
NM_001013774	ENSMUSG00000038770	Kpna7
NM_001013776	ENSMUSG00000062275	Fbxw24
NM_001013777	ENSMUSG00000044519	Zfp488
NM_001013778	ENSMUSG00000050908	Tvp23a
NM_001013779	ENSMUSG00000037860	Aim2
NM_001013780	ENSMUSG00000040740	Slc25a34
NM_001013783	ENSMUSG00000020401	Fam71b
NM_001013784	ENSMUSG00000069814	Ccdc92b
NM_001013785	ENSMUSG00000071551	Akr1c19
NM_001013786	ENSMUSG00000022228	Zscan26
NM_001013787	ENSMUSG00000071491	Vmn1r209
NM_001013792	ENSMUSG00000046034	Otulin
NM_001013797	ENSMUSG00000055095	Spink6
NM_001013799	ENSMUSG00000047343	Mettl21c
NM_001013802	ENSMUSG00000068205	Macrod2
NM_001013804	ENSMUSG00000049133	Flg2
NM_001013806	ENSMUSG00000039988	Ankrd13c
NM_001013810	ENSMUSG00000060565	Gm5591
NM_001013811	ENSMUSG00000074071	Fam169b
NM_001013813	ENSMUSG00000031925	Maml2
NM_001013814	ENSMUSG00000032607	Amt
NM_001013816	ENSMUSG00000079244	Gm5622
NM_001013817	ENSMUSG00000070031	Sp140
NM_001013820	ENSMUSG00000063590	Slc22a28
NM_001013823	ENSMUSG00000046474	Krtap4-16
NM_001013824	ENSMUSG00000079029	Gm5662
NM_001013826	ENSMUSG00000063821	Dupd1
NM_001013829	ENSMUSG00000033256	Shf
NM_001013832	ENSMUSG00000071311	Gpr31b
NM_001013833	ENSMUSG00000052920	Prkg1
NM_001014390	ENSMUSG00000028630	Dyrk2
NM_001014394	ENSMUSG00000067642	Adgrf3
NM_001014395	ENSMUSG00000070324	Fbxw22
NM_001014397	ENSMUSG00000065999	Zfp985
NM_001014398	ENSMUSG00000070298	Trcg1
NM_001014399	ENSMUSG00000035258	Abi3bp
NM_001014422	ENSMUSG00000035258	Abi3bp
NM_001014423	ENSMUSG00000035258	Abi3bp
NM_001014424	ENSMUSG00000035258	Abi3bp
NM_001014761	ENSMUSG00000070304	Scn2b
NM_001014836	ENSMUSG00000020234	4930404N11Rik
NM_001014900	ENSMUSG00000070806	Zmynd12
NM_001014973	ENSMUSG00000020590	Snx13
NM_001014974	ENSMUSG00000033257	Ttll4
NM_001014976	ENSMUSG00000058290	Espl1
NM_001014981	ENSMUSG00000040560	Wdr7
NM_001014995	ENSMUSG00000032657	Fam189b
NM_001014996	ENSMUSG00000064128	Cenpj
NM_001014997	ENSMUSG00000071158	Gm156
NM_001015039	ENSMUSG00000037224	Zfyve28
NM_001015046	ENSMUSG00000038807	Rap1gap2
NM_001015099	ENSMUSG00000035293	G2e3
NM_001015507	ENSMUSG00000040325	Dcaf1
NM_001015681	ENSMUSG00000045071	E130308A19Rik
NM_001015876	ENSMUSG00000056310	Tyw1
NM_001015889	ENSMUSG00000052293	Taf9
NM_001017362	ENSMUSG00000066224	Arid3c
NM_001017393	ENSMUSG00000096122	Gm21943
NM_001017394	ENSMUSG00000101053	Gm20815
NM_001017407	ENSMUSG00000020096	Tbata
NM_001017409	ENSMUSG00000020096	Tbata
NM_001017419	ENSMUSG00000020096	Tbata
NM_001017422	ENSMUSG00000050766	Ear4
NM_001017426	ENSMUSG00000018476	Kdm6b
NM_001017427	ENSMUSG00000043003	Rasef
NM_001017429	ENSMUSG00000046516	Cox17
NM_001017433	ENSMUSG00000020096	Tbata
NM_001017441	ENSMUSG00000020096	Tbata
NM_001017525	ENSMUSG00000020042	Btbd11
NM_001017955	ENSMUSG00000070822	Zscan18
NM_001017959	ENSMUSG00000016534	Lamp2
NM_001017966	ENSMUSG00000078515	Ddi2
NM_001017968	ENSMUSG00000037553	Zdhhc18
NM_001017983	ENSMUSG00000016552	Foxred2
NM_001017985	ENSMUSG00000047248	C2cd3
NM_001018002	ENSMUSG00000058550	Dppa4
NM_001018013	ENSMUSG00000064158	Izumo1
NM_001018019	ENSMUSG00000068082	Grxcr1
NM_001018031	ENSMUSG00000027788	Otol1
NM_001018042	ENSMUSG00000027109	Sp3
NM_001018063	ENSMUSG00000067924	Rtl8b
NM_001018063	ENSMUSG00000116363	Rtl8b
NM_001018079	ENSMUSG00000068885	Lce3f
NM_001018087	ENSMUSG00000057615	Ldoc1
NM_001024134	ENSMUSG00000050747	Trim15
NM_001024135	ENSMUSG00000043881	Kbtbd7
NM_001024136	ENSMUSG00000066191	Anks6
NM_001024137	ENSMUSG00000070719	Pla2g4d
NM_001024138	ENSMUSG00000066197	Gpr139
NM_001024139	ENSMUSG00000033453	Adamts15
NM_001024141	ENSMUSG00000057000	Nxf3
NM_001024142	ENSMUSG00000048232	Fbxo10
NM_001024145	ENSMUSG00000046971	Pla2g4f
NM_001024147	ENSMUSG00000060204	Gm5868
NM_001024148	ENSMUSG00000029268	Ugt2a2
NM_001024205	ENSMUSG00000037857	Nufip2
NM_001024206	ENSMUSG00000049299	Trappc1
NM_001024225	ENSMUSG00000064213	Defa24
NM_001024230	ENSMUSG00000116047	Gm5431
NM_001024230	ENSMUSG00000116032	Gm5431
NM_001024230	ENSMUSG00000058163	Gm5431
NM_001024385	ENSMUSG00000027357	Crls1
NM_001024458	ENSMUSG00000029106	Add1
NM_001024468	ENSMUSG00000030268	Bcat1
NM_001024474	ENSMUSG00000047842	Diras2
NM_001024478	ENSMUSG00000035860	Cdhr3
NM_001024504	ENSMUSG00000038506	Dcun1d2
NM_001024508	ENSMUSG00000057649	Brd9
NM_001024512	ENSMUSG00000039599	Fam149b
NM_001024526	ENSMUSG00000023025	Larp4
NM_001024539	ENSMUSG00000020312	Shc2
NM_001024560	ENSMUSG00000056185	Snx32
NM_001024602	ENSMUSG00000072825	Cep170b
NM_001024602	ENSMUSG00000115972	Cep170b
NM_001024604	ENSMUSG00000014496	Ankrd28
NM_001024606	ENSMUSG00000048371	Pdp2
NM_001024614	ENSMUSG00000057816	1700007G11Rik
NM_001024616	ENSMUSG00000015087	Rabl6
NM_001024617	ENSMUSG00000037940	Inpp4b
NM_001024618	ENSMUSG00000027022	Xirp2
NM_001024619	ENSMUSG00000049580	Tsku
NM_001024622	ENSMUSG00000071533	Pcnp
NM_001024624	ENSMUSG00000031292	Cdkl5
NM_001024626	ENSMUSG00000061371	Zfp873
NM_001024645	ENSMUSG00000022211	Carmil3
NM_001024672	ENSMUSG00000093789	Methig1
NM_001024673	ENSMUSG00000059128	Ifnl2
NM_001024698	ENSMUSG00000071553	Cpa2
NM_001024699	ENSMUSG00000049600	Zbtb45
NM_001024702	ENSMUSG00000001076	C1ql4
NM_001024703	ENSMUSG00000032776	Mctp2
NM_001024705	ENSMUSG00000107874	Prpmp5
NM_001024706	ENSMUSG00000095024	Gm5458
NM_001024707	ENSMUSG00000001802	Lrp3
NM_001024709	ENSMUSG00000112223	Krtap10-10
NM_001024712	ENSMUSG00000092167	Gm3696
NM_001024714	ENSMUSG00000068289	Cma2
NM_001024716	ENSMUSG00000033088	Triobp
NM_001024717	ENSMUSG00000047658	Gal3st3
NM_001024719	ENSMUSG00000062624	Cyp2c67
NM_001024720	ENSMUSG00000066842	Hmcn1
NM_001024721	ENSMUSG00000070501	Ifi214
NM_001024726	ENSMUSG00000020420	Zfp607a
NM_001024728	ENSMUSG00000065952	C330021F23Rik
NM_001024731	ENSMUSG00000095193	Gm20939
NM_001024806	ENSMUSG00000024081	Cebpz
NM_001024837	ENSMUSG00000020262	Adarb1
NM_001024838	ENSMUSG00000020262	Adarb1
NM_001024841	ENSMUSG00000068860	Gm128
NM_001024842	ENSMUSG00000001656	Hoxc11
NM_001024846	ENSMUSG00000046311	Zfp62
NM_001024848	ENSMUSG00000068252	Apol7b
NM_001024849	ENSMUSG00000095362	Gm14325
NM_001024850	ENSMUSG00000053909	Rhox10
NM_001024851	ENSMUSG00000049097	Ankrd34a
NM_001024853	ENSMUSG00000021079	Timm9
NM_001024854	ENSMUSG00000021079	Timm9
NM_001024856	ENSMUSG00000090100	Ttbk2
NM_001024857	ENSMUSG00000090100	Ttbk2
NM_001024910	ENSMUSG00000019917	Sept10
NM_001024911	ENSMUSG00000019917	Sept10
NM_001024917	ENSMUSG00000037795	N4bp2
NM_001024918	ENSMUSG00000020037	Rfx4
NM_001024919	ENSMUSG00000044502	Bod1
NM_001024920	ENSMUSG00000044328	Trp53i13
NM_001024922	ENSMUSG00000057788	Ddx49
NM_001024926	ENSMUSG00000057778	Cyb5d2
NM_001024927	ENSMUSG00000040543	Pitpnm3
NM_001024928	ENSMUSG00000054893	Zfp667
NM_001024931	ENSMUSG00000025576	Rbfox3
NM_001024932	ENSMUSG00000066682	Pilrb2
NM_001024945	ENSMUSG00000033684	Qsox1
NM_001024950	ENSMUSG00000067424	Zfp563
NM_001024952	ENSMUSG00000040423	Rc3h1
NM_001024954	ENSMUSG00000031860	Pbx4
NM_001024955	ENSMUSG00000041417	Pik3r1
NM_001025067	ENSMUSG00000032913	Lrig2
NM_001025074	ENSMUSG00000055254	Ntrk2
NM_001025083	ENSMUSG00000071766	Rhox12
NM_001025084	ENSMUSG00000071773	Rhox1
NM_001025085	ENSMUSG00000072726	Gm5797
NM_001025086	ENSMUSG00000097600	Rhox7a
NM_001025086	ENSMUSG00000071767	Rhox7a
NM_001025093	ENSMUSG00000027104	Atf2
NM_001025102	ENSMUSG00000027122	Arl14ep
NM_001025103	ENSMUSG00000048200	Cracr2b
NM_001025156	ENSMUSG00000026339	Ccdc93
NM_001025163	ENSMUSG00000055150	Zfp78
NM_001025192	ENSMUSG00000022865	Cxadr
NM_001025240	ENSMUSG00000050190	Gm5346
NM_001025241	ENSMUSG00000094729	Gm20747
NM_001025244	ENSMUSG00000051481	Krtap31-2
NM_001025245	ENSMUSG00000041607	Mbp
NM_001025246	ENSMUSG00000068735	Trp53i11
NM_001025250	ENSMUSG00000023951	Vegfa
NM_001025251	ENSMUSG00000041607	Mbp
NM_001025254	ENSMUSG00000041607	Mbp
NM_001025255	ENSMUSG00000041607	Mbp
NM_001025256	ENSMUSG00000041607	Mbp
NM_001025257	ENSMUSG00000023951	Vegfa
NM_001025258	ENSMUSG00000041607	Mbp
NM_001025259	ENSMUSG00000041607	Mbp
NM_001025260	ENSMUSG00000095413	H2al1e
NM_001025261	ENSMUSG00000027506	Tpd52
NM_001025262	ENSMUSG00000027506	Tpd52
NM_001025263	ENSMUSG00000027506	Tpd52
NM_001025264	ENSMUSG00000027506	Tpd52
NM_001025286	ENSMUSG00000069670	Nkain2
NM_001025296	ENSMUSG00000028974	Dffa
NM_001025305	ENSMUSG00000025927	Tfap2b
NM_001025307	ENSMUSG00000041488	Stx3
NM_001025309	ENSMUSG00000024083	Pja2
NM_001025310	ENSMUSG00000026811	St6galnac6
NM_001025311	ENSMUSG00000026811	St6galnac6
NM_001025312	ENSMUSG00000027845	Dclre1b
NM_001025313	ENSMUSG00000024308	Tapbp
NM_001025351	ENSMUSG00000071169	Defb46
NM_001025353	ENSMUSG00000071165	Gm6040
NM_001025358	ENSMUSG00000021288	Klc1
NM_001025359	ENSMUSG00000021288	Klc1
NM_001025360	ENSMUSG00000021288	Klc1
NM_001025361	ENSMUSG00000021288	Klc1
NM_001025362	ENSMUSG00000021288	Klc1
NM_001025363	ENSMUSG00000021288	Klc1
NM_001025364	ENSMUSG00000030401	Rtn2
NM_001025365	ENSMUSG00000029022	Miip
NM_001025371	ENSMUSG00000046110	Serinc4
NM_001025372	ENSMUSG00000029778	Adcyap1r1
NM_001025373	ENSMUSG00000053347	Zfp943
NM_001025375	ENSMUSG00000061559	Wdr61
NM_001025376	ENSMUSG00000061559	Wdr61
NM_001025378	ENSMUSG00000026037	Orc2
NM_001025379	ENSMUSG00000021904	Sema3g
NM_001025380	ENSMUSG00000054033	Adam39
NM_001025381	ENSMUSG00000052229	Gpr17
NM_001025382	ENSMUSG00000069911	Fam196b
NM_001025383	ENSMUSG00000067771	Gm14685
NM_001025384	ENSMUSG00000071745	DXBay18
NM_001025385	ENSMUSG00000052850	Tas2r137
NM_001025386	ENSMUSG00000094822	Olfr243
NM_001025388	ENSMUSG00000059040	Eno1b
NM_001025391	ENSMUSG00000025231	Sufu
NM_001025392	ENSMUSG00000037608	Bclaf1
NM_001025393	ENSMUSG00000037608	Bclaf1
NM_001025395	ENSMUSG00000027646	Src
NM_001025426	ENSMUSG00000037426	Depdc5
NM_001025427	ENSMUSG00000046711	Hmga1
NM_001025428	ENSMUSG00000020859	Spag9
NM_001025429	ENSMUSG00000020859	Spag9
NM_001025430	ENSMUSG00000020859	Spag9
NM_001025431	ENSMUSG00000062098	Btbd3
NM_001025432	ENSMUSG00000022521	Crebbp
NM_001025435	ENSMUSG00000046974	BC053393
NM_001025438	ENSMUSG00000053819	Camk2d
NM_001025439	ENSMUSG00000053819	Camk2d
NM_001025444	ENSMUSG00000028411	Aptx
NM_001025445	ENSMUSG00000028411	Aptx
NM_001025559	ENSMUSG00000051910	Sox6
NM_001025560	ENSMUSG00000051910	Sox6
NM_001025561	ENSMUSG00000029507	Pus1
NM_001025562	ENSMUSG00000029507	Pus1
NM_001025565	ENSMUSG00000019230	Lhx9
NM_001025567	ENSMUSG00000028707	Dmbx1
NM_001025568	ENSMUSG00000004347	Pde1c
NM_001025570	ENSMUSG00000026586	Prrx1
NM_001025571	ENSMUSG00000028071	Sh2d2a
NM_001025572	ENSMUSG00000034647	Ankrd12
NM_001025573	ENSMUSG00000029847	Slc23a4
NM_001025574	ENSMUSG00000067996	Bpifb9b
NM_001025575	ENSMUSG00000033898	Cfhr2
NM_001025576	ENSMUSG00000044033	Ccdc141
NM_001025577	ENSMUSG00000055435	Maf
NM_001025581	ENSMUSG00000035681	Kcnc2
NM_001025582	ENSMUSG00000027900	Dram2
NM_001025584	ENSMUSG00000043301	Kcnj6
NM_001025585	ENSMUSG00000043301	Kcnj6
NM_001025586	ENSMUSG00000071078	Nr2c2ap
NM_001025587	ENSMUSG00000071078	Nr2c2ap
NM_001025589	ENSMUSG00000036120	Rfxank
NM_001025590	ENSMUSG00000043301	Kcnj6
NM_001025594	ENSMUSG00000026788	Zbtb43
NM_001025597	ENSMUSG00000018654	Ikzf1
NM_001025599	ENSMUSG00000024457	Trim26
NM_001025600	ENSMUSG00000032076	Cadm1
NM_001025602	ENSMUSG00000026069	Il1rl1
NM_001025605	ENSMUSG00000047227	Gm527
NM_001025606	ENSMUSG00000052485	Tmem171
NM_001025607	ENSMUSG00000079655	Gm5168
NM_001025608	ENSMUSG00000040842	Szrd1
NM_001025610	ENSMUSG00000024672	Ms4a7
NM_001025612	ENSMUSG00000039452	Snx22
NM_001025613	ENSMUSG00000038495	Otud7b
NM_001025614	ENSMUSG00000038495	Otud7b
NM_001025615	ENSMUSG00000038127	Ccdc50
NM_001025617	ENSMUSG00000025575	Cant1
NM_001025618	ENSMUSG00000025575	Cant1
NM_001025779	ENSMUSG00000017499	Cdc6
NM_001025947	ENSMUSG00000022789	Dnm1l
NM_001026211	ENSMUSG00000027679	Dnajc19
NM_001026212	ENSMUSG00000038619	Ensa
NM_001026214	ENSMUSG00000021236	Entpd5
NM_001029836	ENSMUSG00000040998	Npnt
NM_001029837	ENSMUSG00000039936	Pik3cd
NM_001029838	ENSMUSG00000035934	Pknox2
NM_001029841	ENSMUSG00000022372	Sla
NM_001029842	ENSMUSG00000041920	Slc16a6
NM_001029843	ENSMUSG00000021115	Vrk1
NM_001029844	ENSMUSG00000021115	Vrk1
NM_001029850	ENSMUSG00000045095	Magi1
NM_001029855	ENSMUSG00000079197	Psme2
NM_001029856	ENSMUSG00000017550	Atad5
NM_001029867	ENSMUSG00000070704	Ugt2b36
NM_001029868	ENSMUSG00000002006	Pdzd4
NM_001029872	ENSMUSG00000070369	Itgad
NM_001029873	ENSMUSG00000034799	Unc13a
NM_001029876	ENSMUSG00000031976	Urb2
NM_001029877	ENSMUSG00000030411	Nova2
NM_001029878	ENSMUSG00000048814	Lonrf2
NM_001029889	ENSMUSG00000068284	Usf3
NM_001029890	ENSMUSG00000074480	Mex3a
NM_001029893	ENSMUSG00000070799	Psg26
NM_001029895	ENSMUSG00000030850	Ate1
NM_001029912	ENSMUSG00000033948	Zswim5
NM_001029929	ENSMUSG00000040829	Zmynd15
NM_001029930	ENSMUSG00000096775	Gm5796
NM_001029933	ENSMUSG00000068962	Zfp114
NM_001029934	ENSMUSG00000000804	Usp32
NM_001029935	ENSMUSG00000064140	Trim38
NM_001029936	ENSMUSG00000042331	Specc1
NM_001029937	ENSMUSG00000054986	Sec14l3
NM_001029938	ENSMUSG00000038195	Rilp
NM_001029977	ENSMUSG00000070594	Gm4788
NM_001029978	ENSMUSG00000044550	Tceal3
NM_001029979	ENSMUSG00000042625	Safb2
NM_001029982	ENSMUSG00000055319	Sec23ip
NM_001029983	ENSMUSG00000036646	Man1b1
NM_001029984	ENSMUSG00000070524	Fcrlb
NM_001029985	ENSMUSG00000059022	Kcp
NM_001029987	ENSMUSG00000068536	Doxl2
NM_001029988	ENSMUSG00000055333	Fat2
NM_001029990	ENSMUSG00000004561	Mettl17
NM_001029993	ENSMUSG00000017478	Zc3h18
NM_001029994	ENSMUSG00000017478	Zc3h18
NM_001030014	ENSMUSG00000048755	Mcat
NM_001030274	ENSMUSG00000028648	Ndufs5
NM_001030290	ENSMUSG00000053773	Rdh8
NM_001030292	ENSMUSG00000035238	Kcnk15
NM_001030293	ENSMUSG00000061654	Spry3
NM_001030296	ENSMUSG00000034686	Prr7
NM_001030297	ENSMUSG00000061184	Tmprss11c
NM_001030305	ENSMUSG00000052468	Pmp2
NM_001030307	ENSMUSG00000031403	Dkc1
NM_001031621	ENSMUSG00000035435	Abca17
NM_001031622	ENSMUSG00000096550	Gm16367
NM_001031664	ENSMUSG00000073293	Nudt10
NM_001031667	ENSMUSG00000057177	Gsk3a
NM_001031772	ENSMUSG00000063804	Lin28b
NM_001031808	ENSMUSG00000036850	Mrpl41
NM_001031811	ENSMUSG00000035580	Kcnh8
NM_001031814	ENSMUSG00000030655	Smg1
NM_001031851	ENSMUSG00000089678	Agxt2
NM_001032298	ENSMUSG00000074486	Bglap2
NM_001032378	ENSMUSG00000020717	Pecam1
NM_001032413	ENSMUSG00000028073	Pear1
NM_001032414	ENSMUSG00000028073	Pear1
NM_001032727	ENSMUSG00000022340	Sybu
NM_001033039	ENSMUSG00000045259	Klhdc9
NM_001033040	ENSMUSG00000057176	Ccdc189
NM_001033041	ENSMUSG00000026348	Acmsd
NM_001033042	ENSMUSG00000021579	Lrrc14b
NM_001033043	ENSMUSG00000000365	Rnf17
NM_001033122	ENSMUSG00000030156	Cd69
NM_001033123	ENSMUSG00000078889	Gm14288
NM_001033124	ENSMUSG00000028072	Ntrk1
NM_001033126	ENSMUSG00000030336	Cd27
NM_001033128	ENSMUSG00000006464	Bbs1
NM_001033131	ENSMUSG00000074199	Krtdap
NM_001033132	ENSMUSG00000075486	Commd6
NM_001033135	ENSMUSG00000048234	Rnf149
NM_001033136	ENSMUSG00000070730	Rmdn3
NM_001033139	ENSMUSG00000024970	Spindoc
NM_001033140	ENSMUSG00000074211	Sdhaf1
NM_001033141	ENSMUSG00000073599	Ecscr
NM_001033142	ENSMUSG00000014470	Rnf166
NM_001033145	ENSMUSG00000045414	1190002N15Rik
NM_001033148	ENSMUSG00000071103	1700029J07Rik
NM_001033149	ENSMUSG00000042734	Ttc9
NM_001033150	ENSMUSG00000028917	Plekhm2
NM_001033155	ENSMUSG00000074212	Dnajb14
NM_001033156	ENSMUSG00000035329	Fbxo33
NM_001033157	ENSMUSG00000073197	5730507C01Rik
NM_001033158	ENSMUSG00000041696	Rasl12
NM_001033159	ENSMUSG00000039789	Zfp597
NM_001033161	ENSMUSG00000031887	Tradd
NM_001033162	ENSMUSG00000042708	Shcbp1l
NM_001033163	ENSMUSG00000037577	Ephx3
NM_001033164	ENSMUSG00000071632	2510002D24Rik
NM_001033165	ENSMUSG00000070972	Dnajc25
NM_001033166	ENSMUSG00000076437	Selenoh
NM_001033167	ENSMUSG00000038267	Slc22a23
NM_001033168	ENSMUSG00000073598	1700066B19Rik
NM_001033170	ENSMUSG00000054161	Fam83e
NM_001033171	ENSMUSG00000071537	Klrg2
NM_001033172	ENSMUSG00000040022	Rab11fip2
NM_001033173	ENSMUSG00000063317	Usp31
NM_001033174	ENSMUSG00000024687	Osbp
NM_001033175	ENSMUSG00000032245	Cln6
NM_001033176	ENSMUSG00000070568	Slc6a21
NM_001033177	ENSMUSG00000075402	Krt76
NM_001033178	ENSMUSG00000038141	Tmem181a
NM_001033181	ENSMUSG00000079083	Jrkl
NM_001033184	ENSMUSG00000074139	1700057G04Rik
NM_001033185	ENSMUSG00000070532	Ccdc190
NM_001033186	ENSMUSG00000057058	Skap1
NM_001033189	ENSMUSG00000050390	C77080
NM_001033191	ENSMUSG00000046000	Naa11
NM_001033192	ENSMUSG00000069237	Fam8a1
NM_001033194	ENSMUSG00000041303	Gtf3c3
NM_001033196	ENSMUSG00000039501	Znfx1
NM_001033199	ENSMUSG00000074195	Clca4b
NM_001033201	ENSMUSG00000028330	Ncbp1
NM_001033202	ENSMUSG00000029592	Usp30
NM_001033204	ENSMUSG00000051169	Rpusd3
NM_001033205	ENSMUSG00000066721	Zfp575
NM_001033206	ENSMUSG00000060260	Pwwp2b
NM_001033206	ENSMUSG00000110798	Pwwp2b
NM_001033207	ENSMUSG00000074151	Nlrc5
NM_001033208	ENSMUSG00000041361	Myzap
NM_001033209	ENSMUSG00000035769	Xylb
NM_001033210	ENSMUSG00000049493	Pls1
NM_001033211	ENSMUSG00000073294	AU022751
NM_001033212	ENSMUSG00000046215	Rprml
NM_001033213	ENSMUSG00000033530	Ttc7b
NM_001033214	ENSMUSG00000038925	E330034G19Rik
