chr	start	end	id	strand
chr7	109076136	109076242	ENSMUSG00000094199.1	-
chr15	102456563	102456661	ENSMUSG00000089168.1	+
chr10	29349585	29349691	ENSMUSG00000096841.1	+
chr12	70673646	70673746	ENSMUSG00000088068.1	+
chr3	66088109	66088261	ENSMUSG00000064522.1	-
chr1	33293676	33293775	ENSMUSG00000065223.1	+
chr18	51607544	51607668	ENSMUSG00000077317.1	-
chr1	33981410	33981502	ENSMUSG00000084506.1	-
chr16	36162015	36162121	ENSMUSG00000096342.1	-
chr16	78624747	78624853	ENSMUSG00000093988.1	+
chrX	11850484	11850590	ENSMUSG00000065825.1	+
chr4	9210003	9210108	ENSMUSG00000075958.1	+
chr10	4484234	4484393	ENSMUSG00000065371.1	+
chr16	40306219	40306312	ENSMUSG00000077535.1	+
chr11	60735861	60735957	ENSMUSG00000089581.1	+
chr16	50920542	50920648	ENSMUSG00000094301.1	-
chr16	10994386	10994569	ENSMUSG00000088543.1	+
chr15	85351063	85351254	ENSMUSG00000064764.1	-
chr11	89087048	89087151	ENSMUSG00000088798.1	-
chr5	123628201	123628347	ENSMUSG00000084552.1	+
chr12	93746502	93746662	ENSMUSG00000065303.1	+
chr10	54311225	54311331	ENSMUSG00000094738.1	-
chr4	31998624	31998741	ENSMUSG00000084440.1	-
chr15	90054409	90054515	ENSMUSG00000095422.1	-
chr7	139199196	139199296	ENSMUSG00000098629.1	-
chr13	32758202	32758310	ENSMUSG00000098788.1	+
chr4	25940365	25940470	ENSMUSG00000088547.1	+
chr14	86311289	86311378	ENSMUSG00000064407.1	-
chr6	18727292	18727398	ENSMUSG00000095722.1	+
chr10	13888537	13888643	ENSMUSG00000096790.1	-
chrX	36363899	36364002	ENSMUSG00000084616.1	+
chr10	117662282	117662388	ENSMUSG00000096357.1	-
chr9	30291868	30291974	ENSMUSG00000096018.1	-
chr14	20701523	20701629	ENSMUSG00000095087.1	+
chr1	124490856	124490959	ENSMUSG00000065340.1	+
chr16	35387933	35388085	ENSMUSG00000064769.1	-
chr4	83285804	83285910	ENSMUSG00000096801.1	-
chr14	110732036	110732138	ENSMUSG00000084441.1	+
chr4	96916945	96917007	ENSMUSG00000088738.2	+
chr11	4324149	4324255	ENSMUSG00000065627.1	-
chr7	142424795	142424902	ENSMUSG00000077668.1	+
chr3	149340903	149341008	ENSMUSG00000089269.1	-
chr15	99368029	99368135	ENSMUSG00000095635.1	-
chr16	11167105	11167267	ENSMUSG00000064565.1	-
chrX	17325315	17325418	ENSMUSG00000065242.1	+
chrX	50405813	50405919	ENSMUSG00000094897.1	+
chr8	124357238	124357323	ENSMUSG00000064664.1	+
chr16	63747437	63747534	ENSMUSG00000088992.1	-
chr3	52722649	52722755	ENSMUSG00000065926.1	-
chr2	25339651	25339745	ENSMUSG00000088171.1	+
chr7	28123254	28123359	ENSMUSG00000064793.1	+
chr7	142078331	142078437	ENSMUSG00000077409.1	-
chr1	4529017	4529123	ENSMUSG00000096126.1	+
chr11	98473675	98473808	ENSMUSG00000084621.1	-
chr8	21548060	21548165	ENSMUSG00000075934.1	-
chr7	14912358	14912462	ENSMUSG00000095998.1	+
chr13	89927442	89927543	ENSMUSG00000089070.1	-
chr5	106669999	106670120	ENSMUSG00000088602.2	+
chr16	91921309	91921415	ENSMUSG00000096895.1	-
chr11	105081628	105081732	ENSMUSG00000089479.1	+
chr18	65907163	65907222	ENSMUSG00000087746.1	-
chr4	101186764	101186867	ENSMUSG00000077677.1	+
chrX	9532511	9532669	ENSMUSG00000077713.1	-
chr14	93138030	93138189	ENSMUSG00000065014.1	-
chr14	82384366	82384529	ENSMUSG00000089266.1	-
chr7	18745103	18745209	ENSMUSG00000096479.1	-
chr8	86292501	86292598	ENSMUSG00000065737.1	+
chr3	24562074	24562180	ENSMUSG00000070227.1	+
chr2	116968039	116968173	ENSMUSG00000065794.1	-
chr11	106260206	106260313	ENSMUSG00000065162.1	+
chr12	54734555	54734718	ENSMUSG00000095590.1	-
chr11	22868901	22869004	ENSMUSG00000065869.1	+
chr12	100769023	100769128	ENSMUSG00000064572.1	-
chr14	72131088	72131221	ENSMUSG00000064485.1	+
chr4	16861689	16861794	ENSMUSG00000064619.1	-
chr4	148539127	148539230	ENSMUSG00000089081.1	+
chr7	46450413	46450519	ENSMUSG00000094229.1	+
chr3	90560556	90560702	ENSMUSG00000065079.1	-
chr10	84614719	84614813	ENSMUSG00000089096.1	+
chr2	11087781	11087913	ENSMUSG00000084560.1	-
chr10	112931424	112931583	ENSMUSG00000064707.1	+
chr16	36217922	36218026	ENSMUSG00000093822.1	-
chr5	75561046	75561150	ENSMUSG00000089078.1	-
chr7	91242995	91243097	ENSMUSG00000089271.1	+
chr17	80033514	80033609	ENSMUSG00000088183.1	+
chr17	15837549	15837655	ENSMUSG00000096849.1	-
chr9	82439414	82439474	ENSMUSG00000089066.1	-
chr1	175800514	175800689	ENSMUSG00000077794.1	+
chr12	51740241	51740342	ENSMUSG00000089346.1	-
chr7	104340090	104340189	ENSMUSG00000098399.1	-
chr13	79454970	79455076	ENSMUSG00000096005.1	+
chr1	105945554	105945660	ENSMUSG00000089206.1	+
chr2	25208623	25208727	ENSMUSG00000064919.1	+
chr7	98506954	98507116	ENSMUSG00000065803.1	+
chr10	128299419	128299524	ENSMUSG00000064948.1	-
chr4	114844985	114845117	ENSMUSG00000087923.1	-
chr2	133584315	133584421	ENSMUSG00000064983.1	-
chr19	53159757	53159863	ENSMUSG00000088855.1	-
chr2	38480338	38480445	ENSMUSG00000064468.1	+
chr1	171733299	171733405	ENSMUSG00000095636.1	-
chr17	4678020	4678126	ENSMUSG00000096200.1	+
chr6	42775573	42775680	ENSMUSG00000065034.1	-
chr17	57747565	57747676	ENSMUSG00000084428.1	+
chr9	109295542	109295648	ENSMUSG00000094717.1	-
chr19	41975188	41975286	ENSMUSG00000089102.1	+
chr12	67612296	67612481	ENSMUSG00000084448.1	+
chr15	77840657	77840756	ENSMUSG00000084497.1	-
chr1	12374936	12375042	ENSMUSG00000093864.1	+
chrX	98814775	98814881	ENSMUSG00000088616.1	+
chr3	92962008	92962116	ENSMUSG00000065665.1	-
chr6	130113291	130113364	ENSMUSG00000094188.1	+
chr3	137715658	137715764	ENSMUSG00000064460.1	+
chr15	21114369	21114475	ENSMUSG00000095678.1	+
chr1	87251148	87251248	ENSMUSG00000088318.1	+
chr18	3770741	3770804	ENSMUSG00000088480.1	-
chr18	13209702	13209808	ENSMUSG00000096288.1	-
chr2	141640490	141640596	ENSMUSG00000065347.1	+
chr14	111965957	111966048	ENSMUSG00000088995.1	-
chr14	99773623	99773808	ENSMUSG00000065238.1	-
chr19	29986099	29986264	ENSMUSG00000087937.1	+
chr11	96083673	96083856	ENSMUSG00000064795.1	-
chr11	106186444	106186587	ENSMUSG00000088702.1	-
chr12	63609868	63609974	ENSMUSG00000064958.1	+
chr1	151260824	151260914	ENSMUSG00000088498.1	-
chr7	84323309	84323415	ENSMUSG00000065227.1	-
chrX	20614523	20614695	ENSMUSG00000064398.1	-
chr4	150964735	150964894	ENSMUSG00000064476.1	+
chr15	3603272	3603397	ENSMUSG00000080595.1	-
chr1	10555554	10555660	ENSMUSG00000094979.1	-
chr10	41387900	41388006	ENSMUSG00000094663.1	+
chr1	191772721	191772834	ENSMUSG00000064845.1	-
chr11	39830656	39830800	ENSMUSG00000088603.1	+
chr15	49538195	49538300	ENSMUSG00000065760.1	+
chr12	54239238	54239386	ENSMUSG00000064605.3	+
chrX	106587481	106587642	ENSMUSG00000064553.1	-
chr2	29931427	29931523	ENSMUSG00000088348.1	-
chr8	104507902	104508008	ENSMUSG00000077633.1	+
chr5	150551707	150551807	ENSMUSG00000088482.1	-
chr7	38928775	38928879	ENSMUSG00000095053.1	+
chr16	36359218	36359322	ENSMUSG00000095319.1	+
chr9	20209207	20209351	ENSMUSG00000089516.1	-
chr1	144609004	144609110	ENSMUSG00000088096.1	-
chr7	141105929	141106037	ENSMUSG00000088542.1	-
chr6	67027043	67027176	ENSMUSG00000064987.2	+
chr18	7835177	7835283	ENSMUSG00000064822.1	+
chr19	26260369	26260493	ENSMUSG00000084589.1	-
chr1	9458670	9458772	ENSMUSG00000065625.1	+
chr11	87444474	87444580	ENSMUSG00000088184.1	-
chr16	8336993	8337096	ENSMUSG00000089593.1	+
chr5	70550841	70550947	ENSMUSG00000094803.1	-
chr2	163514516	163514618	ENSMUSG00000088408.1	+
chr18	64786329	64786428	ENSMUSG00000088304.1	-
chr12	113214149	113214252	ENSMUSG00000087842.1	+
chr7	69498579	69498685	ENSMUSG00000065165.1	-
chr10	66170401	66170506	ENSMUSG00000065705.1	-
chr11	115601656	115601762	ENSMUSG00000089476.1	+
chr3	96488729	96488893	ENSMUSG00000094812.1	+
chr17	32800567	32800730	ENSMUSG00000077338.1	-
chr7	16624575	16624677	ENSMUSG00000064745.1	-
chr12	49009883	49009989	ENSMUSG00000064616.1	+
chrX	121914560	121914659	ENSMUSG00000088264.1	+
chr2	140440541	140440647	ENSMUSG00000065769.1	-
chr16	36257510	36257613	ENSMUSG00000096823.1	-
chr15	76214101	76214205	ENSMUSG00000088128.1	-
chr6	120524897	120524998	ENSMUSG00000088763.1	+
chrX	138303307	138303413	ENSMUSG00000065321.1	-
chr1	72226240	72226430	ENSMUSG00000094655.1	+
chr15	57239007	57239113	ENSMUSG00000094730.1	-
chr17	14791941	14792004	ENSMUSG00000089053.1	-
chr2	55003985	55004125	ENSMUSG00000089352.1	+
chr12	80911477	80911583	ENSMUSG00000065115.1	+
chr1	32213133	32213239	ENSMUSG00000064688.1	-
chr6	13549506	13549612	ENSMUSG00000095489.1	+
chr7	52075424	52075579	ENSMUSG00000088722.1	-
chr4	148443334	148443485	ENSMUSG00000064648.2	-
chr9	68461339	68461445	ENSMUSG00000096639.1	-
chr5	60500833	60500940	ENSMUSG00000088048.1	-
chr5	83690004	83690125	ENSMUSG00000084731.1	-
chr10	10100953	10101116	ENSMUSG00000065876.1	+
chrX	105020268	105020378	ENSMUSG00000088960.1	-
chr7	118279861	118279965	ENSMUSG00000087922.1	+
chr1	118459141	118459265	ENSMUSG00000080542.1	-
chr9	72121806	72121904	ENSMUSG00000084619.1	-
chrX	48299579	48299682	ENSMUSG00000089443.1	+
chr17	30311079	30311151	ENSMUSG00000089222.1	+
chr16	91349702	91349784	ENSMUSG00000065811.1	-
chr5	7177706	7177856	ENSMUSG00000064851.1	-
chr5	82803765	82803861	ENSMUSG00000089162.1	+
chr7	15695213	15695317	ENSMUSG00000095116.1	+
chr10	93807298	93807404	ENSMUSG00000096598.1	+
chr7	116952589	116952695	ENSMUSG00000064971.1	-
chr9	86699043	86699156	ENSMUSG00000093074.1	-
chr12	118504928	118505034	ENSMUSG00000065348.1	-
chr18	10150977	10151140	ENSMUSG00000095616.1	-
chr1	135353717	135353822	ENSMUSG00000087859.1	-
chr12	54696782	54696945	ENSMUSG00000096349.1	+
chr10	4104313	4104469	ENSMUSG00000065792.1	+
chr2	166768745	166768847	ENSMUSG00000088063.1	+
chrX	22434414	22434516	ENSMUSG00000064685.1	+
chr5	122506789	122506889	ENSMUSG00000088583.1	+
chr7	16953395	16953501	ENSMUSG00000064689.1	-
chr11	29334934	29335059	ENSMUSG00000080517.1	+
chr3	95796699	95796884	ENSMUSG00000089493.1	-
chr9	44476416	44476532	ENSMUSG00000088793.1	-
chr7	4101890	4102060	ENSMUSG00000075719.1	+
chr5	34530649	34530753	ENSMUSG00000088332.1	+
chr1	53886828	53886941	ENSMUSG00000087949.1	-
chr5	115490254	115490394	ENSMUSG00000094377.1	+
chr9	6706342	6706446	ENSMUSG00000065382.1	-
chr16	5060775	5060882	ENSMUSG00000077367.1	-
chr3	53843407	53843509	ENSMUSG00000088653.1	+
chr5	66164556	66164662	ENSMUSG00000093258.1	-
chr1	170832765	170832871	ENSMUSG00000096547.1	-
chr2	121135191	121135296	ENSMUSG00000089009.1	-
chr9	94644019	94644114	ENSMUSG00000089551.1	+
chr6	65864171	65864276	ENSMUSG00000088832.1	-
chr4	119528000	119528106	ENSMUSG00000094494.1	+
chr17	35049218	35049321	ENSMUSG00000096022.1	+
chr15	34531714	34531823	ENSMUSG00000084607.1	+
chr11	101641748	101641938	ENSMUSG00000064702.1	+
chr5	126389548	126389654	ENSMUSG00000094875.1	-
chr4	108466944	108467050	ENSMUSG00000095361.1	-
chr9	107905228	107905326	ENSMUSG00000089005.1	+
chr2	110218003	110218109	ENSMUSG00000064779.1	+
chr9	55555622	55555712	ENSMUSG00000064472.1	-
chrX	14315401	14315591	ENSMUSG00000064772.1	-
chr6	83721296	83721392	ENSMUSG00000087995.1	+
chr3	90198682	90198786	ENSMUSG00000084527.1	+
chr14	86408522	86408661	ENSMUSG00000087812.1	+
chr10	80476352	80476455	ENSMUSG00000089228.1	+
chrX	154979339	154979448	ENSMUSG00000094976.1	+
chr1	70596815	70596921	ENSMUSG00000075952.1	+
chr11	83521156	83521262	ENSMUSG00000065307.1	+
chr3	157365998	157366104	ENSMUSG00000064510.1	+
chr13	17206021	17206127	ENSMUSG00000094754.1	+
chr8	27421324	27421430	ENSMUSG00000065367.1	-
chr6	112592967	112593073	ENSMUSG00000094026.1	-
chr19	37463746	37463851	ENSMUSG00000089397.1	+
chr9	13275516	13275622	ENSMUSG00000095068.1	+
chr4	121083986	121084149	ENSMUSG00000088168.1	-
chrX	39305377	39305481	ENSMUSG00000064529.1	-
chr5	117976454	117976560	ENSMUSG00000088085.1	-
chr3	99707740	99707847	ENSMUSG00000064890.1	-
chr9	72633447	72633553	ENSMUSG00000064735.1	+
chr10	104865204	104865308	ENSMUSG00000089019.1	-
chr6	120143644	120143750	ENSMUSG00000095086.1	-
chr4	133883399	133883498	ENSMUSG00000089321.1	-
chr3	92949158	92949259	ENSMUSG00000087835.1	-
chr4	116922384	116922490	ENSMUSG00000095805.1	-
chr9	66360641	66360742	ENSMUSG00000084437.1	-
chr14	55683834	55683917	ENSMUSG00000088402.1	-
chr12	13490509	13490615	ENSMUSG00000096163.1	-
chr5	59214946	59215052	ENSMUSG00000096124.1	-
chr15	44940542	44940635	ENSMUSG00000089137.1	+
chr6	130011837	130011898	ENSMUSG00000088426.1	+
chr16	88614527	88614610	ENSMUSG00000088283.1	-
chr15	72255350	72255456	ENSMUSG00000095129.1	-
chr3	138343138	138343296	ENSMUSG00000087752.1	+
chr6	149052517	149052623	ENSMUSG00000065664.1	-
chr2	157726000	157726098	ENSMUSG00000084417.1	+
chr16	17205792	17205898	ENSMUSG00000096434.1	-
chr5	20092615	20092718	ENSMUSG00000096882.1	+
chr5	22645119	22645183	ENSMUSG00000092704.1	-
chr9	20173087	20173239	ENSMUSG00000088243.1	+
chr1	33191993	33192102	ENSMUSG00000088750.1	+
chr16	8766169	8766276	ENSMUSG00000084737.1	-
chr14	100760168	100760268	ENSMUSG00000088160.1	-
chr4	117210844	117210959	ENSMUSG00000096280.1	+
chr17	46232725	46232831	ENSMUSG00000095740.1	-
chr9	32446822	32446928	ENSMUSG00000064492.1	-
chr17	13399042	13399206	ENSMUSG00000095446.1	-
chr7	39283976	39284080	ENSMUSG00000096181.1	+
chr16	36419087	36419190	ENSMUSG00000094139.1	+
chr4	117189942	117190057	ENSMUSG00000095676.1	+
chr16	80685225	80685323	ENSMUSG00000089138.1	+
chr1	4723277	4723379	ENSMUSG00000088000.1	-
chr5	85829627	85829787	ENSMUSG00000064555.1	+
chr7	126567044	126567149	ENSMUSG00000065341.1	-
chr15	37603415	37603534	ENSMUSG00000080425.1	-
chr4	108998602	108998706	ENSMUSG00000088285.1	-
chr19	47714784	47714887	ENSMUSG00000096704.1	-
chr15	65694549	65694737	ENSMUSG00000077783.1	+
chr1	52444436	52444544	ENSMUSG00000065192.1	-
chr9	35474885	35475046	ENSMUSG00000065934.1	+
chr18	32820693	32820799	ENSMUSG00000095233.1	+
chr1	63300280	63300383	ENSMUSG00000094214.1	-
chr11	86437310	86437415	ENSMUSG00000064526.1	-
chr2	53274736	53274841	ENSMUSG00000088928.1	-
chr4	96917020	96917083	ENSMUSG00000098261.1	+
chr14	99352048	99352169	ENSMUSG00000084700.1	-
chr2	4380961	4381067	ENSMUSG00000075826.1	-
chr7	47413834	47413940	ENSMUSG00000095085.1	+
chr4	41050220	41050326	ENSMUSG00000088154.1	+
chr9	91839770	91839874	ENSMUSG00000087871.1	+
chr11	87426716	87426879	ENSMUSG00000096205.1	+
chr11	106764635	106764741	ENSMUSG00000088400.1	-
chr6	6924118	6924279	ENSMUSG00000065770.1	-
chr19	7246709	7246812	ENSMUSG00000096774.1	+
chr4	69110671	69110777	ENSMUSG00000065815.1	+
chr12	95619818	95619924	ENSMUSG00000064412.1	+
chr3	39666288	39666447	ENSMUSG00000065945.1	+
chr7	29737318	29737424	ENSMUSG00000065659.1	-
chr11	85493759	85493905	ENSMUSG00000087779.1	+
chr10	79985506	79985612	ENSMUSG00000095615.1	+
chr11	87422867	87423030	ENSMUSG00000095969.1	+
chr14	114980428	114980533	ENSMUSG00000088802.1	-
chr10	57174030	57174129	ENSMUSG00000088253.1	+
chr10	54712976	54713037	ENSMUSG00000088987.1	-
chr15	81039643	81039793	ENSMUSG00000064587.1	+
chr8	118426493	118426599	ENSMUSG00000064801.1	-
chr2	122385489	122385640	ENSMUSG00000088506.1	-
chr14	105250010	105250116	ENSMUSG00000094275.1	+
chrX	110622832	110623022	ENSMUSG00000065907.1	-
chr11	101658238	101658428	ENSMUSG00000065944.1	+
chr1	171027965	171028129	ENSMUSG00000065905.1	+
chr13	14087439	14087545	ENSMUSG00000064653.1	+
chr4	149517179	149517282	ENSMUSG00000084646.1	-
chr6	102862368	102862475	ENSMUSG00000089288.1	+
chr6	42832779	42832884	ENSMUSG00000087766.1	+
chr18	86349586	86349692	ENSMUSG00000094440.1	+
chr6	112513447	112513549	ENSMUSG00000099205.1	+
chr17	84624402	84624510	ENSMUSG00000065319.1	+
chr5	107302946	107303047	ENSMUSG00000088429.1	+
chr18	81026773	81026890	ENSMUSG00000089257.1	+
chr9	72257036	72257139	ENSMUSG00000089530.1	-
chr12	61920574	61920677	ENSMUSG00000088468.1	+
chr6	130081419	130081493	ENSMUSG00000089383.1	+
chr1	77898283	77898446	ENSMUSG00000065215.1	-
chr14	97967829	97967991	ENSMUSG00000089549.1	-
chr10	109368088	109368193	ENSMUSG00000065802.1	-
chr7	63585922	63586022	ENSMUSG00000087989.1	+
chr4	39981497	39981558	ENSMUSG00000088526.1	-
chr3	149028932	149029038	ENSMUSG00000065270.1	+
chr8	112062505	112062611	ENSMUSG00000065700.1	+
chr4	148555697	148555804	ENSMUSG00000088625.1	+
chr7	4738832	4738933	ENSMUSG00000088575.1	+
chr11	23776903	23777047	ENSMUSG00000087741.1	-
chr10	45247087	45247149	ENSMUSG00000098418.1	+
chr15	36169796	36169954	ENSMUSG00000064543.1	+
chr11	102549196	102549299	ENSMUSG00000065657.1	-
chr14	21812711	21812855	ENSMUSG00000065836.1	+
chr4	132547104	132547207	ENSMUSG00000065623.1	-
chr6	41602244	41602305	ENSMUSG00000098970.1	-
chr10	12363410	12363573	ENSMUSG00000065096.1	+
chr13	20844754	20844877	ENSMUSG00000088989.1	+
chr19	61164365	61164481	ENSMUSG00000070263.1	-
chr11	98870396	98870499	ENSMUSG00000088485.1	-
chr1	72236946	72237136	ENSMUSG00000094050.1	+
chr14	36767425	36767530	ENSMUSG00000064777.1	+
chr14	56416766	56416868	ENSMUSG00000088761.1	+
chr4	31174909	31175012	ENSMUSG00000065053.1	-
chr5	72971179	72971264	ENSMUSG00000088268.1	-
chr17	94328755	94328863	ENSMUSG00000077433.1	-
chr6	113060698	113060803	ENSMUSG00000077431.1	+
chr9	9301391	9301452	ENSMUSG00000088076.1	+
chr6	63200041	63200146	ENSMUSG00000088721.2	-
chr3	124410655	124410764	ENSMUSG00000064915.1	+
chr12	79107958	79108062	ENSMUSG00000098601.1	-
chr7	30356732	30356924	ENSMUSG00000064982.1	-
chr1	139671604	139671707	ENSMUSG00000096117.1	+
chr17	37267076	37267238	ENSMUSG00000084425.1	-
chr11	101604850	101605040	ENSMUSG00000065820.1	+
chr3	65771511	65771617	ENSMUSG00000065330.1	-
chr3	103445697	103445800	ENSMUSG00000065029.1	-
chr3	139417757	139417863	ENSMUSG00000065675.1	-
chr5	100517284	100517443	ENSMUSG00000087786.1	-
chr11	57741300	57741402	ENSMUSG00000077155.1	+
chr3	17803621	17803747	ENSMUSG00000087893.1	-
chr9	72969602	72969708	ENSMUSG00000096559.1	+
chr6	81638311	81638469	ENSMUSG00000065212.1	+
chr8	122520568	122520674	ENSMUSG00000065080.1	-
chrX	104001373	104001479	ENSMUSG00000064876.1	-
chr11	36722882	36722987	ENSMUSG00000065173.1	+
chr3	132939870	132939976	ENSMUSG00000089431.1	+
chr17	84287641	84287747	ENSMUSG00000065732.1	-
chr7	19460797	19460935	ENSMUSG00000065388.1	-
chr5	124717077	124717174	ENSMUSG00000088650.1	-
chr11	3656663	3656791	ENSMUSG00000088250.1	-
chrX	101005821	101005883	ENSMUSG00000089205.1	+
chr13	103641926	103642032	ENSMUSG00000096642.1	+
chr11	23479561	23479667	ENSMUSG00000065591.1	-
chr15	102373880	102373983	ENSMUSG00000088286.1	+
chr3	157398262	157398368	ENSMUSG00000096848.1	-
chrX	15896663	15896769	ENSMUSG00000070240.1	-
chr16	24406355	24406417	ENSMUSG00000087861.1	-
chr16	20745308	20745472	ENSMUSG00000065372.1	+
chr12	14506587	14506693	ENSMUSG00000075760.1	+
chrX	8083992	8084093	ENSMUSG00000088211.1	+
chr14	47270859	47270964	ENSMUSG00000084648.1	-
chr1	136990211	136990270	ENSMUSG00000088970.1	-
chr19	47058162	47058268	ENSMUSG00000094400.1	+
chr3	79196374	79196477	ENSMUSG00000064693.1	+
chr6	130146881	130146954	ENSMUSG00000096331.1	+
chr4	51812483	51812647	ENSMUSG00000064923.1	-
chr2	119793942	119794043	ENSMUSG00000065164.1	-
chr16	73422793	73422959	ENSMUSG00000064830.1	-
chr3	151926348	151926409	ENSMUSG00000087997.1	-
chr4	41172742	41172844	ENSMUSG00000087730.1	-
chr1	144960734	144960839	ENSMUSG00000065787.1	-
chr5	69386066	69386172	ENSMUSG00000096290.1	-
chr3	97140552	97140661	ENSMUSG00000088511.1	-
chr11	82596073	82596179	ENSMUSG00000065201.1	-
chr17	45620679	45620759	ENSMUSG00000065743.1	+
chrX	140679696	140679802	ENSMUSG00000089437.1	+
chr13	35662135	35662276	ENSMUSG00000065178.1	+
chr16	23046959	23047064	ENSMUSG00000087979.1	+
chr5	95867334	95867440	ENSMUSG00000094471.1	+
chr1	151854823	151854955	ENSMUSG00000084557.1	-
chr3	67055958	67056064	ENSMUSG00000065245.1	+
chr5	103898879	103898985	ENSMUSG00000095133.1	+
chr8	76274344	76274450	ENSMUSG00000064709.1	-
chr3	96460024	96460189	ENSMUSG00000065773.1	-
chr14	21450474	21450565	ENSMUSG00000088873.1	+
chr5	80098908	80099014	ENSMUSG00000095594.1	+
chr10	46838346	46838507	ENSMUSG00000065718.1	-
chr14	105276879	105276986	ENSMUSG00000064715.1	-
chr9	65201726	65201841	ENSMUSG00000095892.1	-
chr9	70537814	70537921	ENSMUSG00000064921.1	+
chr2	5259929	5260115	ENSMUSG00000084606.1	-
chr13	43425742	43425850	ENSMUSG00000065315.1	-
chr1	66436082	66436232	ENSMUSG00000065694.1	+
chr8	102523894	102523956	ENSMUSG00000088596.1	+
chr9	105673465	105673551	ENSMUSG00000084659.1	-
chr6	35243595	35243750	ENSMUSG00000087808.1	+
chr14	49001717	49001836	ENSMUSG00000087754.1	-
chr7	111947181	111947330	ENSMUSG00000065751.1	-
chr3	65525701	65525793	ENSMUSG00000087825.1	+
chr16	36188174	36188277	ENSMUSG00000096627.1	-
chr11	94919709	94919833	ENSMUSG00000064512.1	+
chrX	145666973	145667070	ENSMUSG00000099000.1	-
chr7	104423274	104423380	ENSMUSG00000064907.1	+
chr11	85163077	85163183	ENSMUSG00000065011.1	+
chr17	84391429	84391535	ENSMUSG00000096415.1	+
chr8	46272051	46272147	ENSMUSG00000089561.1	+
chr11	93413218	93413324	ENSMUSG00000064743.1	-
chr5	20264341	20264440	ENSMUSG00000087768.1	+
chr2	44428935	44429043	ENSMUSG00000088124.1	+
chr13	115116127	115116233	ENSMUSG00000096021.1	+
chr14	98624190	98624296	ENSMUSG00000096444.1	+
chr12	65530252	65530354	ENSMUSG00000088441.1	+
chr17	49292742	49292901	ENSMUSG00000064541.1	+
chr14	99360672	99360827	ENSMUSG00000064584.1	-
chr4	138587624	138587729	ENSMUSG00000088589.1	-
chr11	98946444	98946550	ENSMUSG00000064491.1	+
chr3	45978578	45978695	ENSMUSG00000089584.1	+
chr3	110564437	110564541	ENSMUSG00000077253.1	-
chr16	22224244	22224351	ENSMUSG00000064686.1	+
chr18	12163438	12163556	ENSMUSG00000084748.1	+
chr3	58290251	58290357	ENSMUSG00000065722.1	-
chr8	52336915	52337105	ENSMUSG00000064682.1	-
chr17	33729509	33729584	ENSMUSG00000089189.1	+
chr3	86191416	86191526	ENSMUSG00000089394.1	+
chr6	96469435	96469531	ENSMUSG00000065239.1	-
chr4	41345848	41345951	ENSMUSG00000088528.1	-
chr15	48906652	48906736	ENSMUSG00000089314.1	-
chr12	59040335	59040525	ENSMUSG00000065232.1	+
chr7	45875547	45875631	ENSMUSG00000088555.1	-
chr16	66254786	66254892	ENSMUSG00000095506.1	+
chr7	19242130	19242289	ENSMUSG00000064580.1	+
chr1	65001307	65001462	ENSMUSG00000077471.1	-
