Probe	Chromosome	Start	End	Strand	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Sumo1	1	59639434	59670834	-	5.721115	5.8818755	6.199942	5.600121
Nop58	1	59685006	59711510	+	8.219856	8.129291	7.668671	7.3084273
Bmpr2	1	59764279	59870549	+	1.0657458	1.6571093	1.6844869	2.699223
Fam117b	1	59913006	59985346	+	1.6018481	1.5094161	0.13212533	0.7314199
Ica1l	1	59989070	60043087	-	-3.0375996	-4.2822204	-6.9559836	-6.485238
Wdr12	1	60076868	60098645	-	3.9770117	4.2048554	4.2967725	3.7175732
Carf	1	60098247	60151032	+	-0.99217695	-0.6582614	-1.3078964	-0.07991943
Nbeal1	1	60180599	60338328	+	0.8275764	0.6690309	-3.0617862	0.05027032
Cyp20a1	1	60343323	60388060	+	2.2141094	2.3875444	1.9630569	1.7963725
Abi2	1	60409619	60481162	+	2.9568598	2.7437148	1.7435073	1.6110195
Raph1	1	60483236	60567104	-	2.1183555	1.806736	0.057069737	0.5038197
Cd28	1	60716800	60773359	+	-6.784497	-7.5030494	-7.702881	-7.3841386
Gm11579	1	60776665	60781834	-	-5.07952	-4.646069	-4.845901	-4.5271587
2310016D23Rik	1	60778843	60803790	+	-3.9566257	-3.5231743	-3.7230065	-3.4042642
Ctla4	1	60887000	60915832	+	-6.5428267	-6.109376	-6.3092074	-5.990465
Icos	1	60977927	61000320	+	-7.1007056	-6.667254	-6.8670864	-6.548344
Gm11587	1	61306636	61307746	+	-4.3282566	-3.8948052	-4.0946374	-3.7758949
9530026F06Rik	1	61378432	61395904	+	-5.1576123	-4.7241616	-4.923993	-4.6052513
Gm11588	1	61440101	61469475	+	-4.7186565	-4.2852054	-4.4850373	-4.166295
4930587A21Rik	1	61616943	61621149	-	-5.0897284	-4.6562767	-4.856109	-4.537367
Pard3b	1	61638824	62642284	+	-5.370175	-4.784721	-5.9845524	-4.4027762
4930448K12Rik	1	61767415	61851540	-	-6.310909	-5.877458	-6.0772896	-5.758548
Gm12747	1	62131195	62136109	-	-4.9491696	-4.5157185	-4.715551	-4.396808
Gm11610	1	62456725	62499261	-	-5.108257	-4.6748056	-4.8746376	-4.5558953
Nrp2	1	62703285	62818695	+	0.7675646	0.74498266	-1.527957	-0.46654657
Ino80d	1	62958418	63114667	-	1.6645799	1.2438157	0.5619803	1.3200349
Gm11602	1	63114471	63158290	+	-1.1263218	-1.6928706	-1.7857873	-5.2744
Ndufs1	1	63143596	63176822	-	4.3337426	4.597201	4.423342	3.932483
Eef1b2	1	63176825	63180486	+	7.7148876	7.8910766	8.1582575	7.5034533
Gpr1	1	63182691	63214543	-	-2.8046224	-2.2336676	-6.0449343	-3.5741892
Gm11607	1	63200313	63207614	+	-3.0564585	1.7345444	-3.9748428	-3.6561005
Gm11608	1	63266848	63273120	-	-5.1413474	-4.707896	-4.907728	-4.5889864
Zdbf2	1	63273265	63314576	+	1.3865831	3.1602428	-2.0140038	-0.8965198
Adam23	1	63445891	63596515	+	2.9815483	2.6595922	-1.0897688	-4.074807
Dytn	1	63622851	63686927	-	-7.9414406	-7.5079894	-7.7078214	-7.389079
Mdh1b	1	63698819	63730318	-	-6.104067	-3.5186124	-5.8704476	-5.3997016
Fastkd2	1	63730614	63754655	+	1.8028855	2.1744258	2.09399	1.8666888
4933402D24Rik	1	63754907	63769267	-	-6.1364317	-5.702981	-5.9028134	-5.5840707
Gm13749	1	63964727	63968999	+	-5.840529	-5.4070773	-5.6069098	-5.2881675
Klf7	1	64029447	64122282	-	0.5836	1.0679152	0.9075215	1.1151029
Gm13748	1	64078654	64090782	+	-3.9189553	-3.485504	-3.685336	-3.3665938
Creb1	1	64532804	64604547	+	2.4509141	2.4323108	1.6722996	2.0861247
Mettl21a	1	64606473	64617242	-	-0.029938532	0.40351257	1.3645035	1.0706269
2810408I11Rik	1	64679871	64690659	-	1.6735541	1.7372487	2.038963	2.2006044
Ccnyl1	1	64690455	64725644	+	2.7115602	2.6494842	2.9856143	2.4942806
Fzd5	1	64730560	64737750	-	1.2595714	1.3837471	-0.41309506	-0.2273266
Plekhm3	1	64785983	64956824	-	-0.8790017	-0.9836467	-0.2911541	0.000722
Akr1cl	1	65012689	65032759	-	-7.2439713	-6.9625235	-7.162355	-6.8436127
Cryge	1	65048554	65051149	-	-4.8545647	-4.26911	-4.6209455	-4.302203
Crygd	1	65061872	65063452	-	-5.362337	-4.776883	-5.128718	-4.8099756
Crygc	1	65071525	65073689	-	-4.975098	-4.541647	-4.741479	-4.4227366
Crygb	1	65080228	65082267	-	-4.5951176	-4.161666	-4.3614984	-4.042756
Cryga	1	65100389	65103373	-	-4.8684654	-4.4350142	-4.634846	-4.316104
D630023F18Rik	1	65100619	65123214	-	1.0111786	0.85966724	-2.9450269	-2.5108073
Idh1	1	65158616	65186479	-	3.670278	3.9125044	3.2198427	4.0692534
Pikfyve	1	65186750	65274012	+	2.0682344	1.9569474	1.6865175	2.2799404
Pth2r	1	65282056	65389244	+	-4.217055	-5.1055317	-6.4573674	-6.1386247
Crygf	1	65926522	65928307	+	-4.6444254	-4.2109737	-4.410806	-4.092064
Mtap2	1	66175273	66442583	+	-0.5701769	-1.3012371	-0.9881182	-1.8000795
Gm10558	1	66322276	66328796	-	-6.0545497	-5.621098	-5.6689267	-5.5021877
Unc80	1	66468367	66699866	+	-5.046274	-4.805468	-6.490727	-6.493912
Rpe	1	66700831	66719805	+	3.8680391	3.3076463	4.281245	3.7756076
Kansl1l	1	66719248	66817562	-	-1.8846437	-1.9135357	-2.6510246	-2.2864785
Acadl	1	66830839	66863277	-	2.192226	2.2480395	3.6064174	4.082169
Myl1	1	66924295	66945404	-	-6.147061	-5.71361	-5.9134417	-5.5947
Lancl1	1	67000517	67038872	-	0.30876368	0.77092606	0.7001739	0.8318308
Cps1	1	67123026	67231259	+	-3.6442807	-4.0409045	-7.5626645	-7.243922
Gm15668	1	67249200	67323609	+	-4.761854	-4.328403	-4.528235	-4.2094927
Gm15669	1	67792481	67805324	+	-4.395632	-3.9621806	-4.1620126	-3.84327
Gm15671	1	68005086	68025896	+	-4.9379134	-4.5044622	-4.704294	-4.385552
Erbb4	1	68032186	69108059	-	-8.797517	-8.516069	-8.7159	-8.397159
Gm16076	1	69091913	69106740	-	-4.263603	-3.8301523	-4.029984	-3.7112417
Ikzf2	1	69531214	69685960	-	-3.7619052	-3.3284543	-6.5871797	-3.329838
Spag16	1	69826988	70725132	+	-2.5359066	-1.9325304	-7.45429	-7.1355476
Vwc2l	1	70725715	70885397	+	-8.265293	-7.8318424	-8.031673	-7.712931
Bard1	1	71027498	71103146	-	1.8816279	1.7425497	1.7449725	1.4700353
Abca12	1	71243090	71414910	-	-5.9056697	-6.7941465	-8.145982	-7.8272395
Atic	1	71557150	71579631	+	4.675838	4.9905148	5.43423	4.801553
Fn1	1	71585523	71653171	-	5.1566644	4.863516	2.8320928	3.8324833
Apol7d	1	71652837	71662843	+	-1.4273322	-2.2162733	-2.831143	-2.6823256
Rpl21-ps1	1	72004288	72004770	+	-4.272592	-3.839141	-4.038973	-3.7202306
Mreg	1	72159233	72212307	-	4.9607716	4.12871	1.3226712	1.6786945
Pecr	1	72259167	72284314	-	2.4484048	2.645681	3.0020142	2.614488
Tmem169	1	72284369	72303104	+	-3.973839	-3.5403876	-2.6406841	-3.0589075
Xrcc5	1	72307421	72394952	+	4.860427	5.3426976	4.1170697	3.7851005
Mar-04	1	72427112	72536930	-	-4.3573117	-5.92386	-6.123692	-5.8049498
Smarcal1	1	72583251	72633134	+	1.3001592	1.6488075	1.6404905	1.6679671
Ankar	1	72642980	72700564	-	-7.515638	-7.082187	-7.2820187	-6.9632764
Rpl37a	1	72711260	72713809	+	5.4415164	5.870224	6.9118876	5.8284836
Igfbp2	1	72824503	72852474	+	4.5151267	4.8300147	-1.1782024	-0.7484289
Igfbp5	1	72857932	72874884	-	-2.8989174	-2.6230075	-4.938317	-3.6195743
Tnp1	1	73015083	73015899	-	-4.0640717	-3.6306207	-3.8304527	-3.5117104
Tns1	1	73910231	74124447	-	-1.6171438	-0.07677735	-2.668927	-2.0044096
Rufy4	1	74125541	74148223	+	-6.5422077	-3.3717906	-5.156585	-3.515915
Cxcr2	1	74153989	74161238	+	2.188331	2.7168777	0.6782224	0.13534825
Cxcr1	1	74191785	74194631	-	-5.492422	-5.058971	-5.258803	-4.9400606
Arpc2	1	74236497	74268209	+	5.7048593	5.9339986	7.2716646	7.082444
Gpbar1	1	74278550	74279624	+	-5.4268336	-4.993383	-5.1932144	-4.874472
Aamp	1	74279840	74284738	-	4.353585	4.5614104	5.295243	4.763482
Pnkd	1	74284930	74353694	+	0.31922626	0.49551946	0.7063198	0.964237
Tmbim1	1	74288247	74305622	-	-2.2934268	-1.9728698	0.96136653	1.1914513
Gm216	1	74362108	74369321	+	-0.8159919	-2.8088052	-6.1606407	-2.6898952
Slc11a1	1	74375203	74386062	+	-4.249494	-3.6233978	-6.8232303	-4.9195247
Ctdsp1	1	74391509	74397285	+	0.4231689	0.7351564	1.6019955	1.0875568
Vil1	1	74409376	74435559	+	-3.8287945	-2.0417063	-5.1801376	-4.1244297
Usp37	1	74435510	74544286	-	3.2740571	3.2215056	2.3618622	2.4830396
Rqcd1	1	74506058	74530844	+	4.2006855	4.182792	3.7757907	3.582268
Plcd4	1	74542888	74567794	+	-2.6087868	-3.0054107	-2.3751676	-4.2490706
Zfp142	1	74565127	74588246	-	1.2986649	1.1262078	1.1162902	0.7126623
Bcs1l	1	74588289	74592443	+	0.6041489	1.1641325	1.6103576	1.4394444
Rnf25	1	74593748	74601397	-	2.534239	2.580911	3.248748	2.657757
Stk36	1	74601445	74636894	+	-3.213026	-1.7510059	-2.0686743	-2.3503246
Ttll4	1	74661745	74701832	+	2.639506	2.9579268	3.3386967	2.9815974
Cyp27a1	1	74713574	74737890	+	-4.503917	-3.3335009	-1.9483703	-4.5365186
Prkag3	1	74739499	74749221	-	-6.9570904	-6.523639	-4.571468	-6.404729
Wnt6	1	74771892	74785319	+	-5.2187304	-3.785279	3.3390696	3.3504398
Wnt10a	1	74791516	74804179	+	-6.625839	-6.192388	-5.240217	-3.5995467
Gm16582	1	74850895	74879953	+	-6.2710977	-5.837647	-6.0374784	-5.7187366
Cdk5r2	1	74855029	74857732	+	-0.747608	-0.24140052	-6.5239725	-6.20523
Fev	1	74881509	74885419	-	-6.0158167	-3.8454	-5.782198	-5.463455
Cryba2	1	74889934	74893143	-	-5.5758815	-5.1424303	-5.3422623	-5.02352
Ccdc108	1	74902071	74935599	-	-7.137109	-7.855661	-8.055492	-7.73675
Gm15841	1	74902371	74907653	+	-4.3707333	-3.937282	-4.137114	-3.8183718
Ihh	1	74945319	74951651	-	-6.4591475	-6.1777	-6.3775315	-6.0587893
Nhej1	1	74967139	75046639	-	-0.15753648	0.6478835	-0.15339915	-1.1076753
Slc23a3	1	75125544	75133890	-	-6.362337	-5.928886	-6.128718	-5.8099756
1810031K17Rik	1	75134554	75142368	-	-1.1417681	-0.21189116	0.74392766	1.239863
Fam134a	1	75142786	75147909	+	0.08976387	0.7413951	1.1433012	1.8283154
Zfand2b	1	75168646	75171629	+	0.28952968	0.88052213	1.0451016	1.4633797
Abcb6	1	75171717	75180392	-	-0.28594288	0.295831	0.42784262	1.3160938
Atg9a	1	75180866	75191923	-	-0.815974	0.03719117	0.29040998	0.9208121
Ankzf1	1	75192151	75199387	+	1.43872	1.3310801	1.4623468	1.6157278
Glb1l	1	75198243	75210778	-	-2.2750423	-2.5045564	-1.863086	-1.761155
Stk16	1	75210838	75215606	+	1.0322816	1.2584566	2.244287	1.7752758
Tuba4a	1	75214974	75219253	-	3.8963711	4.3350544	4.6556587	4.0218534
AC166150.1	1	75220095	75232093	-	-4.9397955	-4.5063443	-4.7061768	-3.2354307
Dnajb2	1	75236465	75244804	+	0.08908221	0.22297305	0.69193506	1.7429818
Ptprn	1	75247041	75264208	-	-0.67027605	-0.9440432	2.8616347	1.7549143
Resp18	1	75272199	75278415	-	-4.9036074	-4.470156	-4.669988	-4.351246
Dnpep	1	75307896	75317637	-	2.0238955	2.6476357	2.8260615	3.380919
Des	1	75360329	75368579	+	-1.1247262	0.13588837	1.6977284	2.7772198
Gm15179	1	75368212	75375012	-	-5.116601	-4.6831493	-4.882982	-4.5642395
Speg	1	75375297	75432320	+	-3.2641401	-2.861716	-1.1588454	-0.7428058
Gm15178	1	75392131	75396363	-	-4.239356	-3.8059046	-4.005737	-3.6869943
Gmppa	1	75435930	75443179	+	1.1240695	1.7240307	1.7514669	2.3215144
Accn4	1	75450436	75474343	+	-6.7698116	-6.184357	-6.5361924	-6.21745
Chpf	1	75474569	75479471	-	-0.51947784	0.3432246	2.0838358	2.0541523
Obsl1	1	75479310	75506452	-	-0.5312456	0.58198583	2.2930226	2.6783113
Tmem198	1	75479532	75485705	+	-6.494728	-6.0612774	-2.5606697	-4.942367
Inha	1	75507077	75510366	+	-5.883212	-5.449761	-3.4975896	-4.1788473
Stk11ip	1	75521529	75537335	+	0.3898506	0.49604014	0.111176275	0.71181214
Slc4a3	1	75546266	75562172	+	-2.9892604	-2.4488943	-1.1103063	-0.75651705
Epha4	1	77367185	77515088	-	1.7658089	1.5554041	-2.4286995	-0.9944798
Pax3	1	78101267	78197134	-	-4.629809	-4.558928	-2.106683	-0.12843132
Sgpp2	1	78310346	78420286	+	-5.58481	-6.8883243	-4.128798	-4.6174107
Farsb	1	78417958	78488859	-	4.2478485	4.4471946	4.554812	4.5222254
BC035947	1	78497806	78511963	-	-6.3846188	-5.951167	-6.1509995	-5.8322573
Mogat1	1	78510991	78538173	+	-5.962192	-5.528741	-5.5765696	-5.409831
Acsl3	1	78657825	78706987	+	3.703916	4.1619134	3.9443486	3.923639
Utp14b	1	78658038	78667588	+	3.0226686	2.3513238	2.1229792	3.2262714
Kcne4	1	78816949	78820024	+	-6.6223273	-6.188876	-6.388708	-6.069966
Gm5830	1	78967637	78968079	-	-3.6695955	-3.2361445	-3.4359763	-3.117234
Scg2	1	79434669	79440090	-	-6.6357427	-6.2022915	-6.4021235	-6.083381
Ap1s3	1	79606876	79671972	-	1.7638711	1.8876379	2.6360908	2.8283443
Wdfy1	1	79702262	79776143	-	1.5254703	2.0528576	1.1708142	2.7731717
Mrpl44	1	79776018	79781445	+	2.9452658	3.248863	3.2946432	3.4939704
Serpine2	1	79794197	79858696	-	0.35159332	0.8334075	0.9961456	2.3811612
Gm5529	1	79922536	79923426	-	-5.1559944	-4.7225432	-4.922375	-4.603633
Fam124b	1	80198706	80218473	-	-7.0696692	-6.636218	-6.8360505	-6.5173078
Cul3	1	80264923	80340480	-	5.402094	5.4403934	5.6329885	5.8370485
Gm6189	1	80383104	80385188	-	-0.67595243	-2.9897351	-6.1489253	-5.830183
Dock10	1	80501073	80758553	-	-4.454021	-4.2836037	-7.957367	-4.901659
9430031J16Rik	1	81076950	81341764	+	-8.967277	-8.533825	-8.733657	-8.414915
Irs1	1	82233101	82291416	-	-2.3189251	-2.3752792	-6.544738	-5.225995
Gm9747	1	82233112	82235933	+	-6.8192153	-6.385764	-6.585596	-6.266854
Rhbdd1	1	82316452	82445366	+	-0.11680988	0.16339508	1.2297034	1.9081401
Col4a4	1	82452558	82586849	-	-7.86582	-7.4323683	-7.7842035	-7.4654613
Col4a3	1	82586921	82722059	+	-7.4876533	-8.206205	-8.406037	-6.935292
Mff	1	82724890	82752394	+	1.6044074	2.1131468	2.793884	3.01475
Tm4sf20	1	82756649	82768461	-	-5.9151335	-5.4816823	-5.6815143	-5.362772
Agfg1	1	82839483	82896275	+	4.1271906	4.1644444	4.275943	4.887704
Slc19a3	1	83012523	83038448	-	-2.3940635	-1.8934982	-3.2308338	-0.47913197
Ccl20	1	83116766	83119167	+	-4.6774006	-5.3959527	-2.121853	-1.9551139
Wdr69	1	83159752	83210574	+	-6.4201074	-5.9866567	-6.186489	-5.867747
Sphkap	1	83254139	83408200	-	-3.1859012	-4.8304524	-8.352213	-8.03347
Pid1	1	84036296	84364180	-	-0.42054433	-1.0736022	-1.8184302	-0.3970023
Dner	1	84369841	84696221	-	-3.3300238	-5.0120497	-2.2732823	-5.478102
Trip12	1	84721189	84839304	-	6.469876	6.215878	5.680319	6.581829
Fbxo36	1	84839841	84900487	+	-0.5730481	-0.8400368	-0.9105857	0.6008016
Slc16a14	1	84905898	84935125	-	-4.040309	-4.0922847	-6.6140447	-6.4473057
C130026I21Rik	1	84992690	85270566	-	-3.5217454	-6.6732564	-5.2881265	-3.554346
A530032D15Rik	1	85083069	85109853	-	-5.851268	-5.56982	-5.7696524	-2.4915519
Gm10553	1	85100164	85100535	+	-3.8958716	-3.4624205	-3.6622527	-3.3435102
A530040E14Rik	1	85105946	85114035	+	-4.8015203	-6.1050353	-6.304867	-5.834121
Gm16028	1	85246851	85255465	+	-5.0023713	-4.720923	-4.9207554	-4.602013
Gm16025	1	85326729	85342615	+	-6.6004815	-6.167031	-6.3668623	-6.04812
Gm16092	1	85511133	85527161	-	-6.5885334	-6.155083	-6.354914	-6.036172
AC147806.1	1	85575676	85577295	+	0.7814846	-0.48550397	-1.363408	-1.0446655
Sp110	1	85576899	85598817	-	-1.740417	-4.4768906	-6.676723	-5.036052
Gm16094	1	85599286	85599839	+	-4.0948052	-3.6613538	-3.861186	-3.5424435
Sp140	1	85600378	85645037	+	-2.512832	-3.4716983	-1.9710904	-0.49480677
Gm17017	1	85641222	85650585	-	-1.1886033	-0.9586856	-0.6793497	-0.39231616
Sp100	1	85649988	85709998	+	-8.240119	-7.8066688	-4.154058	-2.2878277
A630001G21Rik	1	85717083	85778643	-	-2.3603268	-3.1748033	-6.374635	-3.733965
Cab39	1	85793441	85851576	+	3.7305272	3.7160559	4.276434	4.738477
Itm2c	1	85894281	85908675	+	0.9050986	1.3640847	3.1214397	4.1068015
4933407L21Rik	1	85928483	85940624	+	-5.605826	-5.172375	-5.3722067	-5.0534644
Gpr55	1	85939537	85961055	-	-6.672994	-6.239543	-6.439375	-6.1206326
Spata3	1	86016816	86029958	+	-6.3517733	-5.918322	-6.118154	-5.799412
2810459M11Rik	1	86045863	86055456	+	-4.9064493	-2.8880355	-5.67283	-5.354088
Psmd1	1	86064387	86139151	+	5.847514	6.0136065	5.8108234	6.0168867
Htr2b	1	86099026	86111970	-	-6.4140277	-5.9805765	-6.1804085	-5.861666
RP24-308M3.1	1	86133637	86162788	+	5.713047	5.977557	5.738473	5.7687187
Armc9	1	86154780	86278284	+	-1.0642444	-0.54333025	-1.6156124	-0.36504152
Gm16341	1	86275509	86301375	-	-3.7631304	-3.481682	-3.6815143	-3.362772
B3gnt7	1	86303221	86307303	+	2.8578959	3.2057476	0.5086821	1.7487125
Gm5258	1	86323267	86323593	+	-3.7098594	-3.2764084	-3.4762402	-3.157498
Ncl	1	86344719	86359455	-	8.996185	9.086837	8.94532	8.9143715
C130036L24Rik	1	86359574	86373791	+	-3.4620974	-2.806254	-2.6435158	-2.7942586
Nmur1	1	86386242	86388162	-	-5.7252192	-5.291768	-5.4916	-5.1728578
1700019O17Rik	1	86426329	86428049	+	-6.105744	-5.6722927	-5.8721247	-5.553383
Ptma	1	86526736	86530698	+	10.941607	11.011443	10.00469	9.774086
Pde6d	1	86542994	86582629	-	-0.67878795	0.04684391	0.5548312	1.1043537
Cops7b	1	86582904	86606978	+	2.0312355	2.4232361	2.13675	2.1716993
Nppc	1	86666293	86670573	-	-5.3818526	-4.948401	-5.1482334	-4.8294907
Dis3l2	1	86703804	87050097	+	0.5568857	1.1449138	0.19260316	1.2943585
Alppl2	1	87086690	87089928	-	-4.664824	-4.816335	-6.168171	-5.8494287
Alpi	1	87098002	87101606	-	-6.5471544	-6.1137033	-6.313535	-5.994793
Akp3	1	87125008	87127912	+	-6.070958	-5.637507	-5.837339	-5.5185966
Ecel1	1	87147655	87156521	-	-4.3928866	-4.2224693	-1.4963022	-0.64412767
Prss56	1	87183493	87188404	+	-6.3217754	-5.8883243	-6.088156	-5.769414
Chrnd	1	87190652	87200069	+	-5.126055	-5.277566	-6.6294017	-6.158655
Chrng	1	87205811	87211835	+	-6.2643547	-5.830903	-6.0307355	-5.711993
Eif4e2	1	87213914	87240488	+	3.3604248	3.5309453	3.556624	3.7019665
Efhd1	1	87264363	87310839	+	-0.557517	0.058137428	-6.1763406	-3.1206326
Gm16535	1	87264481	87265174	-	-3.7317522	-3.2983007	-3.498133	-3.1793907
Gigyf2	1	87326998	87450796	+	3.737989	3.6376677	3.4525998	4.5741434
Kcnj13	1	87386363	87394729	-	-5.6673255	-5.2338743	-5.4337063	-5.114964
3110079O15Rik	1	87470264	87475459	+	-4.2084618	-3.7750108	-3.9748428	-3.6561005
Ngef	1	87476834	87573870	-	-4.3284616	-5.117403	-4.0948424	-3.4135299
Neu2	1	87509889	87597845	+	-6.695449	-6.2619977	-6.4618297	-6.1430874
Inpp5d	1	87620312	87720507	+	1.8875456	1.6697336	-3.6153264	-1.2407306
Atg16l1	1	87755870	87792428	+	1.3776532	1.4114629	1.3976599	1.5842732
5830472F04Rik	1	87796467	87796817	+	-3.8120399	-3.378589	-3.5784209	-3.2596784
Sag	1	87803680	87845158	+	-6.3249474	-8.043499	-8.091329	-6.772586
Dgkd	1	87853287	87944489	+	2.1873424	2.2353141	3.6404824	3.694199
Usp40	1	87945121	88008551	-	0.8018475	1.4107755	0.7271276	1.7182953
Ugt1a10	1	88055388	88219004	+	-6.503281	-6.0698304	-6.269662	-5.9509196
Gm20528	1	88055393	88218584	-	-5.409281	-4.9758296	-5.1756616	-4.8569193
Ugt1a9	1	88070800	88218997	+	-6.4534283	-6.0199766	-6.219809	-5.901067
Ugt1a8	1	88087813	88219004	+	-6.4775987	-5.892144	-6.2439795	-5.925237
Ugt1a7c	1	88095062	88220002	+	-7.0153704	-6.581919	-6.781751	-6.463009
Ugt1a6b	1	88103252	88219003	+	-6.5746703	-6.141219	-6.341051	-6.022309
Ugt1a6a	1	88103252	88220002	+	-7.7671638	-7.333713	-7.5335445	-7.2148023
Ugt1a5	1	88166012	88218997	+	-6.4619665	-6.0285153	-6.228348	-5.909605
Ugt1a2	1	88200601	88218997	+	-6.4671965	-6.0337453	-6.2335773	-5.914835
Dnajb3	1	88204732	88205748	-	-2.3874586	-1.5914373	-2.6392665	-4.642452
Ugt1a1	1	88211959	88218997	+	-6.4756536	-6.0422025	-6.2420344	-5.923292
Heatr7b1	1	88226986	88262289	+	-5.6716356	-7.823147	-5.7010508	-6.7042365
Hjurp	1	88262471	88277633	-	2.8498344	2.7387705	3.0572035	2.927931
Trpm8	1	88277661	88389293	+	-7.564947	-7.131496	-7.331328	-7.0125856
4930453O03Rik	1	88347489	88352930	-	-5.6281757	-5.1947246	-5.3945565	-5.0758142
Spp2	1	88406961	88426438	+	-5.272592	-4.839141	-5.038973	-4.7202306
Glrp1	1	88501123	88509886	-	-4.3928866	-3.9594352	-4.1592674	-3.840525
Arl4c	1	88673125	88702221	-	0.8640275	0.8390487	0.932223	1.7124385
Sh3bp4	1	89070415	89155068	+	0.40043077	0.4789251	2.6488166	3.212855
Agap1	1	89454811	89895282	+	0.60275275	0.76433223	1.5206254	2.4570816
Gbx2	1	89927962	89933290	-	1.8926469	2.5925207	-0.20075999	-0.5936721
D130058E05Rik	1	89930234	89931862	+	-1.3788469	-1.1058604	-0.74929893	-0.8264854
Asb18	1	89952591	90014666	-	-5.983334	-5.5498834	-5.7497153	-5.430973
Iqca	1	90042132	90153401	-	-6.853067	-6.5716195	-6.771451	-6.4527087
Cxcr7	1	90203980	90216751	+	-1.1589059	-2.3928795	-2.5927114	-2.7764695
Cops8	1	90603425	90613341	+	3.2535117	3.6523643	4.6020823	4.640641
Gm9991	1	90675161	90679793	+	-5.5939226	-5.1604714	-5.360304	-5.041561
Col6a3	1	90765923	90843971	-	-7.7510014	-7.31755	-7.517382	-8.19864
Mlph	1	90915085	90951142	+	-5.269991	-5.158468	-7.5103035	-6.0395575
Prlh	1	90953108	90954012	+	-3.384619	-2.9511676	-3.1509998	-2.8322575
Rab17	1	90958133	90969661	-	-6.164712	-4.146298	-6.083096	-5.7643533
Lrrfip1	1	90998727	91128944	+	1.7061989	2.0104334	4.974298	5.507945
Rbm44	1	91145103	91170795	+	-0.75817496	-0.6822758	-7.034111	-3.3934405
Ramp1	1	91179822	91225196	+	-6.9180007	-6.4845495	-6.6843815	-6.365639
Ube2f	1	91250311	91288877	+	1.5861489	1.8993058	2.9612007	2.942564
Scly	1	91298338	91321075	+	0.10338835	0.9102979	1.7510198	3.101705
Gm17090	1	91305092	91321101	-	-4.1413474	-3.7078965	-1.5858003	-0.7816311
Espnl	1	91322075	91348306	+	-4.808071	-5.5970125	-7.381807	-3.7411366
Klhl30	1	91351016	91362416	+	-5.2126713	-5.3641825	-6.716018	-5.245272
Fam132b	1	91366430	91374216	+	-1.7089199	-1.6447026	-0.003232248	0.47420773
Ilkap	1	91375831	91398783	-	4.2055745	4.518248	5.040464	5.0577936
Hes6	1	91411483	91414038	-	0.661612	0.78360206	0.936651	1.1856844
Per2	1	91415984	91459330	-	-2.715721	-2.4749148	-3.1601737	-2.915432
Traf3ip1	1	91494668	91529303	+	2.5395007	2.3909428	2.1308641	2.7435806
Asb1	1	91540565	91559590	+	-0.31323403	-0.68100315	-0.16400707	0.34193817
Twist2	1	91801461	91848028	+	-5.580835	-5.299387	-4.3472157	-3.443511
Hdac4	1	91928785	91931176	-	-0.12493051	-0.50340694	0.40482077	0.123650186
Hdac4	1	91932757	92148393	-	1.1922594	1.1500466	1.4911699	1.9204707
Ndufa10	1	92439010	92473860	-	4.282168	4.51258	5.105574	5.4369063
Olfr1416	1	92479681	92480619	-	-5.231694	-4.798243	-4.998075	-4.6793327
Olfr1415	1	92490818	92491753	-	-5.2270775	-4.7936263	-4.9934583	-4.674716
Olfr1414	1	92511048	92518515	-	-5.5722456	-5.1387944	-5.3386264	-5.019884
Olfr1413	1	92573125	92574206	+	-5.4361978	-5.002746	-5.2025785	-4.8838363
Olfr1412	1	92588332	92589297	+	-5.272592	-4.839141	-5.038973	-4.7202306
Olfr1411	1	92596521	92597492	+	-5.281525	-4.848074	-5.047906	-4.7291636
Olfr1410	1	92607839	92608847	+	-5.2770653	-4.8436146	-5.0434465	-4.7247043
Olfr12	1	92619881	92621001	+	-5.487283	-5.053832	-5.253664	-4.9349217
Myeov2	1	92637145	92641985	-	0.19970214	0.26391932	1.7552494	2.0073206
Otos	1	92644218	92648841	-	-6.9463634	-6.5129128	-6.7127447	-6.3940024
Gpc1	1	92831645	92860198	+	0.5070764	1.1174052	3.16696	3.3592432
Ankmy1	1	92870129	92902906	-	-6.869157	-6.587709	-6.787541	-4.3167953
Dusp28	1	92906989	92908620	+	-1.5768492	-1.5059681	-5.5131555	-2.0244877
Rnpepl1	1	92910783	92924384	+	-2.6585138	-1.9575824	-0.3405783	0.045850795
Capn10	1	92934376	92947941	+	0.093522176	0.9506239	1.2788274	1.5886087
Gpr35	1	92973119	92986391	+	-4.754815	-5.3213634	-3.0186956	-2.617491
Aqp12	1	93006334	93012269	+	-5.4441752	-5.0107245	-5.2105565	-4.8918138
Kif1a	1	93015456	93101865	-	-0.29477853	0.55666333	-5.9918966	-2.1813014
Agxt	1	93135245	93145407	+	-5.939796	-5.5063443	-5.7061768	-5.387434
2310007B03Rik	1	93151349	93160948	-	-6.5661664	-4.395749	-6.332547	-6.013805
E030010N08Rik	1	93215899	93231072	+	-0.32664606	-0.2765235	-6.736883	-4.2661376
Sned1	1	93235841	93301065	+	0.6053138	1.0022392	-1.7404914	-1.8646924
