gene	chr	strand	start	end	ESC_WT-1	ESC_WT-2	ESC_TET1KO-1	ESC_TET1KO-2	ESC_TET2KO-1	ESC_TET2KO-2	day3_WT-1	day3_WT-2	day3_TET1KO-1	day3_TET1KO-2	day3_TET2KO-1	day3_TET2KO-2	day6_WT-1	day6_WT-2	day6_TET1KO-1	day6_TET1KO-2	day6_TET2KO-1	day6_TET2KO-2
Mrgpra4	chr7	-	55236163	55237666	0.05	0.05	0.05	0.05	0.05	0.05	0.0624	0.05	0.05	0.0626	0.05	0.05	0.05	0.05	0.0642	0.05	0.05	0.05
Tial1	chr7	-	135583290	135605027	17.9416	18.0093	14.5123	13.762	17.2556	14.7719	20.709	20.269	17.1869	16.681	18.6232	18.8412	18.1973	17.9962	12.4138	13.0672	15.6253	17.6488
Mmp21	chr7	-	140865952	140871744	0.05	0.05	0.0844	0.05	0.05	0.0673	0.0903	0.0613	0.05	0.0908	0.0591	0.0854	0.0745	0.0639	0.05	0.0609	0.05	0.0616
Sct	chr7	-	148464236	148465030	1.6021	0.5519	0.4915	0.4051	0.8848	0.5569	0.4557	0.5479	0.9325	0.7973	0.6508	0.3523	2.1163	1.7839	1.4011	2.5156	0.7318	2.5686
Ppp1r12c	chr7	-	4433122	4453282	8.2966	9.5033	8.7473	9.4019	12.2765	11.9965	8.7722	8.6428	9.2387	8.137	9.5775	9.3469	9.1689	8.66	7.8817	7.9878	8.5572	8.549
Olfr524	chr7	-	147387710	147388667	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Vmn2r30	chr7	-	7264984	7290204	0.0628	0.05	0.0625	0.05	0.05	0.05	0.05	0.05	0.0583	0.05	0.0632	0.05	0.05	0.05	0.0584	0.05	0.05	0.05
Ctbp2	chr7	-	140178693	140315166	31.3147	33.2235	45.4118	36.4134	34.4271	37.3612	37.3021	36.629	52.762	53.1139	37.5234	39.4185	16.8411	14.1661	13.9368	17.3507	16.1988	14.1041
Itpripl2	chr7	-	125628625	125635489	0.3701	0.3598	0.5625	0.5769	0.2585	0.2419	1.0607	1.4261	1.5835	1.4851	1.0854	1.106	1.5298	1.828	3.3557	2.2061	1.4321	2.0365
4930404H21Rik	chr7	-	140778706	140793798	0.05	0.0699	0.05	0.0858	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Zim3	chr7	-	6908396	6929373	0.2127	0.1064	0.2087	0.1769	0.1063	0.0749	0.0558	0.05	0.05	0.0559	0.05	0.0568	0.0571	0.05	0.05	0.05	0.0619	0.05
Snord116	chr7	-	66931359	67021910	0.05	0.05	0.05	0.05	0.05	0.05	0.0708	0.05	0.05	0.05	0.05	0.05	0.0753	0.05	0.05	0.05	0.05	0.05
Klc3	chr7	-	19979788	19985205	2.4761	1.7718	2.8106	1.8756	1.6881	1.3825	9.2001	9.7905	8.3984	9.1396	7.6949	8.1637	3.7649	5.5285	5.1855	5.6218	2.6443	4.381
Prmt1	chr7	-	52232124	52241790	48.0803	58.8784	64.4968	58.1229	69.642	67.9816	87.5287	92.8634	101.5122	100.1202	101.0618	101.0759	80.5755	72.1141	76.8023	84.1222	88.6458	79.3884
Uevld	chr7	-	54178585	54213888	6.007	4.5277	5.8809	4.9274	4.871	3.8153	7.6682	6.3562	5.6045	5.4819	6.4336	6.985	6.5259	7.2001	4.4316	5.0829	7.1697	8.647
Tnnt1	chr7	-	4456264	4467577	2.8584	2.4241	3.0288	3.4318	2.8768	2.8358	2.7327	0.7933	1.8522	2.0174	3.0212	4.8095	1.0741	0.7974	1.1959	1.1509	1.0986	1.1623
BC053749	chr7	-	31324152	31337291	2.3104	2.8581	2.5918	2.8175	3.025	3.0526	3.8185	3.7183	3.4543	3.1458	3.7211	3.9129	3.9381	3.5415	3.2271	3.484	3.422	3.9205
Slco3a1	chr7	-	81420303	81699666	0.105	0.0839	0.0917	0.1201	0.08	0.0889	1.0776	1.2218	1.1138	1.1546	0.8822	0.8333	1.3058	1.0278	2.315	1.6238	0.9336	1.0781
Mrgpra9	chr7	-	54490288	54508218	0.05	0.05	0.05	0.05	0.05	0.0653	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Gprc5b	chr7	-	126115553	126138725	2.818	2.5925	2.7356	2.4877	3.8805	3.5924	3.7318	2.979	1.5945	1.8209	3.2249	3.2101	3.558	3.1699	0.9204	1.6496	3.4197	2.628
Grwd1	chr7	-	53080592	53086159	12.5138	16.6772	18.2592	17.1559	18.9859	20.7646	23.9097	25.6888	32.4137	32.5193	25.1028	23.4336	16.3584	14.4597	12.036	16.0993	14.5691	12.0321
Mir3102	chr7	-	108030819	108030923	2.2569	1.0986	1.895	0.9942	1.4066	1.9033	0.7692	2.4774	1.4841	2.418	1.5143	0.8922	2.6778	3.0334	3.1374	1.9887	3.3738	4.004
Dub2a	chr7	-	110398599	110401019	0.1501	0.0611	0.0695	0.1299	0.0992	0.1481	0.05	0.0885	0.076	0.0963	0.05	0.0634	0.0917	0.0816	0.05	0.05	0.1438	0.1161
Pira7	chr7	-	3789723	3849722	0.0804	0.0584	0.05	0.05	0.0593	0.0574	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0593	0.05	0.05
Gm4763	chr7	-	25507512	25509309	0.05	0.05	0.05	0.0686	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0729	0.05	0.05
Mcmbp	chr7	-	135839972	135883943	14.6481	14.6847	17.2757	15.8209	16.5988	16.5254	17.767	17.415	23.3424	23.0717	20.182	21.1047	14.9111	14.0582	14.8275	16.042	15.7859	16.5701
Sigirr	chr7	-	148277073	148286445	4.1527	3.7946	4.6461	4.1291	3.8277	4.9976	2.1642	1.7203	2.5983	2.5631	2.0312	2.1408	1.183	1.2583	1.3516	0.9821	0.5422	0.8331
Cog7	chr7	-	129066352	129125207	7.6218	7.5306	9.5086	8.0514	7.7163	5.9199	5.7231	5.127	6.5957	6.7302	5.577	6.1624	4.9223	5.2768	4.6815	4.804	5.1973	5.7684
Bcl7c	chr7	-	134848491	134852280	7.0154	7.2824	8.3349	7.6987	8.0074	9.9033	13.1874	14.3948	13.894	13.3793	13.324	13.5521	13.337	12.134	11.5849	13.5055	13.8809	13.2601
Eed	chr7	-	97103163	97129486	47.7524	56.3491	55.7037	54.4309	52.6377	61.1386	23.3233	24.1308	29.2798	28.2265	25.4566	26.8383	24.0846	21.5883	16.3955	20.9171	22.8804	21.2727
Csrp3	chr7	-	56085767	56103421	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.3075	0.2094	3.02	0.5888	0.2671	0.4281
C230052I12Rik	chr7	-	36177170	36181786	2.4339	3.2825	3.8418	3.3451	2.3946	3.3827	3.5011	3.4974	4.5187	4.3833	3.05	2.7444	2.4828	2.1902	1.5345	2.2264	1.8329	1.7083
Tnfrsf26	chr7	-	150793589	150813750	0.1161	0.0805	0.0822	0.061	0.1583	0.1417	0.0626	0.05	0.0643	0.0691	0.0557	0.0868	0.0806	0.0761	0.0644	0.0771	0.1468	0.1154
Olfr303	chr7	-	93543046	93544006	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Snord34	chr7	-	52381972	52382038	26.8769	26.4867	32.0295	30.3021	64.7888	52.8586	27.2478	31.6063	25.2309	28.7527	35.1746	30.2432	18.6835	18.0708	17.8884	14.7135	17.2172	12.1832
Tbcb	chr7	-	31009149	31017048	22.5519	28.3897	28.4853	28.1357	27.2835	30.6807	26.5116	26.1989	23.791	24.5331	25.3094	26.6342	33.6581	29.7414	31.1645	33.9117	30.4687	27.6157
Ric3	chr7	-	116177832	116226838	1.0005	0.9497	1.3962	1.6323	1.6816	1.484	1.3244	1.4936	1.4365	1.2623	1.4799	1.3703	0.9104	0.8992	0.5352	0.9081	0.8377	0.634
Siglece	chr7	-	50906439	50915531	0.0855	0.0598	0.1019	0.0766	0.0827	0.1021	0.0905	0.141	0.1076	0.1012	0.1049	0.0974	0.1855	0.2458	0.0847	0.0936	0.1642	0.1553
1600010M07Rik	chr7	-	117141890	117150160	0.1565	0.05	0.05	0.0766	0.0827	0.1021	0.05	0.0842	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0812	0.0851
Olfr577	chr7	-	110121565	110122504	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Mir3103	chr7	-	135431882	135431949	0.5394	0.3213	0.05	0.5385	0.6516	0.2897	0.3291	0.364	0.05	0.6155	0.3026	0.05	0.05	0.4359	1.328	0.05	0.9099	0.373
Cd33	chr7	-	50782825	50788541	0.0755	0.0995	0.0998	0.1518	0.1049	0.1187	0.1009	0.14	0.1412	0.1089	0.1027	0.1011	0.1474	0.0902	0.1	0.1049	0.0948	0.1005
Nsmce4a	chr7	-	137676039	137690895	41.3612	36.6538	49.8133	39.887	38.0276	38.2956	40.7306	41.4214	38.6549	40.6702	44.4817	45.2659	47.4237	40.9511	32.8527	41.2739	47.6787	40.5909
Olfr486	chr7	-	115315311	115316256	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Fes	chr7	-	87522643	87532832	0.7267	0.333	0.5942	0.4411	0.2762	0.1954	0.402	0.3242	0.3817	0.4958	0.5462	0.5257	0.5118	0.4245	0.4763	0.4369	0.3768	0.6534
Chrna10	chr7	-	109259779	109265227	0.0761	0.0717	0.0627	0.076	0.05	0.0947	0.0574	0.05	0.0924	0.0726	0.0567	0.0674	0.05	0.0912	0.0585	0.058	0.0653	0.0672
Olfr517	chr7	-	116011721	116012666	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.07	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Vmn1r58	chr7	-	5360491	5364747	5.6779	4.8922	5.9089	5.3628	6.6679	5.4738	3.5874	4.3753	4.8441	5.3019	5.158	4.634	3.5596	3.475	4.4031	4.5414	4.6074	4.0394
Zbtb45	chr7	-	13591014	13595149	7.0367	9.3669	9.2254	8.9289	10.617	11.5108	3.912	4.6802	4.5404	4.2282	4.2961	3.6724	4.243	3.5176	3.2909	3.8563	3.487	3.0841
Trim30a	chr7	-	111557539	111613707	0.0848	0.0596	0.05	0.0587	0.0607	0.0585	0.2186	0.156	0.2026	0.2058	0.1263	0.172	0.1406	0.1392	0.1579	0.1997	0.1162	0.182
Tbc1d10b	chr7	-	134340973	134351982	13.8533	15.4333	15.876	15.1884	16.071	15.0224	9.5467	9.0694	10.2936	10.269	9.2811	9.4627	6.6938	8.287	6.6383	6.116	6.2901	8.4484
Vmn1r185	chr7	-	27396137	27397097	0.05	0.05	0.05	0.05	0.071	0.05	0.05	0.0719	0.0722	0.0697	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Cuzd1	chr7	-	138452067	138465806	0.05	0.05	0.0784	0.0645	0.0768	0.05	0.0583	0.0593	0.0689	0.0752	0.05	0.0597	0.0803	0.1073	0.069	0.05	0.067	0.0788
Olfr700	chr7	-	113949023	113949974	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Nlrp2	chr7	-	5250148	5302637	0.0596	0.0607	0.0688	0.0788	0.0678	0.0594	0.0555	0.05	0.0688	0.05	0.0798	0.0629	0.0634	0.0576	0.0563	0.1152	0.0838	0.0818
Olfr64	chr7	-	111041323	111042985	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.063
4833412C05Rik	chr7	-	74929423	74948382	0.0803	0.05	0.05	0.05	0.0686	0.05	0.1191	0.05	0.05	0.1025	0.2062	0.1107	0.3023	0.2887	0.2081	0.1803	0.4933	0.5896
Ins2	chr7	-	149864560	149865613	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.1709	0.0958	0.0879	0.05	0.186	0.0883
Mrgprb2	chr7	-	55806335	55813456	0.05	0.05	0.05	0.05	0.05	0.05	0.059	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Pex11a	chr7	-	86882149	86887911	1.8778	3.3377	1.8691	2.7497	2.8015	3.4122	3.4749	3.8315	3.3951	2.8301	3.0339	3.3634	2.5373	1.9032	2.8506	2.1373	1.8634	2.0444
Snord64	chr7	-	67123696	67123742	57.7862	69.1949	36.2008	39.5416	59.6373	41.6006	309.7945	326.589	268.7025	288.3245	292.1267	299.0104	67.8778	72.5592	121.506	101.7384	85.2157	137.4357
Xpo6	chr7	-	133245232	133343922	21.6512	23.9407	24.8751	22.8968	26.9182	24.1568	24.8259	25.8224	28.6267	27.6444	25.5612	24.3782	17.054	17.9029	13.3879	16.1545	16.4761	19.3789
Ascl2	chr7	-	150152726	150155169	1.5348	2.1471	0.8237	1.2074	1.7254	1.4649	1.9639	1.0549	2.1648	1.7893	1.6141	2.4952	0.6292	0.9161	0.2625	0.2876	0.2764	0.6945
Gm1078	chr7	-	4916861	4922563	0.05	0.05	0.05	0.0552	0.05	0.05	0.0619	0.0633	0.05	0.05	0.0822	0.0569	0.1006	0.091	0.0568	0.082	0.1353	0.1049
Vmn2r52	chr7	-	10744000	10761635	0.05	0.05	0.05	0.05	0.0658	0.05	0.05	0.0582	0.05	0.05	0.05	0.0586	0.05	0.05	0.05	0.05	0.0575	0.05
Tomm40	chr7	-	20286661	20300778	34.2161	45.1171	45.7926	41.7212	48.1015	59.3121	52.8345	52.7196	57.9598	59.235	53.3227	52.6271	30.7392	25.4714	21.6488	31.1891	26.9541	26.5386
Tmem135	chr7	-	96288230	96487297	6.1673	5.7737	6.5966	6.0016	5.0764	4.7297	4.7588	4.4079	4.5502	4.5384	3.6056	3.7798	3.9968	5.322	5.7015	3.8553	3.9085	5.4534
Uba2	chr7	-	34925715	34953548	59.2095	70.4754	81.4686	73.3659	71.3175	84.577	68.7692	66.0798	76.6756	75.795	74.3523	73.9266	50.8771	46.0765	44.4056	53.108	55.935	51.5249
Ppfia3	chr7	-	52594495	52622389	2.1052	2.4069	2.8431	2.2664	2.1997	2.1559	1.7293	1.5286	0.7725	0.9999	1.4514	1.4406	0.7754	0.7408	0.3975	0.3649	0.4407	0.4859
Ube2m	chr7	-	13620468	13623624	35.6632	39.0334	41.0907	41.9204	40.3719	45.7133	46.8618	50.8918	44.921	46.0856	52.7253	49.6463	62.5594	57.6031	50.7442	58.8515	60.0887	62.2165
Nlrp9c	chr7	-	27149905	27179262	0.05	0.05	0.0712	0.0608	0.0633	0.0553	0.05	0.05	0.05	0.0563	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Snord35b	chr7	-	52378395	52378481	5.0064	6.6015	7.859	8.6136	10.8303	15.7381	7.225	7.8779	8.9692	8.6408	7.3301	5.9065	4.5519	4.8604	3.5347	4.5045	4.2928	3.8249
Calca	chr7	-	121774991	121779871	5.2909	5.5062	1.1453	1.1931	2.4458	3.3184	5.6382	4.3027	4.1998	4.5792	7.039	8.8152	1.3654	1.3176	0.5675	1.553	1.4042	1.707
Tbc1d17	chr7	-	52096145	52104449	8.7734	8.2746	9.0131	7.8963	7.3338	7.2132	11.8758	12.3118	10.5191	10.2029	10.7389	10.5656	8.5871	9.4639	7.2594	7.4839	6.9017	7.9716
Arl6ip1	chr7	-	125262403	125273139	81.522	78.8547	99.4187	89.6984	107.0437	147.2599	81.395	79.9926	69.9986	69.6938	77.5948	78.9047	73.5678	75.5228	66.895	75.902	79.9424	84.7262
Prss53	chr7	-	135028957	135034484	0.2184	0.1936	0.2269	0.1664	0.4243	0.196	0.1091	0.1165	0.1089	0.1024	0.157	0.0933	0.239	0.1726	0.253	0.1934	0.1486	0.1526
Bet1l	chr7	-	148039282	148042282	6.9373	6.2567	8.663	7.2101	6.7509	7.1597	4.7728	4.4961	5.4042	5.0911	4.4003	4.3394	5.1126	6.2474	4.8912	5.2984	4.2076	5.5723
9230107M04Rik	chr7	-	14140214	14156416	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Ffar2	chr7	-	31603375	31608794	0.224	0.14	0.1179	0.0732	0.1998	0.1523	0.0765	0.0574	0.0651	0.05	0.062	0.05	0.1386	0.0866	0.0879	0.0643	0.0568	0.0577
Zscan4d	chr7	-	11746991	11751497	0.9224	0.2964	0.4192	0.8798	0.5255	0.695	0.1439	0.0711	0.5741	0.2497	0.1774	0.2039	0.1415	0.2058	0.05	0.0905	0.5706	0.2021
Gm4133	chr7	-	20918490	23114736	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
2210010C17Rik	chr7	-	20522653	20536092	2.3859	1.6038	0.725	0.6718	2.1559	2.5673	0.3164	0.1277	0.14	0.12	0.2464	0.3042	0.1582	0.1455	0.0952	0.0819	0.1615	0.1185
Vmn1r176	chr7	-	24619830	24620745	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Vmn2r34	chr7	-	7624539	7642109	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Mboat7	chr7	-	3629390	3645127	10.8429	11.5673	11.8536	10.9492	13.0945	15.0018	11.7041	12.7163	11.5321	11.1992	11.3309	10.5734	9.4681	12.3765	11.3774	11.9654	8.2317	11.4351
Vmn1r94	chr7	-	20752808	22949054	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr616	chr7	-	110712837	110713791	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Psmc4	chr7	-	28826720	28835111	45.5109	62.0052	55.9251	59.3365	55.9101	64.0727	66.5755	71.6889	76.835	76.2735	68.6308	63.6712	61.0933	52.8423	60.9439	66.9957	55.1747	48.2041
Sbk2	chr7	-	4908682	4915950	0.453	0.3691	0.1342	0.2655	0.28	0.1487	0.1485	0.1424	0.0687	0.0666	0.1243	0.1846	0.05	0.0954	0.0688	0.0677	0.1174	0.088
Gm10670	chr7	-	21059308	23249094	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Irgc1	chr7	-	25216944	25230701	0.0858	0.0699	0.05	0.0589	0.083	0.05	0.0602	0.073	0.05	0.05	0.05	0.05	0.0624	0.05	0.0617	0.061	0.0605	0.05
Olfr589	chr7	-	110303305	110304259	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Mrgprx1	chr7	-	55276340	55282967	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr694	chr7	-	113832295	113833243	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0678	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Pdcd2l	chr7	-	34969515	34981666	15.2048	14.0179	15.6285	13.6223	13.4497	13.2698	13.2395	14.2663	13.7176	13.6635	12.83	11.6734	12.6708	12.4036	9.6602	10.4848	10.4079	10.2558
Slco2b1	chr7	-	106806313	106859850	0.0631	0.0609	0.05	0.05	0.0581	0.0564	0.0612	0.0584	0.0543	0.05	0.067	0.0632	0.0774	0.0707	0.05	0.0662	0.0808	0.0977
B230206H07Rik	chr7	-	148545076	148551009	0.0612	0.05	0.0718	0.0556	0.0706	0.0719	0.05	0.0643	0.0645	0.0823	0.0558	0.0798	0.05	0.05	0.05	0.05	0.0631	0.05
Olfr691	chr7	-	112485259	112486228	0.0838	0.125	0.116	0.1344	0.0708	0.1163	0.05	0.0717	0.05	0.05	0.0675	0.0726	0.05	0.0767	0.05	0.05	0.0698	0.117
Erf	chr7	-	26027578	26035777	28.7575	28.488	27.1637	24.0312	32.5516	34.2411	12.1989	13.6766	15.1893	14.4674	11.9234	11.8837	21.4915	22.555	19.4578	22.9118	17.6861	21.4335
Hbb-b1	chr7	-	110961041	110962437	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.1955	0.2978	0.4603	0.211	0.05	0.4303
Olfr569	chr7	-	110035720	110036665	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0774	0.05	0.05	0.05	0.05
Olfr6	chr7	-	114099497	114100448	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Ccdc9	chr7	-	16859390	16872144	5.9315	7.1291	6.0726	6.6409	7.8138	6.3996	8.1915	8.6042	8.1168	7.4064	8.3461	7.7187	7.8482	6.4788	5.6056	6.5302	6.5809	7.1071
9430041J12Rik	chr7	-	4025726	4072330	0.2485	0.278	0.2022	0.142	0.1459	0.175	0.0581	0.0682	0.1145	0.1074	0.0646	0.1258	0.0599	0.0836	0.05	0.05	0.0666	0.05
Ccdc81	chr7	-	97014657	97052139	0.0866	0.05	0.0619	0.0622	0.08	0.0858	0.1195	0.1438	0.1292	0.1063	0.0877	0.0826	0.2362	0.2133	0.0818	0.0875	0.0857	0.0902
Cdc42ep5	chr7	-	4102861	4116301	8.2092	7.013	14.3371	11.9645	13.8129	16.1302	8.3388	10.447	9.4458	8.7983	10.6062	10.1374	4.1884	6.095	9.4647	10.7379	7.3849	11.6731
Fxyd3	chr7	-	31855553	31861716	0.1126	0.05	0.1721	0.1125	0.0885	0.05	0.0857	0.05	0.172	0.05	0.0823	0.05	0.2238	0.1487	0.6628	0.9735	0.2699	0.3804
9930013L23Rik	chr7	-	91081366	91235015	0.474	0.2697	0.2927	0.3698	0.3701	0.2803	0.0737	0.0677	0.1009	0.0846	0.0667	0.0746	0.066	0.05	0.0741	0.0698	0.0527	0.0652
Vmn2r73	chr7	-	93006056	93024448	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0574	0.05	0.05	0.05	0.0601	0.05	0.05	0.05	0.05
Ftl1	chr7	-	52713313	52715256	2451.8829	2979.5496	3331.1956	3525.5025	2684.8427	2248.8384	2970.7573	2378.0929	2444.1732	2508.886	2466.952	2610.2008	1405.1533	1853.0174	1080.6359	989.8343	1058.6675	1142.8203
Mkrn3	chr7	-	69562478	69565025	0.9769	0.9277	0.841	0.8018	0.865	0.8509	1.6724	1.5863	1.5307	1.545	1.1861	1.2967	2.4464	2.2833	2.0082	1.8549	2.606	2.3443
4930543E12Rik	chr7	-	120243749	120285529	0.096	0.0627	0.1396	0.05	0.05	0.0613	0.05	0.05	0.0948	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
2210018M11Rik	chr7	-	105739115	105805079	10.9468	11.5329	10.431	10.0595	10.6545	11.57	12.4877	11.748	11.0432	12.094	12.2204	12.4722	11.057	10.3434	10.0118	11.4924	10.805	10.4078
Gm166	chr7	-	134725896	134732109	1.0843	1.1107	1.0714	1.0955	0.8765	0.8607	0.603	0.5726	0.5793	0.7522	0.5905	0.499	1.0558	0.9676	0.9616	1.3698	0.6861	0.673
Crx	chr7	-	16451295	16465304	0.289	0.1584	0.3149	0.2561	0.3505	0.2842	0.2111	0.2173	0.2406	0.2571	0.2631	0.2749	0.2537	0.2556	0.3053	0.2972	0.3427	0.2508
Hcst	chr7	-	31202730	31204873	0.1984	0.0911	0.1947	0.087	0.05	0.05	0.1346	0.2404	0.05	0.0929	0.1266	0.3473	0.1531	0.2255	0.1469	0.1868	0.1803	0.1969
Hbb-bh2	chr7	-	110987637	110989035	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.1425	0.0883	0.05	0.05	0.0887
Olfr685	chr7	-	112328874	112329825	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Vmn1r-ps79	chr7	-	20941974	23139574	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0537	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Prss36	chr7	-	135076151	135090239	1.5282	2.0569	1.941	2.2368	1.6829	1.7921	1.4	1.239	1.4143	1.4796	1.5315	1.5309	1.9993	1.9843	1.0081	1.2093	1.8757	1.7894
Olfr706	chr7	-	114029378	114030329	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr575	chr7	-	110103177	110104134	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.072	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
2310008H09Rik	chr7	-	125985731	125999512	17.6478	20.4955	24.16	20.7407	19.9208	22.8802	23.4797	24.9861	27.9479	27.9795	25.2571	24.8593	23.8348	19.7415	19.2704	23.5967	22.9498	18.7311
Kctd15	chr7	-	35424035	35437860	2.8107	2.304	1.1509	1.5094	2.6581	2.8946	2.0121	1.9086	1.6142	1.6607	2.4222	2.7839	7.0117	6.7955	5.7234	6.8906	6.7487	6.1183
Ppp1r15a	chr7	-	52778287	52781638	7.277	6.9008	8.1272	6.8785	6.2035	6.5173	8.4451	8.2683	9.3238	8.5146	7.8141	7.7971	9.3472	11.8249	5.732	5.2635	3.8381	5.1545
Nr1h2	chr7	-	51805002	51809293	21.2798	23.5306	25.3013	20.8346	21.9602	24.6783	20.7107	19.4264	20.5971	20.7791	19.9022	20.1858	11.501	10.4424	10.9984	11.6154	9.4808	10.5132
Eif4g2	chr7	-	118211498	118226544	76.562	86.4854	91.2617	88.9637	80.8396	86.0168	114.7854	123.9898	143.6026	138.3443	123.048	118.9277	119.9731	106.9491	106.0899	118.1868	118.135	104.7143
Idh2	chr7	-	87239733	87260236	83.2644	68.5624	87.002	72.6046	70.976	53.3715	29.0046	24.5505	25.7661	27.6693	28.9685	31.3076	58.7731	56.3069	53.8231	50.0232	62.2345	56.3395
Mark4	chr7	-	20011423	20043843	6.2768	6.2613	8.0201	6.237	4.5109	3.8397	9.8917	10.5827	10.7082	10.3982	9.1511	9.0168	10.9784	12.7319	10.8904	10.2249	9.5968	12.1026
Olfr629	chr7	-	110888714	110889836	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr645	chr7	-	111232644	111233592	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Dhx32	chr7	-	140912617	140968486	14.3631	14.7583	15.3596	13.7638	12.0121	10.1739	11.7855	10.9452	10.4805	10.3981	9.1105	9.3505	15.8813	13.624	7.949	9.4777	15.1046	10.4769
Obox3	chr7	-	16210654	16225126	0.3159	0.1294	0.2096	0.1521	0.1506	0.1602	0.085	0.0894	0.143	0.1091	0.1978	0.132	0.1352	0.0823	0.1034	0.1003	0.2417	0.1715
