Probe	Chromosome	Start	End	Strand	TSC_1	TSC_2	TSC_3	TSC_4	TSC_5	diffTSC_d1_1	diffTSC_d1_2	diffTSC_d1_3	diffTSC_d3_1	diffTSC_d3_2	diffTSC_d3_3
Zap70	1	36761861	36782816	+	-1.5692703	-1.781125	-0.8884785	-0.5980496	-2.4889517	-3.2311025	-3.243128	-6.7552423	-2.861011	-2.4635212	-2.2204404
Tmem131	1	36792191	36939527	-	3.472586	3.5917637	3.5539312	3.4634957	3.6230106	3.5576518	3.428917	3.567615	3.535697	3.3788526	3.436881
Rpl12-ps1	1	36957893	36958517	-	-5.936795	-5.7454376	-3.630399	-3.8056335	-5.086482	-5.6681685	-6.2365875	-5.1048455	-3.7955766	-3.6204793	-4.029475
Vwa3b	1	37026596	37076996	+	-7.716965	-7.373605	-5.258566	-5.4338	-6.714649	-7.296335	-6.712751	-6.7330127	-5.4237437	-5.2486463	-5.657642
Vwa3b	1	37153844	37187605	+	-7.3566337	-7.013273	-4.7462316	-5.073469	-6.354318	-6.9360037	-7.504422	-6.3726807	-5.063412	-4.8883142	-5.145307
Cnga3	1	37218336	37263384	+	-3.1166885	-3.121251	-2.7286782	-2.1383784	-5.5066895	-3.8404481	-4.3348665	-4.355128	-5.215784	-6.040687	-4.449682
Inpp4a	1	37299865	37410736	+	-0.23367825	-0.3149314	-0.37574244	-0.22904883	-0.72873205	-0.0782867	-0.12210836	-0.6567092	0.2740481	0.5375014	0.8754357
4930439A04Rik	1	37329667	37334172	-	-6.5509553	-6.207595	-4.092556	-4.2677903	-5.5486393	-6.130325	-6.6987443	-5.5670023	-4.2577333	-4.0826364	-4.491632
6330578E17Rik	1	37417084	37430103	-	3.8134348	3.6572058	3.6403248	3.8504329	3.3543534	4.1569657	4.0736876	3.7911408	4.213456	3.9792094	4.103914
Unc50	1	37430170	37439124	+	3.2605388	3.386954	3.0140266	3.1200414	2.699558	3.790987	3.9027073	3.3161092	3.5597017	3.5359297	3.7913308
Mgat4a	1	37439340	37541016	-	-0.5396256	-0.8224501	-0.7163999	-0.30667216	-0.8149312	-0.018105531	-0.1426792	0.002925209	3.2122362	3.331341	3.5312626
2010300C02Rik	1	37611677	37720085	-	-0.9695903	-1.1310985	-1.2144732	-0.86775523	-2.0490682	-2.4291203	-2.2234209	-3.0674317	-2.7581627	-2.9049933	-2.8114886
4930556I23Rik	1	37614259	37615372	+	-5.930369	-5.5870085	-3.4719696	-3.6472042	-4.928053	-5.509739	-6.078158	-4.946416	-3.6371472	-3.46205	-3.8710454
Tsga10	1	37754572	37865298	-	-3.169683	-3.3063157	-2.9797723	-2.8070836	-2.9883966	-3.00124	-2.6878402	-3.0807607	-2.1125286	-1.4520044	-1.2089235
Lipt1	1	37871738	37877387	+	0.7414785	0.70769817	0.77566874	0.69996995	-0.2398419	0.44961917	0.39082104	0.02636235	-0.3895088	0.25834146	0.17127395
Mitd1	1	37874801	37890411	-	3.0102742	2.9553406	2.8245056	2.9025245	3.0658598	3.3917053	3.206572	3.5320642	3.3639607	3.7604246	3.7457972
Mrpl30	1	37890477	37898535	+	3.9109986	3.7796268	3.5871685	3.7379587	3.7431412	3.907118	3.7956424	3.8189354	3.6257043	4.1239166	3.861456
Lyg2	1	37905921	37916493	-	-8.126391	-7.783031	-5.667992	-5.843227	-7.124075	-7.705761	-8.27418	-7.142439	-5.83317	-5.6580725	-6.0670676
Gm15457	1	37933596	37954136	+	-8.763259	-8.419898	-6.30486	-6.4800944	-7.760943	-8.3426285	-8.911048	-7.7793064	-6.4700375	-6.29494	-6.703935
Lyg1	1	37946736	37957759	-	-6.5955014	-6.2521415	-4.1371026	-4.312337	-5.593186	-6.174872	-6.743291	-5.611549	-4.30228	-4.127183	-4.536178
Txndc9	1	37983867	37997346	-	3.1880696	3.1209898	2.9453385	2.9071174	3.021151	3.5118651	3.5174353	3.3862617	3.7092774	3.6447384	3.6742618
Eif5b	1	37998010	38055579	+	5.2740602	5.0955105	5.058344	5.1073246	5.6637554	5.207936	5.2312546	6.051206	5.362894	5.4199634	5.4484034
Rev1	1	38052787	38129662	-	2.8287299	2.8911488	2.9642284	2.9737103	2.8924465	3.0421238	2.8448565	3.16359	2.97948	2.8966863	2.947589
Aff3	1	38177326	38664955	-	-3.6766636	-2.9613342	-3.083335	-3.6064923	-3.5394177	-3.8840647	-4.0706134	-4.557781	-2.1978862	-1.7108449	-1.4071225
Gm16150	1	38235420	38246666	+	-6.633976	-6.2906156	-4.1755767	-4.350811	-5.63166	-6.213346	-6.781765	-5.650023	-4.340754	-4.1656566	-4.5746527
Gm16151	1	38307902	38311930	+	-6.120758	-5.777397	-3.6623588	-3.8375933	-5.118442	-5.700128	-6.2685466	-5.1368055	-3.827536	-3.6524389	-4.0614347
Gm16152	1	38384949	38393974	+	-7.656733	-7.313372	-5.1983337	-5.3735685	-6.6544166	-7.236103	-7.8045216	-6.6727805	-5.3635116	-5.188414	-5.5974097
Lonrf2	1	38793669	38836090	-	-9.419242	-9.075882	-6.960842	-7.1360774	-8.416925	-6.2616463	-6.607673	-8.435288	-6.9740167	-6.950923	-7.2079153
Chst10	1	38863877	38898160	-	-1.3472089	-1.606958	-2.9883451	-1.723007	-2.4968956	-2.3740377	-2.4018884	-4.1002216	-4.375915	-2.2008178	-3.8728478
Nms	1	38939149	38950278	+	-6.7711916	-6.4278316	-4.3127923	-4.488027	-5.7688756	-6.350562	-6.918981	-5.787239	-4.47797	-4.3028727	-4.7118683
Pdcl3	1	38987814	38997236	+	4.2939954	4.261086	4.252824	3.9637694	4.095601	4.568962	4.654078	4.839259	5.2486997	4.945472	4.9935107
Npas2	1	39193731	39363234	+	-1.4995521	-1.2738433	-0.92433906	-1.2694986	-2.3176866	-2.4997652	-2.630063	-4.305676	-1.9375136	-1.7624162	-1.2917061
Rpl31	1	39367851	39371908	+	8.240016	8.29268	8.610397	8.064605	8.100799	7.938843	8.208381	7.4785457	7.4526467	7.4061193	7.5510426
Tbc1d8	1	39371499	39478747	-	1.0286639	1.011776	1.2411672	1.2401376	0.43294653	1.4654678	1.3827055	1.0207263	0.6990203	0.843744	0.5713215
D1Bwg0212e	1	39534992	39546881	+	3.449683	3.4079735	3.594598	3.3427422	3.3011932	3.0005198	2.9203384	2.8552024	2.7196226	2.7290916	2.5678387
Gm15832	1	39547570	39552002	-	1.3254944	1.0399492	1.413056	0.7256156	1.8086504	-0.3952311	-0.4072568	0.1680915	-1.107602	-2.4350052	-1.107035
Rnf149	1	39551296	39577405	-	3.254211	3.0745869	3.254537	2.8981326	3.604528	1.567675	1.5542433	2.1026158	1.0682977	0.18146743	0.9619495
Creg2	1	39618406	39651182	-	-6.1506715	-5.106871	-6.844275	-7.01951	-4.826427	-7.145078	-6.128535	-4.581756	-7.009453	-6.8343554	-7.0913477
Rfx8	1	39665306	39720997	-	-3.8015368	-5.043139	-4.250028	-5.4252625	-5.7061114	-7.287797	-6.8562164	-4.139512	-5.567209	-5.3921113	-5.801107
Gm3646	1	39804141	39805332	-	-5.288926	-4.945565	-2.8305266	-3.0057611	-4.2866096	-4.868296	-5.4367146	-4.304973	-2.9957042	-2.820607	-3.2296026
Map4k4	1	39900913	40026310	+	5.287316	5.139393	5.26791	5.2598987	5.287222	4.9964643	5.053642	5.406433	6.6411467	6.8247066	6.811228
Il1r2	1	40084768	40125219	+	-1.9894726	-1.8831512	-1.5754673	-1.5807768	-0.47696155	-1.1213834	-1.2043756	-1.6575963	-0.28121316	-1.1061158	-0.27410343
Il1r1	1	40225080	40316198	+	-2.0702207	-2.0859413	-1.4500701	-2.146137	-1.5242827	-1.589719	-1.9509054	-1.740092	-2.2002103	-2.092227	-2.1931005
Il1rl2	1	40324627	40365471	+	-6.578341	-7.386984	-5.271945	-5.44718	-6.728028	-7.309715	-7.8781333	-6.746392	-5.4371223	-5.2620254	-5.671021
Il1rl1	1	40429570	40465415	+	-4.4002085	-4.8089204	-4.134454	-5.532081	-5.8129296	-7.979578	-6.7406425	-6.416256	-7.25899	-7.0838923	-7.492888
Il18r1	1	40465552	40500854	+	-5.05544	-4.349509	-5.404395	-4.9946675	-5.860479	-6.4421644	-5.103693	-5.5569134	-6.569573	-6.3944755	-6.803471
Il18rap	1	40515362	40551705	+	-1.9107505	-2.2066424	-2.3882205	-2.917092	-2.2181187	-6.1421967	-6.7106156	-4.8012667	-7.2289634	-7.0538654	-5.3108587
Slc9a4	1	40580227	40630731	+	-8.701198	-8.357838	-6.242799	-6.4180336	-7.6988816	-8.280568	-8.848987	-7.7172456	-6.4079766	-6.232879	-6.6418743
Slc9a2	1	40681712	40768885	+	-4.2494087	-4.754045	-4.375972	-6.136169	-4.0950894	-5.998704	-6.5671225	-6.435381	-6.126112	-6.103018	-6.512014
Mfsd9	1	40772038	40790687	-	-9.124423	-8.781062	-6.666023	-6.841257	-8.122107	-8.703793	-9.272211	-8.14047	-6.8312006	-6.6561027	-7.065099
Tmem182	1	40805601	40855944	+	-7.593063	-7.2497025	-5.1346636	-5.309898	-6.590747	-7.1724324	-7.740852	-6.6091104	-5.299841	-5.124744	-5.5337396
AC101702.1	1	40863734	40864219	-	-5.7258987	-5.382538	-3.267499	-3.4427335	-4.7235823	-5.3052683	-5.873687	-4.7419457	-3.4326768	-3.2575796	-3.6665752
Gm9915	1	42229726	42231108	+	-7.2346716	-6.891311	-4.7762723	-4.9515066	-6.2323556	-6.814041	-7.3824606	-6.2507186	-4.9414496	-4.766352	-5.175348
2610017I09Rik	1	42648162	42667672	-	-6.6543956	-6.3110347	-4.1959963	-4.3712306	-5.6520796	-6.2337656	-6.802184	-5.6704426	-4.361174	-4.186076	-4.595072
2610017I09Rik	1	42692940	42694825	-	-7.471742	-7.1283817	-5.0133433	-5.1885777	-6.469426	-7.0511117	-7.619531	-6.4877896	-5.17852	-5.003423	-5.412419
Gm20646	1	42694925	42740968	+	-6.1674085	-5.824048	-3.7090087	-3.8842437	-5.165092	-5.746778	-6.3151975	-5.1834555	-3.8741865	-3.6990893	-4.1080847
Pou3f3	1	42697146	42700207	+	-3.5854855	-4.078626	-3.7709422	-3.6242485	-5.2270255	-3.2851493	-3.792168	-4.2453885	-3.9361196	-2.5910974	-2.8480897
Mrps9	1	42851233	42905682	+	4.6197896	4.5832872	4.6088014	4.868344	4.7446785	4.64398	4.546466	4.8346148	4.412902	4.6983223	4.35211
Gpr45	1	42952872	43035449	+	-7.563468	-8.37211	-6.257072	-6.432306	-7.713155	-8.294841	-7.711257	-7.7315187	-6.422249	-6.2471523	-6.6561475
AC112941.2	1	42953139	43030781	+	-7.557642	-7.214282	-5.099243	-5.2744775	-6.5553265	-7.1370125	-6.5534277	-6.5736895	-5.2644205	-5.0893235	-5.498319
Tgfbrap1	1	43047269	43098622	-	0.69548714	0.73890865	0.86602026	1.117796	0.5583288	1.2159811	1.1635131	1.1920422	2.1660917	2.216977	2.2512157
8430432A02Rik	1	43092588	43093835	+	-6.934485	-6.7431283	-4.628089	-4.8033233	-6.0841722	-6.6658583	-7.234277	-6.1025352	-4.793267	-4.6181693	-5.0271645
AI597479	1	43098710	43115947	+	2.8191965	2.726458	2.8609493	2.930928	2.517864	2.4209666	2.2921119	2.2621424	2.3104815	2.371853	2.337513
Fhl2	1	43123074	43163961	-	2.6295583	2.3533022	2.6830301	2.5317745	1.8411634	0.19486819	0.30038524	0.58274895	2.6189995	2.2644167	2.4074688
Nck2	1	43445751	43570515	+	2.8870056	2.8102577	3.0115638	2.8903337	2.283807	2.695608	2.784531	2.145024	2.2065618	2.2033217	2.283364
1500015O10Rik	1	43730602	43742578	+	-6.6180696	-6.274709	-4.1596704	-4.334905	-5.6157537	-6.1974397	-6.7658587	-5.6341166	-4.3248477	-4.14975	-4.5587463
Uxs1	1	43746966	43827800	-	2.4374304	2.614859	2.618005	2.5134063	2.4418778	2.2184968	2.323366	2.2470531	3.5599275	3.8121426	3.7821836
Tpp2	1	43934002	44002999	+	4.713316	4.663445	4.7405286	4.937527	5.055899	4.562344	4.4085617	5.1387873	4.725025	4.811822	4.7786193
A530098C11Rik	1	44009408	44020034	-	-8.871207	-8.527846	-6.412808	-6.5880423	-7.868891	-8.450577	-9.018996	-7.887254	-6.577985	-6.402888	-6.8118834
Gm8251	1	44055952	44061936	-	-9.348222	-9.004861	-6.8898225	-7.065057	-8.345905	-7.775588	-9.496011	-8.364269	-7.0549994	-6.8799024	-7.288898
1700029F09Rik	1	44086613	44102441	-	3.7133207	3.6875203	3.5453827	3.55558	3.3547308	3.4309597	3.197123	3.2767875	3.6366289	3.5480895	3.408742
Kdelc1	1	44091463	44118808	-	2.6284308	2.6111434	2.7183814	2.8119636	2.2465692	2.3532422	2.1490884	2.068568	2.5807502	2.5430863	2.423238
Bivm	1	44118957	44144770	+	1.7572376	1.6767902	2.039139	2.1779058	1.1973624	2.1995625	2.0071685	1.6556388	2.2194123	2.281299	2.0649486
Ercc5	1	44147847	44181260	+	2.8286695	2.7645261	3.1608512	3.1080525	2.7653093	2.6809995	2.6604366	2.7587554	2.7392192	2.7584786	2.7597127
4832428D23Rik	1	44204070	44218961	-	-8.752735	-8.409374	-6.2943354	-6.4695697	-7.598416	-8.332105	-8.748521	-7.6167793	-6.4595127	-6.284416	-6.6934114
Gulp1	1	44551511	44796833	+	0.0732783	0.16917711	0.20227452	0.5676083	0.61383104	0.530714	0.4992246	0.39177877	1.0922385	1.329112	1.4251552
Col3a1	1	45311538	45349706	+	-9.833476	-9.338113	-7.375077	-7.3983083	-8.83116	-9.412846	-7.829262	-8.849524	-4.5808964	-3.8912258	-4.8147945
Col5a2	1	45374321	45503282	-	-8.876548	-9.533188	-7.5701523	-7.7453866	-5.874232	-7.4559183	-8.024337	-7.307633	-5.998364	-7.560232	-7.817225
Wdr75	1	45795166	45823619	+	4.4423146	4.32766	4.2083616	4.132601	4.3119707	3.8881297	3.8363137	3.8565824	3.4586854	3.4484723	3.4426007
Slc40a1	1	45908070	45925594	-	1.3005347	1.1857891	1.1525981	1.140093	1.2191403	1.6835507	1.7019078	2.296811	3.8476274	3.7933962	3.9854956
Rpl23a-ps1	1	45981548	45982015	+	-5.671451	-5.32809	-3.2130513	-3.3882859	-4.6691346	-5.2508206	-5.819239	-4.687498	-3.3782291	-3.2031314	-3.612127
Gm3852	1	46011547	46012266	-	-6.292939	-5.949579	-3.83454	-4.0097747	-5.290623	-5.872309	-6.440728	-5.3089867	-3.9997172	-3.82462	-4.233616
Gm4776	1	46020072	46030469	-	-8.989366	-8.646006	-6.5309663	-6.7062006	-7.9870496	-8.568736	-9.137155	-8.005413	-6.6961436	-6.521046	-6.9300423
Dnahc7b	1	46066738	46373550	+	-4.5096426	-4.434771	-3.6092389	-3.4308364	-3.680658	-6.009578	-6.3853517	-5.668648	-8.096345	-7.921247	-8.330243
Dnahc7c	1	46608961	46626111	+	-6.058474	-5.7151136	-3.6000745	-3.775309	-5.0561576	-5.6378436	-6.206263	-5.074521	-3.7652519	-3.5901546	-3.9991505
Slc39a10	1	46807544	46854046	-	3.1596203	3.0778644	3.0965986	3.0918179	3.3563774	3.3392172	3.1395261	3.5129762	4.142889	4.4224024	4.4416127
C230029F24Rik	1	49244616	49338246	+	-5.8454804	-5.5021195	-3.3870807	-3.5623155	-4.8431644	-5.42485	-5.9932694	-4.861527	-3.5522583	-3.377161	-3.7861567
Tmeff2	1	50900647	51187270	+	-6.7922106	-5.44885	-6.8077426	-6.9829774	-8.111823	-8.845512	-9.413931	-8.282189	-6.9729204	-6.7978225	-7.2068186
Sdpr	1	51289126	51302959	+	-8.37757	-8.034209	-5.919171	-6.094405	-4.223251	-6.2199745	-8.373356	-7.393617	-6.0843487	-5.9092507	-6.318247
Obfc2a	1	51469498	51478399	-	5.3849473	5.7157974	5.5598893	5.7567616	5.680864	5.996525	5.804071	6.1581697	7.6078486	7.5136986	7.544587
Myo1b	1	51749765	51916071	-	2.1328406	2.0061178	1.9253695	2.3950171	2.4078	1.4386154	1.3097761	1.8833706	1.9241841	2.263912	2.3490727
Gm8420	1	51940650	51941261	-	-6.058474	-5.7151136	-3.6000745	-3.775309	-5.0561576	-5.6378436	-6.206263	-5.074521	-3.7652519	-3.5901546	-3.9991505
Stat4	1	51987148	52107188	+	-8.420389	-8.077028	-5.96199	-6.137224	-7.4180727	-7.9997587	-8.568178	-7.436436	-6.1271667	-5.9520698	-6.3610654
Gm3940	1	52090635	52091066	-	-2.4039705	-5.06061	-3.097574	-3.2728086	-1.8166918	-3.398378	-3.9667966	-2.0980895	-3.1107485	-3.0876544	-3.4966502
Stat1	1	52119438	52161865	+	0.9784227	0.9864211	0.8314782	1.1935093	1.4123056	3.450526	3.1464777	3.6780798	4.478047	5.018635	5.027955
Gls	1	52163448	52233232	-	0.7436496	0.7267737	0.78603804	0.82202446	0.6869748	0.35998678	0.13555305	0.5626317	0.6996829	0.97175676	1.1170563
Nab1	1	52457294	52500679	-	2.70865	2.8562107	2.6180336	2.8210623	2.596224	3.0713284	2.8425255	3.241077	3.6188312	3.6614504	3.4371946
Tmem194b	1	52630705	52651919	+	0.2478551	0.08444785	-0.19153392	0.44447	-0.62065005	-0.690437	-0.744283	-0.87033886	-0.4699221	-0.051553626	0.25132537
Mfsd6	1	52656286	52727462	-	-0.80259186	-0.8555566	-0.92539316	-0.5307721	-1.2015673	-1.2558032	-1.6008439	-1.3998398	-0.96128756	-0.7657262	-0.3937317
Inpp1	1	52789413	52817688	-	4.7237206	4.5493197	4.719081	4.5878644	4.376946	0.8997971	0.96667206	0.6091346	0.07194888	0.038459554	-0.055034205
Hibch	1	52845013	52920986	+	4.9655056	4.9766574	5.142381	5.130342	4.8811836	3.1907415	2.9194903	3.040333	2.6524405	2.7195306	2.7166235
1700019D03Rik	1	52922324	52963260	-	-1.6159488	-1.8296447	-2.2506588	-1.8092219	-2.5261698	-3.5514624	-3.6762745	-4.3100677	-3.1528018	-3.3402746	-2.7492702
Mstn	1	53061663	53068079	+	-8.19018	-7.8468194	-5.73178	-5.9070144	-7.1878633	-7.7695494	-8.337969	-7.2062263	-5.8969574	-5.7218604	-6.130856
1700019A02Rik	1	53158577	53187617	-	-6.093408	-5.7500467	-3.6350083	-3.810243	-5.091091	-5.6727777	-6.2411966	-5.109455	-3.8001857	-3.6250885	-4.0340843
Pms1	1	53189187	53297018	-	1.8254627	1.8545307	1.8957915	2.097698	1.9849446	1.568021	1.4335691	1.9678015	1.4866885	1.6233118	1.442268
Ormdl1	1	53297095	53310309	+	1.6479487	1.6510698	1.5263622	1.3864607	1.3559868	1.9663343	1.8670439	1.6624829	1.8894047	1.6397862	1.9192295
Osgepl1	1	53313624	53326343	+	0.30634698	0.16660276	0.5182705	0.19816235	0.15988396	0.08976242	0.022603003	0.14152063	-0.28331625	-0.42658034	-0.08796324
Asnsd1	1	53325507	53352752	-	3.7489555	3.846188	3.906587	4.022956	3.4330866	3.9870446	3.707697	3.8470335	3.5331817	3.6117878	3.6874044
Dnahc7a	1	53397002	53706784	-	-8.232165	-7.3038425	-7.9257693	-8.101004	-9.381852	-9.963538	-8.7949915	-9.248213	-8.090947	-7.9158497	-8.324845
Stk17b	1	53755506	53785224	-	1.9637928	1.6493359	1.7751814	2.1087666	1.5103968	1.7266054	1.7407364	1.5200479	4.0142345	3.8064747	3.9953492
Hecw2	1	53806882	54195168	-	-4.580824	-5.107403	-4.3909135	-6.0255795	-4.448447	-5.4957967	-4.8715706	-4.1153383	-3.8455975	-4.2554626	-3.725859
Ccdc150	1	54250683	54368727	+	-2.8135588	-2.7921264	-2.3145175	-2.659677	-2.1076357	-2.967623	-3.0245416	-2.1775293	-3.8422651	-2.4745228	-2.491201
Gtf3c3	1	54397581	54438971	-	2.99314	3.0938694	3.1296113	3.4207828	3.0715468	2.9505653	2.7624183	2.9789374	3.0008826	2.9699905	3.1471102
Pgap1	1	54473000	54557684	-	1.2192113	1.2538804	1.5118632	1.4475605	2.0902262	-0.1901007	-0.39925858	0.373222	-0.73609203	-0.83543384	-0.65489435
Ankrd44	1	54645340	54926387	-	-3.6566813	-3.5763552	-3.8657067	-3.7360864	-2.8856907	-2.3470824	-2.3499043	-1.3615267	-1.3109921	-1.5338588	-1.2861562
Sf3b1	1	54985169	55027478	-	5.18916	5.2117486	5.2869334	5.1806374	5.584684	5.391497	5.2063866	5.8735075	5.8403325	5.7226434	5.784157
Coq10b	1	55052770	55072701	+	3.5663912	3.3738062	3.4604843	3.1237862	2.8827224	3.3296053	3.288041	3.0784838	4.2168326	4.0778213	4.1794944
Hspd1	1	55077835	55088243	-	7.8697705	7.899682	8.058221	7.9208555	8.10074	7.7518578	7.6153045	8.268594	8.193257	8.1793165	8.1193075
Hspe1	1	55088132	55091307	+	6.9578958	6.63649	6.592704	6.430489	7.0201597	6.316986	6.3673873	6.8158507	6.558449	6.7084007	6.570782
Mob4	1	55131231	55154899	+	3.3476753	3.240591	3.3925989	3.434533	3.1075077	3.5953574	3.5629773	3.5651557	3.7448733	3.572657	3.5867863
Rftn2	1	55170159	55226782	-	-6.3611183	-4.9182224	-6.710074	-4.8853087	-5.844229	-4.9404883	-5.994334	-8.336524	-5.8752513	-5.7001543	-6.10915
Mars2	1	55237177	55240058	+	1.0626336	1.053172	1.3717444	1.048118	0.6547945	1.5733135	1.5913876	1.2471567	1.8377849	1.4556648	1.6655788
Boll	1	55248658	55363469	-	-2.8430188	-3.0402267	-2.7996569	-2.9748917	-3.9662337	-2.5154982	-2.2359202	-2.9204667	-3.1347594	-2.9596622	-3.7836955
Plcl1	1	55406388	55751802	+	-3.4304426	-3.9615512	-5.0164375	-2.8697438	-3.013089	-4.0542064	-3.7646449	-2.7904441	-2.8596869	-4.0065174	-3.2455885
Hsfy2	1	56636053	56637451	-	-7.251266	-6.9079056	-4.7928667	-4.9681015	-6.2489505	-6.8306365	-7.3990555	-6.2673135	-4.9580445	-4.782947	-5.1919427
Satb2	1	56793986	56978650	-	2.1744368	2.2963662	2.2262669	2.2215235	1.8675086	2.736019	2.556238	1.6932983	2.6928642	2.9680452	2.9737036
9130024F11Rik	1	56971491	56975197	+	0.76949495	0.85828274	0.725394	1.2382154	0.5588175	0.5729824	0.45707536	0.3478091	-0.90926874	0.024820434	0.063283816
1700066M21Rik	1	57377620	57385423	+	1.1272452	1.1198285	1.0096151	1.2594022	1.1205724	0.8279833	0.53118247	0.72864836	0.9097291	0.978893	0.974593
1110034B05Rik	1	57388237	57407101	-	1.8875656	1.7220845	1.7110145	1.6254171	1.8337151	1.897618	1.8855131	2.1260915	1.8751446	1.8784753	1.8845173
9430016H08Rik	1	57406328	57417953	+	2.7635074	2.5522025	2.7305892	2.527543	2.4029036	2.8005958	2.890847	2.440154	2.8117073	2.8110623	2.7448282
Spats2l	1	57774162	57948394	+	-0.4127888	-0.3016017	-0.624684	-0.35039264	0.3255178	-0.08526798	-0.20397703	0.25955608	-0.02523962	-0.83199495	-0.9047072
Gm17234	1	57909835	57917111	-	-5.415796	-5.0724354	-2.9573965	-3.132631	-4.41348	-4.9951653	-5.563585	-4.431843	-3.122574	-2.9474764	-3.3564723
Kctd18	1	57955101	58018956	-	-0.34535348	-0.18297763	-0.28508174	0.049358014	-0.64271647	-0.07106774	-0.17896655	-0.18000992	-0.18315521	-0.39403948	-0.085674085
Sgol2	1	57995971	58025899	+	4.083729	4.08672	4.0919824	4.4308405	4.180604	3.9050887	3.6013448	4.090006	3.6699047	3.969193	3.9174926
Aox1	1	58029931	58106413	+	-5.4122953	-4.867301	-3.816392	-3.7506187	-3.7777107	-4.9212756	-5.127125	-5.5803456	-6.4410014	-4.6809416	-7.6749
Aox3	1	58113130	58200698	+	-7.429007	-9.23765	-7.122611	-7.297846	-8.578694	-5.8384523	-6.576796	-5.1231265	-7.287789	-6.960688	-7.5216866
Aox4	1	58210397	58268597	+	-6.9549165	-5.933484	-6.8184457	-4.186325	-3.8822112	-7.2712517	-7.4246335	-4.970964	-7.1356263	-6.9605284	-5.632559
Gm15759	1	58254117	58315656	-	-8.663336	-8.319975	-6.2049365	-6.3801713	-7.6610193	-8.242706	-8.811125	-7.6793833	-6.3701143	-6.195017	-6.6040125
Aox3l1	1	58278326	58379264	+	-9.022673	-8.527309	-6.564274	-6.739508	-8.020357	-8.602043	-9.170463	-6.8867173	-6.729451	-6.5543537	-6.96335
Bzw1	1	58393136	58406548	+	6.7616196	6.649016	6.6860523	6.6540585	6.331297	6.2074084	6.060811	6.0153904	5.91158	5.90331	5.9093523
Clk1	1	58410189	58424066	-	2.7562532	2.8546302	2.7462182	2.0476995	3.5471642	3.0031357	2.7759762	3.7013772	2.837139	2.1336224	2.2298102
Ppil3	1	58430994	58445486	-	3.4540572	3.359947	3.3623495	3.2271419	3.3586369	3.3060126	3.4316943	3.285307	2.9259973	3.1706357	2.9409635
Nif3l1	1	58445151	58481816	+	3.525757	3.4922683	3.550931	3.1442928	2.98959	3.0933254	3.1378365	2.3446002	2.7421217	2.7911777	2.785687
Orc2	1	58462771	58505109	-	4.5881944	4.5119085	4.502458	4.4988956	4.533387	4.17315	4.0863104	4.3935094	4.501539	4.3057847	4.365028
Gm15834	1	58505148	58523230	+	-4.121071	-3.954588	-4.363111	-6.538346	-4.118755	-4.230955	-4.6473713	-3.8375576	-5.5282884	-4.031263	-4.762187
Fam126b	1	58522806	58586323	-	0.28407487	0.43386593	0.6530692	0.7618244	0.59401566	0.07172503	-0.08567509	0.26673323	0.57859004	0.6574721	0.85719496
Ndufb3	1	58586384	58595964	+	4.430908	4.1187387	4.3733287	3.7864633	3.597873	3.836253	3.9982765	2.5341177	2.9993367	2.9985845	3.366083
Gm10068	1	58646608	58648317	+	-7.540867	-7.1975064	-4.9304643	-5.257702	-6.3865476	-6.9682336	-7.688656	-6.5569134	-5.247645	-5.0725474	-5.481543
Als2cr12	1	58658117	58695989	-	-3.95195	-3.9305177	-4.8154793	-5.142717	-2.271562	-5.853248	-7.57367	-6.441929	-5.1326594	-4.9575624	-5.366558
Cflar	1	58711508	58758884	+	1.7712724	1.6718813	2.1669056	1.3749998	2.5437458	0.5597708	0.81772006	0.9172933	0.82178926	0.6088693	0.9277941
Casp8	1	58795374	58847503	+	-7.088394	-7.7450337	-5.781998	-5.957233	-6.086078	-6.0828013	-5.651221	-5.5194793	-5.7951727	-5.772078	-6.1810737
Trak2	1	58900449	58973430	-	2.6485424	2.6462662	2.6291783	2.5537257	2.7016218	2.657223	2.5244048	2.78926	3.5031304	3.426817	3.4280417
Stradb	1	58973522	58995715	+	-0.4768621	-0.41300473	-0.73024005	-0.38352194	-0.93256664	-0.08474471	-0.33642834	-0.41862655	0.6895449	0.37798187	0.6513711
Als2cr11	1	58997123	59003443	-	-6.412111	-6.0687504	-3.9537115	-4.128946	-5.4097943	-5.991481	-6.5599	-5.428158	-4.118889	-3.9437916	-4.3527875
Als2cr11	1	59050506	59094900	-	-7.9069943	-7.563634	-5.448595	-5.6238294	-6.9046783	-7.4863644	-8.054784	-6.923042	-5.613773	-5.4386754	-5.847671
Tmem237	1	59100594	59120096	-	2.8990595	2.7774715	2.7834678	3.128162	3.1296206	2.561545	2.6192632	2.8058999	2.4408941	2.5469496	2.6304357
Mpp4	1	59120936	59163389	-	-0.9710109	-1.003408	-0.9998776	-0.98246706	-0.59089035	-1.3214396	-1.7695646	-1.2372848	-1.0655193	-1.337881	-0.7468766
Als2	1	59162926	59237231	-	1.8743694	1.7956607	1.9914201	2.009941	1.8554864	1.4138902	1.2792279	1.1722784	1.7595515	1.6358044	1.7989928
