Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Orientation	Distance	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Sf3b1	1	54985169	55027478	-	NaN	null					Not found	0	54.219753	64.19231	53.669407	43.823563
Coq10b	1	55052770	55072701	+	NaN	null					Not found	0	3.943787	4.0918713	13.213648	9.357047
Hspd1	1	55077835	55088243	-	NaN	null					Not found	0	432.40372	467.22046	456.73416	240.04843
Hspe1	1	55088132	55091307	+	NaN	null					Not found	0	103.19313	100.63912	115.551605	68.84211
Mob4	1	55131231	55154899	+	NaN	null					Not found	0	10.5666275	9.68776	9.639621	7.9509864
Rftn2	1	55170159	55226782	-	NaN	null					Not found	0	0.042565398	0.012773972	0.027804209	0.00693572
Mars2	1	55237177	55240058	+	NaN	null					Not found	0	1.2524939	1.4962767	2.5601597	1.6106995
Boll	1	55248658	55363469	-	NaN	null					Not found	0	0.24495493	0.23476262	0.08361677	0.06952694
Plcl1	1	55406388	55751802	+	NaN	null					Not found	0	0.038246315	0.041320104	0.062956996	0.044870093
Hsfy2	1	56636053	56637451	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Satb2	1	56793986	56978650	-	NaN	null					Not found	0	0.25380263	0.121621095	7.6577463	6.91567
9130024F11Rik	1	56971491	56975197	+	NaN	null					Not found	0	0.0	0.0	2.0321257	2.0343132
1700066M21Rik	1	57377620	57385423	+	NaN	null					Not found	0	1.375418	1.5083969	2.1924322	2.2877707
1110034B05Rik	1	57388237	57407101	-	NaN	null					Not found	0	3.075966	3.2558138	4.1053996	2.758327
9430016H08Rik	1	57406328	57417953	+	NaN	null					Not found	0	2.9257138	3.4743903	6.3727574	4.071961
Spats2l	1	57774162	57948394	+	NaN	null					Not found	0	0.20718935	0.5222952	0.42225602	0.7089597
Gm17234	1	57909835	57917111	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Kctd18	1	57955101	58018956	-	NaN	null					Not found	0	0.7553569	0.5394949	0.7666568	0.919171
Sgol2	1	57995971	58025899	+	NaN	null					Not found	0	21.627653	24.196417	12.645283	16.991924
Aox1	1	58029931	58106413	+	NaN	null					Not found	0	0.038343146	0.056095965	0.022541568	0.046858013
Aox3	1	58113130	58200698	+	NaN	null					Not found	0	0.078961544	0.005331721	0.0	0.0
Aox4	1	58210397	58268597	+	NaN	null					Not found	0	0.061421324	0.10072143	0.0	0.0
Gm15759	1	58254117	58315656	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Aox3l1	1	58278326	58379264	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Bzw1	1	58393136	58406548	+	NaN	null					Not found	0	100.27618	95.18111	152.76312	86.97295
Clk1	1	58410189	58424066	-	NaN	null					Not found	0	12.411757	10.153786	4.4242215	6.7348595
Ppil3	1	58430994	58445486	-	NaN	null					Not found	0	5.3267508	7.5101523	9.157283	8.842955
Nif3l1	1	58445151	58481816	+	NaN	null					Not found	0	6.121422	8.579058	10.443525	7.811128
Orc2	1	58462771	58505109	-	NaN	null					Not found	0	28.155575	32.80224	30.429993	20.090593
Gm15834	1	58505148	58523230	+	NaN	null					Not found	0	0.13233756	0.0893583	0.0070727253	0.17642812
Fam126b	1	58522806	58586323	-	NaN	null					Not found	0	1.557296	1.5813133	0.7338132	1.6300048
Ndufb3	1	58586384	58595964	+	NaN	null					Not found	0	3.8575146	5.995747	9.584646	9.766303
Gm10068	1	58646608	58648317	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Als2cr12	1	58658117	58695989	-	NaN	null					Not found	0	0.08792535	0.0	0.0	0.0
Cflar	1	58711508	58758884	+	NaN	null					Not found	0	1.9452599	2.0256355	2.810775	2.2898874
Casp8	1	58795374	58847503	+	NaN	null					Not found	0	0.419952	0.79668045	0.0	0.0
Trak2	1	58900449	58973430	-	NaN	null					Not found	0	5.1436014	4.364538	7.692108	6.853626
Stradb	1	58973522	58995715	+	NaN	null					Not found	0	0.18751027	0.19121084	0.45893958	0.54434985
Als2cr11	1	58997123	59003443	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Als2cr11	1	59050506	59094900	-	NaN	null					Not found	0	0.0	0.03402722	0.0	0.0
Tmem237	1	59100594	59120096	-	NaN	null					Not found	0	4.8039007	7.2484713	4.3232117	5.8466005
Mpp4	1	59120936	59163389	-	NaN	null					Not found	0	0.5040475	0.4896235	0.58225197	0.33716872
Als2	1	59162926	59237231	-	NaN	null					Not found	0	6.47677	6.9503417	4.302005	3.6759114
Cdk15	1	59256906	59352993	+	NaN	null					Not found	0	0.011075719	0.029914636	0.0	0.0
Fzd7	1	59482147	59486947	+	NaN	null					Not found	0	8.785213	10.9815	0.8840244	1.382482
Gm973	1	59516264	59634508	+	NaN	null					Not found	0	0.8266696	0.5947094	0.027251838	0.045319546
Sumo1	1	59639434	59670834	-	NaN	null					Not found	0	52.750576	58.968624	73.513756	48.507004
Nop58	1	59685006	59711510	+	NaN	null					Not found	0	298.1421	280.0015	203.46986	158.50975
Bmpr2	1	59764279	59870549	+	NaN	null					Not found	0	2.0932517	3.1538396	3.2142603	6.49452
Fam117b	1	59913006	59985346	+	NaN	null					Not found	0	3.035319	2.846948	1.095907	1.6602724
Ica1l	1	59989070	60043087	-	NaN	null					Not found	0	0.12178433	0.05139528	0.0	0.011162174
Wdr12	1	60076868	60098645	-	NaN	null					Not found	0	15.747073	18.441132	19.654291	13.155309
Carf	1	60098247	60151032	+	NaN	null					Not found	0	0.5027186	0.6336414	0.40390942	0.9461105
Nbeal1	1	60180599	60338328	+	NaN	null					Not found	0	1.7747015	1.5900046	0.119759664	1.0354589
Cyp20a1	1	60343323	60388060	+	NaN	null					Not found	0	4.6399508	5.23266	3.8988724	3.4734576
Abi2	1	60409619	60481162	+	NaN	null					Not found	0	7.764321	6.697927	3.3484821	3.0546763
Raph1	1	60483236	60567104	-	NaN	null					Not found	0	4.3419876	3.498499	1.0403506	1.4179628
Cd28	1	60716800	60773359	+	NaN	null					Not found	0	0.009071162	0.0	0.0	0.0
Gm11579	1	60776665	60781834	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2310016D23Rik	1	60778843	60803790	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ctla4	1	60887000	60915832	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Icos	1	60977927	61000320	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm11587	1	61306636	61307746	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
9530026F06Rik	1	61378432	61395904	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm11588	1	61440101	61469475	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
4930587A21Rik	1	61616943	61621149	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pard3b	1	61638824	62642284	+	NaN	null					Not found	0	0.02417777	0.03627902	0.015793199	0.04727509
4930448K12Rik	1	61767415	61851540	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm12747	1	62131195	62136109	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm11610	1	62456725	62499261	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Nrp2	1	62703285	62818695	+	NaN	null					Not found	0	1.7023935	1.6759541	0.34676808	0.72369486
Ino80d	1	62958418	63114667	-	NaN	null					Not found	0	3.1702132	2.3682406	1.4762943	2.4967215
Gm11602	1	63114471	63158290	+	NaN	null					Not found	0	0.45808214	0.30931085	0.29001766	0.025837317
Ndufs1	1	63143596	63176822	-	NaN	null					Not found	0	20.164455	24.204458	21.456491	15.268466
Eef1b2	1	63176825	63180486	+	NaN	null					Not found	0	210.09355	237.38362	285.68027	181.45316
Gpr1	1	63182691	63214543	-	NaN	null					Not found	0	0.14312798	0.2126175	0.0	0.083957955
Gm11607	1	63200313	63207614	+	NaN	null					Not found	0	0.12020271	3.327744	0.0	0.0
Gm11608	1	63266848	63273120	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Zdbf2	1	63273265	63314576	+	NaN	null					Not found	0	2.614587	8.939801	0.24758506	0.537181
Adam23	1	63445891	63596515	+	NaN	null					Not found	0	7.8983335	6.318544	0.46983668	0.059341814
Dytn	1	63622851	63686927	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mdh1b	1	63698819	63730318	-	NaN	null					Not found	0	0.0	0.08725537	0.0	0.023687966
Fastkd2	1	63730614	63754655	+	NaN	null					Not found	0	3.489174	4.514061	4.269272	3.6469462
4933402D24Rik	1	63754907	63769267	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm13749	1	63964727	63968999	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Klf7	1	64029447	64122282	-	NaN	null					Not found	0	1.498584	2.0964017	1.8758202	2.1661046
Gm13748	1	64078654	64090782	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Creb1	1	64532804	64604547	+	NaN	null					Not found	0	5.467624	5.3975735	3.1872222	4.2460594
Mettl21a	1	64606473	64617242	-	NaN	null					Not found	0	0.979462	1.3227245	2.574877	2.1003458
2810408I11Rik	1	64679871	64690659	-	NaN	null					Not found	0	3.1899948	3.3339875	4.109501	4.5967193
Ccnyl1	1	64690455	64725644	+	NaN	null					Not found	0	6.5502973	6.2744284	7.920625	5.6344724
Fzd5	1	64730560	64737750	-	NaN	null					Not found	0	2.394246	2.6094525	0.7510105	0.85421634
Plekhm3	1	64785983	64956824	-	NaN	null					Not found	0	0.54374355	0.5056999	0.81724805	1.0005003
Akr1cl	1	65012689	65032759	-	NaN	null					Not found	0	0.0065970127	0.0	0.0	0.0
Cryge	1	65048554	65051149	-	NaN	null					Not found	0	0.0	0.05186445	0.0	0.0
Crygd	1	65061872	65063452	-	NaN	null					Not found	0	0.0	0.03647665	0.0	0.0
Crygc	1	65071525	65073689	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Crygb	1	65080228	65082267	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cryga	1	65100389	65103373	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
D630023F18Rik	1	65100619	65123214	-	NaN	null					Not found	0	2.015557	1.8146197	0.12985496	0.17545739
Idh1	1	65158616	65186479	-	NaN	null					Not found	0	12.731035	15.058483	9.316854	16.78678
Pikfyve	1	65186750	65274012	+	NaN	null					Not found	0	4.1937313	3.8823965	3.2187877	4.8565793
Pth2r	1	65282056	65389244	+	NaN	null					Not found	0	0.05377	0.029045697	0.0	0.0
Crygf	1	65926522	65928307	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mtap2	1	66175273	66442583	+	NaN	null					Not found	0	0.6735342	0.40577808	0.50413495	0.2871588
Gm10558	1	66322276	66328796	-	NaN	null					Not found	0	0.0	0.0	0.01965545	0.0
Unc80	1	66468367	66699866	+	NaN	null					Not found	0	0.030263571	0.03576103	0.011119789	0.011095262
Rpe	1	66700831	66719805	+	NaN	null					Not found	0	14.601444	9.901495	19.443893	13.695289
Kansl1l	1	66719248	66817562	-	NaN	null					Not found	0	0.27081063	0.2654412	0.15920697	0.20497523
Acadl	1	66830839	66863277	-	NaN	null					Not found	0	4.570101	4.750369	12.1797905	16.937733
Myl1	1	66924295	66945404	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Lancl1	1	67000517	67038872	-	NaN	null					Not found	0	1.2386458	1.7063648	1.6247007	1.7799428
Cps1	1	67123026	67231259	+	NaN	null					Not found	0	0.07997646	0.060752828	0.0	0.0
Gm15668	1	67249200	67323609	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15669	1	67792481	67805324	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15671	1	68005086	68025896	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Erbb4	1	68032186	69108059	-	NaN	null					Not found	0	0.0022474162	0.0	0.0	0.0
Gm16076	1	69091913	69106740	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ikzf2	1	69531214	69685960	-	NaN	null					Not found	0	0.07371463	0.099548675	0.01040067	0.099453226
Spag16	1	69826988	70725132	+	NaN	null					Not found	0	0.17243129	0.2619693	0.0	0.0
Vwc2l	1	70725715	70885397	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Bard1	1	71027498	71103146	-	NaN	null					Not found	0	3.6849065	3.3462603	3.3518846	2.7702866
Abca12	1	71243090	71414910	-	NaN	null					Not found	0	0.016680779	0.009010692	0.0	0.0
Atic	1	71557150	71579631	+	NaN	null					Not found	0	25.56039	31.790298	43.238068	27.887615
Fn1	1	71585523	71653171	-	NaN	null					Not found	0	35.670616	29.111471	7.1210637	14.245985
Apol7d	1	71652837	71662843	+	NaN	null					Not found	0	0.37181783	0.21519652	0.14052095	0.15579
Rpl21-ps1	1	72004288	72004770	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mreg	1	72159233	72212307	-	NaN	null					Not found	0	31.141615	17.493048	2.501288	3.2013812
Pecr	1	72259167	72284314	-	NaN	null					Not found	0	5.4581227	6.2579103	8.011177	6.124058
Tmem169	1	72284369	72303104	+	NaN	null					Not found	0	0.06364368	0.08594826	0.16035217	0.11999886
Xrcc5	1	72307421	72394952	+	NaN	null					Not found	0	29.049208	40.58002	17.352476	13.7857
March4	1	72427112	72536930	-	NaN	null					Not found	0	0.048788626	0.016471775	0.014341183	0.017886937
Smarcal1	1	72583251	72633134	+	NaN	null					Not found	0	2.4625607	3.1357434	3.1177185	3.177665
Ankar	1	72642980	72700564	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rpl37a	1	72711260	72713809	+	NaN	null					Not found	0	43.456985	58.494305	120.41635	56.82617
Igfbp2	1	72824503	72852474	+	NaN	null					Not found	0	22.865913	28.443254	0.44190177	0.59525144
Igfbp5	1	72857932	72874884	-	NaN	null					Not found	0	0.13407224	0.16232897	0.032615084	0.08135786
Tnp1	1	73015083	73015899	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tns1	1	73910231	74124447	-	NaN	null					Not found	0	0.32598022	0.9481733	0.1572436	0.24923705
Rufy4	1	74125541	74148223	+	NaN	null					Not found	0	0.0	0.09660282	0.02803581	0.08741866
Cxcr2	1	74153989	74161238	+	NaN	null					Not found	0	4.557779	6.574484	1.6001669	1.0983579
Cxcr1	1	74191785	74194631	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Arpc2	1	74236497	74268209	+	NaN	null					Not found	0	52.159534	61.138035	154.52155	135.52776
Gpbar1	1	74278550	74279624	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Aamp	1	74279840	74284738	-	NaN	null					Not found	0	20.443707	23.611374	39.26693	27.161324
Pnkd	1	74284930	74353694	+	NaN	null					Not found	0	1.2476612	1.4098283	1.6316366	1.9510313
Tmbim1	1	74288247	74305622	-	NaN	null					Not found	0	0.20399041	0.2547458	1.9471533	2.2838237
Gm216	1	74362108	74369321	+	NaN	null					Not found	0	0.56801784	0.14271359	0.0	0.15497473
Slc11a1	1	74375203	74386062	+	NaN	null					Not found	0	0.052574463	0.08114253	0.008830863	0.03304269
Ctdsp1	1	74391509	74397285	+	NaN	null					Not found	0	1.3408695	1.664578	3.035629	2.1251385
Vil1	1	74409376	74435559	+	NaN	null					Not found	0	0.07037494	0.24287632	0.027581837	0.05733541
Usp37	1	74435510	74544286	-	NaN	null					Not found	0	9.673629	9.3276	5.140334	5.590741
Rqcd1	1	74506058	74530844	+	NaN	null					Not found	0	18.387907	18.161255	13.697024	11.977608
Plcd4	1	74542888	74567794	+	NaN	null					Not found	0	0.16393699	0.12453209	0.19275396	0.0525899
Zfp142	1	74565127	74588246	-	NaN	null					Not found	0	2.4600112	2.1828423	2.167888	1.6388255
Bcs1l	1	74588289	74592443	+	NaN	null					Not found	0	1.5200818	2.2409842	3.053275	2.712164
Rnf25	1	74593748	74601397	-	NaN	null					Not found	0	5.7927127	5.983174	9.505406	6.3105125
Stk36	1	74601445	74636894	+	NaN	null					Not found	0	0.10784072	0.29709455	0.23837844	0.1961019
Ttll4	1	74661745	74701832	+	NaN	null					Not found	0	6.2311835	7.7700663	10.116909	7.898603
Cyp27a1	1	74713574	74737890	+	NaN	null					Not found	0	0.04407433	0.09920104	0.25910875	0.043089535
Prkag3	1	74739499	74749221	-	NaN	null					Not found	0	0.0	0.0	0.04205823	0.0
Wnt6	1	74771892	74785319	+	NaN	null					Not found	0	0.026853796	0.07252997	10.119524	10.199593
Wnt10a	1	74791516	74804179	+	NaN	null					Not found	0	0.0	0.0	0.026456809	0.08249517
Gm16582	1	74850895	74879953	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cdk5r2	1	74855029	74857732	+	NaN	null					Not found	0	0.59559023	0.8459237	0.0	0.0
Fev	1	74881509	74885419	-	NaN	null					Not found	0	0.0	0.069569565	0.0	0.0
Cryba2	1	74889934	74893143	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ccdc108	1	74902071	74935599	-	NaN	null					Not found	0	0.0071042157	0.0	0.0	0.0
Gm15841	1	74902371	74907653	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ihh	1	74945319	74951651	-	NaN	null					Not found	0	0.011365873	0.0	0.0	0.0
Nhej1	1	74967139	75046639	-	NaN	null					Not found	0	0.8965547	1.5668678	0.8991295	0.46404114
Slc23a3	1	75125544	75133890	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
1810031K17Rik	1	75134554	75142368	-	NaN	null					Not found	0	0.4532038	0.8634047	1.674729	2.361761
Fam134a	1	75142786	75147909	+	NaN	null					Not found	0	1.064196	1.6717917	2.208859	3.5512216
Zfand2b	1	75168646	75171629	+	NaN	null					Not found	0	1.2222418	1.8410414	2.0635116	2.757536
Abcb6	1	75171717	75180392	-	NaN	null					Not found	0	0.8202054	1.2275919	1.3452204	2.4899104
Atg9a	1	75180866	75191923	-	NaN	null					Not found	0	0.5680249	1.0261141	1.2229878	1.8931806
Ankzf1	1	75192151	75199387	+	NaN	null					Not found	0	2.7108026	2.5159097	2.7555625	3.0646615
Glb1l	1	75198243	75210778	-	NaN	null					Not found	0	0.2066065	0.17621928	0.27488765	0.29501188
Stk16	1	75210838	75215606	+	NaN	null					Not found	0	2.0452564	2.3923967	4.738029	3.4230342
Tuba4a	1	75214974	75219253	-	NaN	null					Not found	0	14.8910265	20.182798	25.205362	16.24421
AC166150.1	1	75220095	75232093	-	NaN	null					Not found	0	0.0	0.0	0.0	0.1061789
Dnajb2	1	75236465	75244804	+	NaN	null					Not found	0	1.0636933	1.1671363	1.6154488	3.3472626
Ptprn	1	75247041	75264208	-	NaN	null					Not found	0	0.62838644	0.51977414	7.268385	3.3750625
Resp18	1	75272199	75278415	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dnpep	1	75307896	75317637	-	NaN	null					Not found	0	4.0668044	6.266395	7.091356	10.417369
Des	1	75360329	75368579	+	NaN	null					Not found	0	0.45858905	1.0987692	3.243898	6.8552995
Gm15179	1	75368212	75375012	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Speg	1	75375297	75432320	+	NaN	null					Not found	0	0.104086846	0.13757439	0.44787082	0.597576
Gm15178	1	75392131	75396363	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gmppa	1	75435930	75443179	+	NaN	null					Not found	0	2.179609	3.3035812	3.3670073	4.998566
Accn4	1	75450436	75474343	+	NaN	null					Not found	0	0.0	0.01375064	0.0	0.0
Chpf	1	75474569	75479471	-	NaN	null					Not found	0	0.69762427	1.2685889	4.239329	4.152995
Obsl1	1	75479310	75506452	-	NaN	null					Not found	0	0.69195706	1.4969083	4.9008183	6.401063
Tmem198	1	75479532	75485705	+	NaN	null					Not found	0	0.011088989	0.014975239	0.16949685	0.032523654
Inha	1	75507077	75510366	+	NaN	null					Not found	0	0.0	0.0	0.08853614	0.055213034
Stk11ip	1	75521529	75537335	+	NaN	null					Not found	0	1.3102577	1.4103372	1.0801085	1.6378601
Slc4a3	1	75546266	75562172	+	NaN	null					Not found	0	0.12593397	0.18315104	0.46319568	0.59192365
Epha4	1	77367185	77515088	-	NaN	null					Not found	0	3.4006462	2.9391603	0.18573281	0.5019168
Pax3	1	78101267	78197134	-	NaN	null					Not found	0	0.040391378	0.042425405	0.23218021	0.9148256
Sgpp2	1	78310346	78420286	+	NaN	null					Not found	0	0.020835537	0.0	0.05716206	0.040739983
Farsb	1	78417958	78488859	-	NaN	null					Not found	0	18.99896	21.814186	23.503635	22.9787
BC035947	1	78497806	78511963	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mogat1	1	78510991	78538173	+	NaN	null					Not found	0	0.0	0.0	0.02095488	0.0
Acsl3	1	78657825	78706987	+	NaN	null					Not found	0	13.031362	17.90032	15.394556	15.175151
Utp14b	1	78658038	78667588	+	NaN	null					Not found	0	8.126696	5.102923	4.355925	9.358461
Kcne4	1	78816949	78820024	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm5830	1	78967637	78968079	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Scg2	1	79434669	79440090	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ap1s3	1	79606876	79671972	-	NaN	null					Not found	0	3.3960817	3.7002888	6.216449	7.1025867
Wdfy1	1	79702262	79776143	-	NaN	null					Not found	0	2.8788054	4.1492705	2.2513871	6.836092
Mrpl44	1	79776018	79781445	+	NaN	null					Not found	0	7.702174	9.506163	9.812652	11.266521
Serpine2	1	79794197	79858696	-	NaN	null					Not found	0	1.275969	1.7818891	1.9946638	5.209559
Gm5529	1	79922536	79923426	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fam124b	1	80198706	80218473	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cul3	1	80264923	80340480	-	NaN	null					Not found	0	42.285576	43.423187	49.624775	57.164547
Gm6189	1	80383104	80385188	-	NaN	null					Not found	0	0.62591887	0.12589255	0.0	0.0
Dock10	1	80501073	80758553	-	NaN	null					Not found	0	0.045625348	0.051346015	0.0	0.033454426
9430031J16Rik	1	81076950	81341764	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Irs1	1	82233101	82291416	-	NaN	null					Not found	0	0.20041673	0.19273904	0.010711188	0.026718905
Gm9747	1	82233112	82235933	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rhbdd1	1	82316452	82445366	+	NaN	null					Not found	0	0.92222464	1.1199195	2.3451877	3.7532494
Col4a4	1	82452558	82586849	-	NaN	null					Not found	0	0.0042869886	0.005789408	0.0	0.0
Col4a3	1	82586921	82722059	+	NaN	null					Not found	0	0.005571752	0.0	0.0	0.008170886
Mff	1	82724890	82752394	+	NaN	null					Not found	0	3.0407083	4.3263392	6.934943	8.082211
Tm4sf20	1	82756649	82768461	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Agfg1	1	82839483	82896275	+	NaN	null					Not found	0	17.474638	17.93175	19.372562	29.603664
Slc19a3	1	83012523	83038448	-	NaN	null					Not found	0	0.19024579	0.26915362	0.106517784	0.71740913
Ccl20	1	83116766	83119167	+	NaN	null					Not found	0	0.039080683	0.0	0.2297516	0.25790042
Wdr69	1	83159752	83210574	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sphkap	1	83254139	83408200	-	NaN	null					Not found	0	0.10988746	0.035147045	0.0	0.0
Pid1	1	84036296	84364180	-	NaN	null					Not found	0	0.7471427	0.47513118	0.2835293	0.75943464
Dner	1	84369841	84696221	-	NaN	null					Not found	0	0.099440426	0.030990077	0.20685871	0.022435047
Trip12	1	84721189	84839304	-	NaN	null					Not found	0	88.63937	74.33028	51.279804	95.7917
Fbxo36	1	84839841	84900487	+	NaN	null					Not found	0	0.6721951	0.55862933	0.5319691	1.516559
Slc16a14	1	84905898	84935125	-	NaN	null					Not found	0	0.06077792	0.05862726	0.010208787	0.0
C130026I21Rik	1	84992690	85270566	-	NaN	null					Not found	0	0.087066084	0.009798274	0.025592659	0.08512069
A530032D15Rik	1	85083069	85109853	-	NaN	null					Not found	0	0.017321788	0.0	0.0	0.1778149
Gm10553	1	85100164	85100535	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
A530040E14Rik	1	85105946	85114035	+	NaN	null					Not found	0	0.03585901	0.0	0.0	0.01752889
Gm16028	1	85246851	85255465	+	NaN	null					Not found	0	0.03119868	0.0	0.0	0.0
Gm16025	1	85326729	85342615	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm16092	1	85511133	85527161	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AC147806.1	1	85575676	85577295	+	NaN	null					Not found	0	1.7188988	0.7142475	0.3886631	0.4847573
Sp110	1	85576899	85598817	-	NaN	null					Not found	0	0.29928318	0.04490778	0.00977476	0.030478753
Gm16094	1	85599286	85599839	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sp140	1	85600378	85645037	+	NaN	null					Not found	0	0.17521134	0.090139404	0.25506017	0.7096567
Gm17017	1	85641222	85650585	-	NaN	null					Not found	0	0.4387274	0.5145255	0.6244467	0.76190543
